# FILE DATA
ID : MDRW2100042933
category :  온라인 대화 > 2인 대화

# DOCUMENT DATA
title : 온라인 대화
author : 개인 대화 참여자
publisher : 심심이
date : 20210907
topic : 연애와 결혼

# SPEAKER_INFO
id : 1
age : 20대
occupation : 학생
sex : 여성
birthplace : 경북
principal_residence : 경북
current_residence : 경북
device : PC(데스크탑/노트북)
keyboard : 2벌식(쿼티)

id : 2
age : 20대
occupation : 사무 종사자
sex : 여성
birthplace : 서울
principal_residence : 서울
current_residence : 서울
device : 스마트폰
keyboard : 2벌식(쿼티)

# SETTING
relation  :  낯선 사람
intimacy  :  0
contact_frequency  :  처음 연락한다

P0 	: 안녕하세요?
P0 	: 이상형이 어떻게 되시나요?
P0 	: 꼰대아니고 접근하는 이십대한국남성아님
P0 	: 주제에 맞는대화건겁니다..ㅠ
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 저는 하얗고 무쌍인데 눈은 날카로운
P1 	: 한마디로 얼빠입니다.
P1 	: (당당
P0 	: ㅋㅋㅋㅋㅋㅋㄱㅋㄱㅋㄱㅋㄱㅋ
P0 	: 얼빠ㅇㅈ합니다
P0 	: 그럼 성격은어떠세요
P0 	: 냅다밸런스게임
P0 	: 무쌍미남인데인성xvs평타훈남인데다정함
P1 	: ㅋㅋㅋㅋㅋㅋㅋ
P1 	: 저는 후자입니닼ㅋㅋㅋㅋ
P1 	: 인성 어우 나쁘면 못봐줄거같아욬ㅋㅋㅋ
P1 	: &name1&님은요
P0 	: ㅋㅋㅋㄱㅋㄱㅋ저도ㅜ
P0 	: 저 멘탈순두부라
P0 	: 다정남이 좋은것같아요
P1 	: 인성 나쁘면
P1 	: 뒷통수 후갈기고 헤어질듯
P0 	: ㅋㅋㅋㅋㅋㅋㄱ아ㅠ 혼내주는모습
P0 	: 조금반할지도
P0 	: 님은 복학생vs후배vs동기
P1 	: ㅋㅋㅋㅋㅋ저는 늙은이 싫어요 ㅠ
P1 	: 이젠 동갑이나 연하 ㅎㄹ
P1 	: ㅎㅎ
P0 	: 아 웃기다..복학생이라고 포장도안하는게
P0 	: 연하는 어떤점이 ㄱㅊ다고 생각하세요
P1 	: ㅋㅋㅋㅋ제가 씨씨 많이했는데 죄다 늙은이들만 만났거든요
P1 	: 복학생들
P1 	: 물론 많이 과거지만 어우 싫어요 그 맨스플레인 하는것도 같잖고 ㅋㅋㅋㅋㅋ
P1 	: 어린 남자 길들이는게 재밌어요
P1 	: ㅎㅎ
P0 	: ㄱㅋㄱㅋ아ㅠ
P0 	: 한국남성이또..
P0 	: 그런거면 ㅇㅈ이에요
P1 	: 맞아요.. 좀 짜증나더라구요
P0 	: 걍 지할말만 할때
P0 	: 쟁반노래방처럼
P0 	: 쟁반떨어지면좋겟어요
P1 	: 맞아요 댁아리 깡!!!
P0 	: ㅋㅋㅋㅋㅋㄱ그리고 저 썸?까진아니고
P0 	: 선배한테 관심생겨서 밥먹자고불럿는데
P0 	: 밥먹고카페가는 2시간내내
P0 	: 취업조언들은적잇어요ㅇㅅㅇ;;
P1 	: ;;;;
P1 	: 그래서 그사람은 잘 갔대요?
P1 	: 아 잘갔으면 억울한데 좀
P1 	: 저런 모지리도 가는데
P0 	: ㅋㅋㅋㅋㅋㅋㄱㅋ아니진심..
P0 	: 일부러 인스타너낌 분위기잇게
P0 	: 갔는데
P0 	: 제가 지를 부른이유를 ..
P0 	: 취업조언이라고생각해서 하ㅋㅋㅋ
P1 	: ㅋㅋㅋㅋ좋아하는 티 냈어요?
P0 	: 전냈다고 생각 ...음..
P0 	: 갑작스런 반성
P0 	: 아니그치만
P0 	: 굳이 주말에 보자고하는데
P1 	: ㅋㅋㅋ정말 그사람은 조언하고 끝이엇나요 ㅠ
P0 	: 네ㅠ 졸업학번이라
P0 	: 졸업소식듣고 저한테 고기사준다고 연락왓는데
P0 	: 쟤가 걍..사그라들음..
P1 	: ㅂㅂㅇ..
P1 	: &name1&님은 자만추vs소개팅
P0 	: 소개팅
P0 	: 자만추성공경험 1
P0 	: 소개팅4
P0 	: 소개팅압승
