# FILE DATA
ID : MDRW2100039930
category :  온라인 대화 > 2인 대화

# DOCUMENT DATA
title : 온라인 대화
author : 개인 대화 참여자
publisher : 심심이
date : 20210903
topic : 콘텐츠>영상/음원 콘텐츠

# SPEAKER_INFO
id : 1
age : 20대
occupation : 학생
sex : 여성
birthplace : 해외/기타
principal_residence : 대전
current_residence : 대전
device : 스마트폰
keyboard : 2벌식(쿼티)

id : 2
age : 20대
occupation : 학생
sex : 여성
birthplace : 인천
principal_residence : 인천
current_residence : 인천
device : 스마트폰
keyboard : 2벌식(쿼티)

# SETTING
relation  :  낯선 사람
intimacy  :  0
contact_frequency  :  처음 연락한다

P0 	: 안녕하세요! &name2&님은 노래 듣는 거 좋아하시나요?
P1 	: 저 노래 듣는거는 좋아하는데 제가 잘 알지는 못해요ㅠ
P1 	: 그냥 유튜브에서 플레이리스트 만들어진거 듣는 편이라!
P0 	: 앗!!! ㅎ.ㅎ 저도 플리 자주 들어요
P0 	: 혹시 드라마는! 자주 보시나요?!
P1 	: 저 드라마를 어릴때 자주봐서 그때 봤던거만 돌려보는 편이에요!!
P1 	: 제빵왕 김탁구나 굿닥터나...
P1 	: 왓다 장보리...
P0 	: 우왁 저 제빵왕 김탁구 짱 좋아했잖아요!!!!!!!!!!!!!
P0 	: 탁구 아역 완전 꼬질꼬질하고 귀여운!
P1 	: 맞아요ㅠㅠㅠㅠ 그리고 연기도 너무 잘하지 않았나요!?
P1 	: 저는 탁구 어릴때가 재밌더라구요..
P1 	: 최근에 왓챠에도 올라와서 정주행했지 뭐예요ㅠ
P0 	: 헐럴 진짜요?!?!?!?! 그건 몰랐는데 당장 봐야겠구만요!!!!!!!!!
P0 	: 그 탁구 어릴 때 누나들이 괴롭혔나 그랬죠
P0 	: 아닌가?
P1 	: 헉 누나는 아니고 마준이라고 이복동생이 엄청 괴롭혔죠!
P1 	: 나중에 자라서도 열등감에 그랬고..
P1 	: 최근에 보니까 과거의 시대상이 괴로운 부분이 있도라구요 허허....
P1 	: 많이 답답했어요
P0 	: 헉!!!!! 그래서 가끔 옛날 드라마 보려면 흐린 눈으로 봐야할 때가 있더라고요
P0 	: 마준이가 그 주원 맞죠!!!!!!!
P1 	: 각시탈은 실시간으로 못봤는데 이번에 각시탈도 왓챠에 있어서 보려구요!!!
P0 	: 헛 각시탈도 있다니!!
P0 	: 저 예전에 각시탈 진짜 쟈밌게 봤고든요
P0 	: 완전 추천추천
P0 	: 거진 매화 울었지만 추천추천
P1 	: 진짜 이런 독립이야기 좋아해서 너무 기대중이에요ㅠㅠㅠ
P1 	: 굿닥터도 보셨나요? 주원이 각시탈 다음으로 찍은건데
P1 	: 연기 정말 잘해요..
P0 	: 헛 저 의학 드라마는... 좀 적나라하면 잘못봐서...
P0 	: 못 봤어요....!
P0 	: 독립이야기 좋아하시면 미스터선샤인도 보셨나요!?
P1 	: 미스터선샤인은 못봤어요ㅜㅜ 제가 tvN 드라마는 많이 못봤어가지구ㅜ 당시 tv에 tvN이 안나왔거든요..
