# FILE DATA
ID : MDRW2100016297
category :  온라인 대화 > 2인 대화

# DOCUMENT DATA
title : 온라인 대화
author : 개인 대화 참여자
publisher : 심심이
date : 20210826
topic : 가사 및 가족

# SPEAKER_INFO
id : 1
age : 30대
occupation : 사무 종사자
sex : 여성
birthplace : 광주
principal_residence : 광주
current_residence : 경기
device : 스마트폰
keyboard : 2벌식(쿼티)

id : 2
age : 30대
occupation : 사무 종사자
sex : 여성
birthplace : 경기
principal_residence : 경기
current_residence : 경기
device : 스마트폰
keyboard : 단모음

# SETTING
relation  :  낯선 사람
intimacy  :  0
contact_frequency  :  처음 연락한다

P0 	: 안녕하세요!
P1 	: 네
P0 	: 혹시육아하세요?
P1 	: 고딩 중딩이라 다 컸죠.
	  육아 중이세요?
P0 	: 아이들이 다 컸네요! ㅎㅎ
P0 	: 아니요저는 아이 없어요
P1 	: 좀 일찍 낳아서 남들보다 아이가 커요
P0 	: 그렇군요!
P0 	: 저는 딩크족이예요
P0 	: 집안일은 어떻게 분배해서 하시나요?
P1 	: 오 딩크 좋죠 ㅠㅠ
P0 	: 저어렸을때는 집안일 거의 안했던것같아요
P0 	: 엄마가 혼자 거의 하시고ㅜ
P1 	: 결혼 한 지 오래되서 각자 알아서 하는 편이에요.
	  밥 준비는 제가 하면 설거지는 남편이 하는 편
P1 	: 그 시절은 그랬죠ㅡㅡ 이젠 남자들도 거드는 시늉은 해야 살아남죠
P0 	: ㅎㅎ 저는 둘이살아서 집안일도 많지는않은것같아요
P0 	: 그래도설거지하시네요ㅎ
P0 	: 요즘은 건조기 식세기 로봇청소기도 나와서 훨씬 수월하죠
P1 	: 네. 결혼 얼마나 되신거에요?
P0 	: 8년차예요
P0 	: 맞벌이인데 요즘은제가 재택중이예요.
P1 	: 시골이라 남편은 농사일하고 전 직장다니고 있어요
P0 	: 맞벌이시군요
P0 	: 오 농사!  어떤작물하세요?
P0 	: 농사에관심 있거든요
P1 	: 고추 감자 고구마 깨 상추 벼 농사 좀 하구요. 왠만한 밭작물은 다 해요
P0 	: 와 여러가지하시는군요!
P0 	: 감자 고구마 키우기어때요?
P1 	: 감자랑 고구마는 심어만 놓으면 그냥 크는거 같더라구요ㅡ 얘내는 약도 안주는거 같던데요
P1 	: 제가 밖에 일 하다보니 집 일은 잘 몰라요 ㅋ
P0 	: ㅎㅎ주말에같이 일손돕는다거나 하지는 않으셔요?
P0 	: 신랑 퇴직하고 50대 되기전에 제2의 직업을 찾아야할것같은데
P0 	: 농사를 어렴풋이  생각해봤거든요
P1 	: 비닐 씌울때나 비료 뿌릴 때 
	  감자 고구마 심는거 정도는 해요.
	  그 외엔 잘 안해요
P0 	: 그러시군요
P1 	: 귀농 하시려구요? 요즘 농업기술센터 같은 곳에서 농사 법 교육 같은 것도 하더라구요ㅡ 그런 곳에서 도움 받으심 될 거 같아요
P0 	: 박람회같은거있어서 설명은들었어요ㅋ 근데 아직 가까운시일내에 계획한건아니라서ㅎㅎ
P1 	: 많이 알아보고 준비하셔야죠.
P0 	: 넹!  그래야지요
P1 	: 두 분이 알콩달콩 하시겠어요!
P0 	: ㅋㅋㅋㅋ 알콩이 달콩이 애칭이예요
P1 	: 오 ㅋㅋ
P1 	: 딩크 8년 되셨음 양가 부모님은 다 설득 되셨나봐요
P0 	: 받아들이신것같아요ㅋㅋ너희들이 잘 살면되지~~이런 마인드세요
P1 	: 다행이네요
P1 	: 주변에서 더 난리잖아요ㅡ 애는 있어야 한다 애가 주는 행복이 어쩌고 저쩌고
P0 	: ㅋㅋㅋㅋ 키워보신입장에서는어때요?
P1 	: 저는 안 낳을 수 있음 안 낳을 거 같아요. 철 없을 때 낳아서 그렇지 지금 이라면 딩크 할거 같아요
P0 	: 아 정말요?
P0 	: 저는 출생을 선택할수있다면 다시 안태어나고싶거든요. 그래서 누군가를 출생시키지않기로 결정했어요
P1 	: 에고. 가족의 형태는 점점 다양해 지고 있으니 딩크던 다문화던 한부모던 각자 여건에 맞게 살면 되죠
