# FILE DATA
ID : MDRW2100038433
category :  온라인 대화 > 2인 대화

# DOCUMENT DATA
title : 온라인 대화
author : 개인 대화 참여자
publisher : 심심이
date : 20210902
topic : 학교 생활

# SPEAKER_INFO
id : 1
age : 20대
occupation : 학생
sex : 여성
birthplace : 인천
principal_residence : 인천
current_residence : 인천
device : 스마트폰
keyboard : 2벌식(쿼티)

id : 2
age : 20대
occupation : 학생
sex : 여성
birthplace : 서울
principal_residence : 인천
current_residence : 인천
device : 스마트폰
keyboard : 2벌식(쿼티)

# SETTING
relation  :  지역>고향 및 이전 거주지 지인
intimacy  :  4
contact_frequency  :  주 1회 미만

P1 	: 그냥 선생들이 신경 쓰고 싶지 않으니까 넘겨버리는 거임
P0 	: 학교에서도그냥
P0 	: 귀찮아서
P0 	: ㅇㅇㅇ
P1 	: 큰문제된다고
P0 	: 맞음
P0 	: 나
P1 	: 어휴
P0 	: 완전충격적인얘기들음
P1 	: 뭐뭐???
P0 	: 나다니는센터
P0 	: 직원중한명이
P1 	: ㅇㅇㅇㅇ
P0 	: 초등학생아들있는데
P0 	: 그 초등학교에서
P0 	: 어떤남자애가
P0 	: 여자화장실
P0 	: 들어가고
P0 	: 여자애들앞에서
P1 	: 아 설마
P0 	: 그래서
P0 	: 난리났는데
P0 	: 그냥주의주는식으로
P0 	: 넘어가고
P0 	: 그랬대
P0 	: 때리지도못하니까
P1 	: 와
P0 	: 담임이
P0 	: 그냥포기했대
P0 	: ㅋㅋㅋ참
P1 	: 아니 그간 진짜 여자애들이
P1 	: 밟아야함
P1 	: 아니 진심 뭐하자는 거임
P0 	: 내말이
P0 	: 근데
P0 	: 여자애들이때리거나
P0 	: 그러면
P0 	: 난리나잖아
P0 	: 남자애들이괴롭히는건
P0 	: 신경도안쓰면러
