# FILE DATA
ID : MDRW2100022872
category :  온라인 대화 > 2인 대화

# DOCUMENT DATA
title : 온라인 대화
author : 개인 대화 참여자
publisher : 심심이
date : 20210829
topic : 여행

# SPEAKER_INFO
id : 1
age : 20대
occupation : 기타
sex : 남성
birthplace : 경기
principal_residence : 경기
current_residence : 경기
device : 스마트폰
keyboard : 천지인

id : 2
age : 30대
occupation : 서비스 종사자
sex : 여성
birthplace : 경기
principal_residence : 경기
current_residence : 경기
device : 스마트폰
keyboard : 단모음

# SETTING
relation  :  낯선 사람
intimacy  :  0
contact_frequency  :  처음 연락한다

P0 	: 여행좋아하시나요?
P1 	: 안녕하세요 ~
P1 	: 네 여행 좋아해요~
P0 	: 오오 여행장비같은거 사시나요?
P1 	: 캠핑요???
P0 	: 넵
P0 	: 저는 글램핑좋아하는데
P1 	: 음 저는 해본적 없는 거 같아요  친구들도 가자고 안해서 ㅋㅋ 좋은가요??
P0 	: 조금 비싸긴한데 캠핑도구없이도 편히갈수있어서좋아요
P1 	: 최근도 갔다 오셨나요?? 캠핑 좋아하면 주말마다 가시거라구요~
P0 	: 최근에는..코로나라서 잘못가요 가고싶은데
P1 	: 코로나라서 오히려 많이 가시길래 가시는줄 알았어요~
P0 	: 4단계들어가면서 좀사리기시작했죠...
P0 	: 많이가야재밌어서요
P1 	: 아 그쵸 ㅋㅋㅋ
P1 	: 캠핑가서 계속 먹다 오더라구요 ㅋㅋ 재밌겠다
P0 	: 거기서 고기구워먹으면 짱이긴하죠
P1 	: 불맛 나자나요
P0 	: 맞아요ㅋㅋㅋ
P0 	: 불맛이 집에서는 더안나요
P1 	: 맞아요 불맛 내기도 힘들고 ㅋㅋ 그러고보니 저녁 드셨나요?
P0 	: 저는 방금 먹고 뒷정리했습니다. 드셨나요?
P1 	: 네 저두 아까먹고 씻었어요 ㅋ 벌써 월욜이 오다니 ㅠㅠ 주말 너무 짧아요
P0 	: 그러게ㅠ 벌써 시간이 이렇게됬네요 출근하기싫네요ㅠ
P1 	: 맞아요 ㅠㅠ 내일도 쉬었으면 좋겠어요 ㅋㅋㅋ
P0 	: 저는 항상...ㅋㅋㅋ
P1 	: 아 항상은 저도 ㅋㅋㅋㅋㅋㅋ
P0 	: ㅋㅋㅋ전부그럴거같아요ㅋㅋㅋ
P1 	: 뭐했다고 벌써 11시임박이죠?
P0 	: 어후 자야할시간이네요ㅠ
P1 	: 몇시쯤 주무세요?
P0 	: 저는 한 1시쯤?
P1 	: 항상요? 아침에 몇시 일어나시는데요?  피곤하실거 같은데
P0 	: 아침에 한10시쯤 일어나요 오후출근이라서
P1 	: 아 늦은 출근이시군여~ 그러면 더 즐기다 자야죠 ㅋ
P0 	: 몇시쯤 주무세요?
P1 	: 저도 12시이나 1시요~
P0 	: 비슷하네요ㅋㅋㅋ
