# FILE DATA
ID : MDRW2100023894
category :  온라인 대화 > 2인 대화

# DOCUMENT DATA
title : 온라인 대화
author : 개인 대화 참여자
publisher : 심심이
date : 20210830
topic : 학교 생활

# SPEAKER_INFO
id : 1
age : 20대
occupation : 학생
sex : 여성
birthplace : 경기
principal_residence : 경기
current_residence : 경기
device : 스마트폰
keyboard : 2벌식(쿼티)

id : 2
age : 20대
occupation : 학생
sex : 여성
birthplace : 서울
principal_residence : 서울
current_residence : 경기
device : 스마트폰
keyboard : 2벌식(쿼티)

# SETTING
relation  :  기타>온라인 커뮤니티
intimacy  :  3
contact_frequency  :  주 1회 미만

P0 	: &name2& 안녕하세요!!!
P1 	: 우와 &name1&~~~!!!
P1 	: 넘넘 반가워요 !!!!!!
P0 	: 그나저나 전 내일모레가 개강이네요...ㅜㅠㅠㅠ
P1 	: 우와 개강!!!
P1 	: &name1& 이번에 몇학기째이신가요?
P1 	: 저는 아직 학부생이신 &name1&이 너무 부러워요,,,
P0 	: 이번 학기가 3학년 2학기, 6학기째입니닷!!
P0 	: ㅜㅠ 이제 정말 제대로 진로고민해야하는데,,, 사실 뭘할지 몰라서 방황중이예요하핫..
P1 	: 우와 진짜 아직 어리시다...
P1 	: &name1&은 그러면
P1 	: 현실적인 문제 다~~~ 제쳐두면
P1 	: 어떤 일을 하시고싶으세요??
P0 	: 기술고시보고 권력{emoji:☆}을 잡고싶어요....ㅎㅎㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 근데 공부 오래할 자신이 없네요...ㅠ
P0 	: &name2& 대학원 공부하시는거 너무 대단해요ㅠㅠㅠ 전 고작 학부 공부인데 너무 힘겨워요ㅋㅋㅋㅋ
P1 	: 우와 기술고시....!!!!
P1 	: 저는 진짜 한 번도 고려해보지 않은 일이에요!!!
P1 	: 앗ㅋㅋㅋㅋㅋ 저도 학부생일 때는
P1 	: 대학원생을 그렇게 봤는데
P1 	: 막상 대학원 들어오니,,, 그냥 견디는 게 일인거같아요!
P1 	: 그리고 학과 공부랑 대학원 공부는 다르고
P1 	: 고시공부는 또 다를거예요!
P0 	: ㅜㅜㅠ&others&처럼 매일을 열심히 살고 싶은데
P0 	: 요즘 넘 게을러져요ㅎㅋㅋ 블로그에도 맨날 먹는것만올리고ㅎㅋㅋㅋㅋㅋ
P0 	: &others&한테 항상 좋은 자극받아서 넘 좋아욧
P0 	: 약간 뜬금없는 사랑고백...ㅋㅋㅋㅋ
P1 	: 아잌ㅋㅋㅋㅋㅋㅋ 원래 우리 &others&이 다들 성실해서
P1 	: 상향평준화 된 것 같아요
P1 	: 저 학교 다닐 때도
P1 	: 동기들이 다들 엄청 성실하고 열심히 살아서
P1 	: 파워 P인 저는 주눅들어 있었지요,,
P0 	: ㅜㅠㅠㅠ저도 완전 p로 치우쳐있는데 블로그하면서
P0 	: 성실해지려고 엄청 노력중이에요ㅎㅋㅋㅋ!!!
P1 	: 그쵸그쵸
P1 	: 그럼 &name1&은
P1 	: 학점관리는 잘 하고 계신가요?
P1 	: 저는 ... 진짜 학점관리 제대로 안한 걸 제일 후회하거든요 ㅠ
P0 	: 음....1학년땐 과하게 놀고 그 후론 나름 열심히 했다고 생각했는데ㅎㅎ
P0 	: 이번학기부터 재수강의 길을 걸으려고 합니다ㅋㅋㅋㅜㅠㅠ
P1 	: 그래도 재수강 하실 수 있는 게 정말 다행인거예요!!!
P1 	: 저는 추가학기 안다니려고 그냥
P1 	: C+ 과목 안고 갔거든요...
P1 	: 그랬더니 학점이 아주 별로였어요,,,
P0 	: 저도 지금 C들을 끌어올리기 위해 고군분투중입니다흙흙ㅠ열심히 해봐야겠어요ㅠ
P1 	: 진짜 C 맞은 과목들만 제대로 끌어올려도
P1 	: 반은 성공하신거예요 !!!!!
P1 	: 그리고 저는 애매하게 망한 과목들이 너무 많아서
P1 	: 예를들면... B0 라든가...
P1 	: 이런건 정말 어떻게 할 수가 없더라구요...
