# FILE DATA
ID : MDRW2100029436
category :  온라인 대화 > 2인 대화

# DOCUMENT DATA
title : 온라인 대화
author : 개인 대화 참여자
publisher : 심심이
date : 20210903
topic : 식음료

# SPEAKER_INFO
id : 1
age : 30대
occupation : 가정 주부
sex : 여성
birthplace : 인천
principal_residence : 인천
current_residence : 경기
device : 스마트폰
keyboard : 천지인

id : 2
age : 20대
occupation : 무직/취업 준비생
sex : 남성
birthplace : 경북
principal_residence : 경북
current_residence : 경북
device : 스마트폰
keyboard : 천지인

# SETTING
relation  :  낯선 사람
intimacy  :  0
contact_frequency  :  처음 연락한다

P0 	: &name2&님은 아침 드시나요?
P1 	: 네 지금 먹고 오려구요ㅎㅎ
P1 	: 잠시 실례하겠습니다
P0 	: 네^^
	  식사 맛있게 하세요
P1 	: 식사를 마치고왔습니다ㅎㅎ
P1 	: &name1&님은 식사하셨나요?
P0 	: 아니용ㅋㅋ 저는 안했어요
P0 	: 맛있게 드셨어요?
P1 	: 아침은 주로 건너뛰는 편이신가요?
P1 	: 저는 맛있게 먹었어요ㅎㅎ
P0 	: 아침은... 주말에는 먹고
	  평일에는 혼자 아이들 먹이다보면
	  잘 안먹는거 같아요^^
P1 	: 그렇겠어요... 아이들은 등원하나요?
P0 	: 첫째는 등원하고
	  둘째는 가정보육합니다:)
P0 	: 저는 이제 뒤늦은
	  아침으로 피자 먹어요 ㅋ
P1 	: 제가 아침에 시간을 많이 앗았네요
P1 	: 제일 정신없을때인데
P0 	: 아니에요:)
	  &name2&님 식사하실동안
	  아이들 일어나서 등원준비했어요^~
P1 	: 다행이네요ㅎㅎ
P1 	: 아이들은 &name1&님 이야기에 잘따라주는 편인가요?
P0 	: 좋아하는 간식을 준다던가
	  좋아하는걸 할때는 잘따르는데
P0 	: 다른건 자기들 생각도 있고
	  주장도 하는 편이에요
P0 	: ^^
P1 	: 강단있는 아이들이네요 크게 되겠어요ㅎㅎ
