# FILE DATA
ID : MDRW2100008364
category :  온라인 대화 > 2인 대화

# DOCUMENT DATA
title : 온라인 대화
author : 개인 대화 참여자
publisher : 심심이
date : 20210822
topic : 콘텐츠>영상/음원 콘텐츠

# SPEAKER_INFO
id : 1
age : 20대
occupation : 학생
sex : 여성
birthplace : 해외/기타
principal_residence : 대전
current_residence : 대전
device : 스마트폰
keyboard : 2벌식(쿼티)

id : 2
age : 20대
occupation : 무직/취업 준비생
sex : 여성
birthplace : 충남
principal_residence : 충남
current_residence : 충남
device : 스마트폰
keyboard : 2벌식(쿼티)

# SETTING
relation  :  낯선 사람
intimacy  :  0
contact_frequency  :  처음 연락한다

P0 	: 안녕하세요! &name2&님은 드라마 자주 보시나요?
P1 	: 안녕하세요! 저는 한드를 자주 보는 편이에요! &name1&님은 자주 보시나요?
P0 	: 네! 전 거의 다 보는 거 같아요! 일드도 조금 보고요!
P0 	: &name2&님 최애 드라마는 뭐에요?
P1 	: 와! 저는 오월의 청춘이요! 원래 인생드라마 없었는데 오청보고... 이건 인생드라마다 싶었어요! 저는 일드는 언내추럴만 봤어요 너무...재밌더라고요....
P0 	: 헐!!!!!!!! 저도!!!!!!!!!!!!!! 언내추럴 완전 좋아해요!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
P0 	: 저 언내추럴 하루만에 다 보고
P0 	: 미우404가 세계관 공유한다길래 그것도 하루만에 다 봤어요!!!
P1 	: 저 진짜 헐 미우404도 봐야겠어요 언내추럴 진짜 재밌잖아요!!!!!!!! 이시하라 사토미(맞죠?) 연기잘하더라고요 진짜 와...... 언내추럴 넘 재밌어요ㅠㅠㅠㅠㅠㅠㅠㅠㅠ 하....
P0 	: 헐 그니까요! 저 사토미 연기 보고... 진짜 매번 감탄 또 감탄....
P0 	: 미우 404 진짜 재밌어요 ㅠ ㅠ 개인적으로는 언내보다 좀 더 깊은 여운이 남는달까....
P0 	: 정말.. 정말 쟈밌어요 ㅠㅠ
P1 	: 하 진짜요? 언내보다 여운남으면 진짜 재밌을 거 같은데,,,, 진짜...어떡해 저 벌써 너무 기대되잖아요ㅠ 언내추럴도 너무 재밌게봐서 진짜 두번 돌려봤어요
P0 	: 헐 저도요!! 이거 진짜 언내 좋아하면 무조건 미우404 봐야해요
P0 	: 저도 언내 추천해준 친구가 미우 안 보면 큰일난다고 해서
P0 	: 봤던 거거든요 ㅠㅠ !!!!
P0 	: 미우404 이런 거 좋아하시면 약간 보이스도 재밌게 보셨나요!?!?
P1 	: 아 진짜요??? 저도 미우봐야한다고 들었거든요!!ㅋㅋㅋㅋㅋㅋㅋㅋㅋ 진짜 봐야겠네요
P1 	: 아 헐 저 보이스...
P1 	: 너무좋아해요~~~!
P1 	: 싸인도 재밌고요~~~!
P1 	: 약간 이런 분야? 너무 재밌지않나요?!
P0 	: 맞아요!!!!!!!!!!!!! 저 근데 약간 이런 거 좋아하면서 유일하게 못 보는게
P0 	: 의드라서... 싸인은 못 봤거든요
P0 	: 나참... 언내도 봐놓고 이런말 하긴 웃긴데...
P0 	: 약간 살아있는 장기...를 못 보겠어요 ㅠㅠ
P1 	: 아하....아하.........
P1 	: 그럴 수 있어요 솔직히 싸인은 너무 적나라하잖아요
P1 	: 의사생활과 비슷할정도로 제대로 보여주는 장기...
P1 	: 언내보다 싸인이 좀 더 적나라한거같아요
P0 	: 으악!!!!!!!!!!! 그 정도인줄은 몰랐는데... 싸인은 못 보겠네요 ㅜ-ㅜ
P0 	: 전 가끔 슬의 보다가도 놀라거든요...
P1 	: 헐 맞아요!!!!!
P1 	: 저도 슬의보면서 어...?하거든요ㅠ
P1 	: 그런 드라마 좋아하는데 장기가 덜...나왔으면 좋겠는....
P1 	: 사실 장기가 나와야하는 드라마들이기는 한데요ㅠㅋㅋㅋㅋㅋ
P0 	: 그건 그렇지만 수술씬 나오면 매번 식겁해요....
P0 	: 전 그래서 응답하라가 좀 더 좋았어요!
P1 	: 헐 저도요~~~ 워노우정작품중에서 응답하라 시리즈 너무 괜찮잖아요...
P1 	: 어떤 편을 제일 좋아하세요?
P0 	: 전 정팔이 나오는 시즌 좋아해요!!!
P0 	: 어남류가 아니라서 좀 슬펐지먼..
P1 	: 헐 저도요~~~~!! 88 최고잖아요ㅠㅠ
P1 	: 저도 그때 19화까지 어남류 아냐...했는데 마지막화 보고 충격받았어요ㅠㅋㅋ
P0 	: 그러니까요... 솔직히 작가가 막판에 바꾼 거 같죠!!!!
P1 	: 맞아요!!!!! 다들 당연하게 어남류라고 하니까 바꾼 거 같아요 진짜ㅠ 택이가 갑자기 될리가 없다고요!
P0 	: 그니까요!! 미래 남편이 누가봐도 정환이 아녔냐구요...
P0 	: 그게 어떻게 택이 될 수 있냐고요..
P1 	: 저 19화에서 고깃집에서 고백하는 장면보고 어? 어남류인가?했는데 갑자기 장난이라는 식으로 말하는 거 보고...와...어남택이라고? 이랬어요ㅠㅋㅋㅋ
P1 	: 지금 다시봐도 왜 어남택인지 모르겠어요 어디서사부터인지ㅠㅠ
P0 	: 그니까요 그 장면이 제일 좋았는데 장난식으로 한 거 보고
P0 	: 저 진짜 피눈물 흘렸어요. .
P0 	: 그냥 막판에 작가가 마음 바꿨다는 생각밖에..
P1 	: 헐 저도 그장면 최애 장면이에요ㅠㅠㅠㅠ 근데 갑자기 장난...이래서... 류는 이용당했구나...싶었어요
P1 	: 솔직히 뻔하다고 하니까 바꾼거같아요 진심
P0 	: 그니까요 -.- 택이었으면 미래남편이 그렇게 까부는거
P0 	: 이해 불가잖아요 -.-
P0 	: 그래서 개인적으로 너무 아쉬운 작품이에요...
P1 	: 맞아요ㅠ 택이가 인생살면서 무슨일을 겪었길래 그렇게 바뀌냐고요ㅠ
	  하지만 그 12화까지는 너무 좋아요... 그 이후가 별로지만...^^....
P0 	: 헐 저도 딱 12화까지만...
P0 	: 그래도 전 보라 커플을 더 좋아했어서..!!
P0 	: 나름 위안이었답니다..
