# FILE DATA
ID : MDRW2100027699
category :  온라인 대화 > 2인 대화

# DOCUMENT DATA
title : 온라인 대화
author : 개인 대화 참여자
publisher : 심심이
date : 20210902
topic : 식음료

# SPEAKER_INFO
id : 1
age : 20대
occupation : 사무 종사자
sex : 여성
birthplace : 경북
principal_residence : 경북
current_residence : 경북
device : PC(데스크탑/노트북)
keyboard : 2벌식(쿼티)

id : 2
age : 30대
occupation : 가정 주부
sex : 여성
birthplace : 경북
principal_residence : 경북
current_residence : 대구
device : 스마트폰
keyboard : 천지인

# SETTING
relation  :  가족>형제자매
intimacy  :  5
contact_frequency  :  (거의) 매일 연락한다.

P0 	: 오늘저녁은
P0 	: 멀까
P1 	: 모르지
P1 	: 난 계란 두유
P0 	: 나 앙꼬절편
P0 	: 2키로삼
P0 	: 6천원에
P0 	: 추석지나고온당
P0 	: 개이득~
P1 	: 웅
P1 	: 추석연휴꿀이던뎅
P1 	: 샌드위치마시따 후
P0 	: 연두두부
P0 	: 해먹음?
P1 	: 아니
P1 	: 주말에 해먹을거임
P0 	: 난주말에
P0 	: 햄버거먹어야지
P0 	: 근데 11월달에
P0 	: 다먹을수있제
P1 	: 아마도
P0 	: 폭식하장
P0 	: 용산역뿌셔버려
P0 	: 아이파크몰털자
P1 	: 미쵸보룟따
P1 	: 주말가는거아니가
P0 	: 마장
P0 	: 아모레퍼시픽본사도
P0 	: 가도좋음
P0 	: 오설록
P0 	: 애프터눈티
P1 	: 오설록잇나
P1 	: 춥겟찌
P1 	: 호떡팔겟찌
P0 	: 찾기어렵지
P0 	: 남주니도 돈버는데 호떡을
P0 	: 못사먹었었자나
P0 	: 근데ㅜ이디야호떡
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 불쌍해ㅠㅠ
P0 	: 배달
P0 	: 주문하면됨
P0 	: 근데 호떡먹을시간이
P0 	: 없을걸?
P1 	: 으응...호떡먹을시간도안주다니...
P0 	: 포비베이글
P0 	: 먹어야행
P1 	: 베이그을?
P1 	: 마싯는거임?
P0 	: 웅 마켓컬리에 팔자낭
P0 	: 근데 거기서 먹는건
P0 	: 베이글샌드위치
P1 	: 샌드위치
P1 	: 마싯겟당
P0 	: 크림치즈도 존맛임
P0 	: 내가 고터에서 먹을까말까
P0 	: 하다가 아이파크몰에도ㅜ있어서
P0 	: 걍갔는데
P0 	: 못먹음ㅠ
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 고터에서 먹었어야했네
P0 	: 휴 근데 뭐먹지
P0 	: 금돼지식당가볼까
P0 	: 아니면 그 석지니가 쏜곳?
P1 	: 거기핵비싸자나
P0 	: 웅..머먹지그럼
P1 	: 으음
P1 	: 비싼곳밖에없을거가태
P0 	: 훔
P0 	: 근데서울갈거?
P0 	: 맛집이 그쪽이 많긴한ㄷ0
P1 	: 11월이면
P0 	: 아님 용산에서 놀아두돼
P1 	: &name3&두가치가
P0 	: 전시본다나
P0 	: 거의 두시간인데
P0 	: 에그타르트살거임?
P1 	: 가서보고&name3&랑가티갈랭
P1 	: 재밋을거가태
P1 	: 꼬로나잠잠해지겟지
P0 	: 니가먼저가서보고
P0 	: 간다고?
P1 	: 아니 갈때가치간다고
P0 	: 근데 일단 전시예약을
P0 	: 먼저해야하는데?
P0 	: 한달전브터
P1 	: 언젠뎅
P0 	: 두달전인가 한달전
P1 	: 나오면야기해져
P0 	: 담달에 예약하기루
P0 	: 했자나
P1 	: 웅
P1 	: &name3&한테무러바야지오널
P0 	: 넘이른거아닌지
P0 	: 조식
P0 	: 거기개비싸던데
P0 	: 맛있대
P1 	: 얼만뎅
P0 	: 사만얼마
P0 	: 였나
P1 	: 히에에에엑
P1 	: 비싸네
P0 	: 근데뷔페넘위험위험
P1 	: 너무 비싸넹
P1 	: 뷔페마싯는곳은
P1 	: 짱마싯는데
P0 	: 배달해먹으면됨
P1 	: 숙소서
P1 	: 먹는다궁?
P0 	: 웅
P1 	: 숙소어디루잡게
P0 	: 용산
