# FILE DATA
ID : MDRW2100027733
category :  온라인 대화 > 2인 대화

# DOCUMENT DATA
title : 온라인 대화
author : 개인 대화 참여자
publisher : 심심이
date : 20210902
topic : 콘텐츠>게임 콘텐츠

# SPEAKER_INFO
id : 1
age : 30대
occupation : 사무 종사자
sex : 여성
birthplace : 서울
principal_residence : 서울
current_residence : 서울
device : 스마트폰
keyboard : 나랏글

id : 2
age : 30대
occupation : 기타
sex : 여성
birthplace : 서울
principal_residence : 서울
current_residence : 서울
device : 스마트폰
keyboard : 2벌식(쿼티)

# SETTING
relation  :  학교/학원>동기/동창/동급생
intimacy  :  5
contact_frequency  :  주 3회 이상

P0 	: 아 먼가
P0 	: 오징어뽑을때
P0 	: 자잘하게얻는뭐가많아서그런가
P0 	: 지금은좀심심하네
P0 	: 뽑기
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 그래도나름에이션트니쉽게주지않겠다는의지....
P0 	: ㅋㅋㄱㅋㄱㅋㅋ그래도주는게어디야 퓨바
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: ㅋㅋㅋㅋㅋㅋ 아 얼른퇴른하고싶네
P0 	: 이제상어칭구 만렙찍어서
P0 	: 얼른넣어봐야디
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ오올
P1 	: 전상어친구
P1 	: 파우더읎어서
P1 	: 걍일단딸크랑우유줘가지곸ㅋㅋㅋㅋ
P0 	: 딸크올려놨더니
P0 	: 새로운애가상위호환이여
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 전어차피근시일내에홀베를얻을거란기대가없기때문에
P1 	: 적당히딸크주면서키워야지.....
P1 	: 우유랑딸크키운거환급담주라던데
P1 	: 그때까지나에게홀베가올거같지않아....
P0 	: 고뽑11다시1뽑음
P0 	: 5갠가주던디
P0 	: 고뽑으로 ㄱㄱ
P0 	: 아 뭔가
P0 	: 아레나덱을얼른맞춰야하는데
P0 	: 언제13렙되지
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 저지금아레나티켓80개있어요....
P1 	: 언제다쓰지....
P1 	: 아니
P1 	: 뭔이벤트들이
P0 	: 마 아레나 자꾸
P0 	: 지는거짱나
P0 	: 아레나지는거짱남
