# FILE DATA
ID : MDRW2100001481
category :  온라인 대화 > 2인 대화

# DOCUMENT DATA
title : 온라인 대화
author : 개인 대화 참여자
publisher : 카카오톡
date : 20211015
topic : 일상 트렌드

# SPEAKER_INFO
id : 1
age : 30대
occupation : 무직/취업 준비생
sex : 남성
birthplace : 충남
principal_residence : 서울
current_residence : 서울
device : 스마트폰
keyboard : 2벌식(쿼티)

id : 2
age : 20대
occupation : 학생
sex : 여성
birthplace : 서울
principal_residence : 서울
current_residence : 서울
device : PC(데스크탑/노트북)
keyboard : 2벌식(쿼티)

# SETTING
relation  :  낯선 사람
intimacy  :  0
contact_frequency  :  처음 연락한다

P0 	: 안녕하세요
P1 	: 안녕하세요~
P1 	: 혹시 메타버스 아시나용
P0 	: 네 메타버스 들어는 봤는데
P0 	: 신사업 분야로 각광받는다고 하더라구요
P0 	: 관련 회사 주가가 많이 오르던데
P1 	: ㅎㅎ 무슨 외국 가수가
P1 	: 게임 안에서 콘서트를 해서 수백억을 벌었다던데
P1 	: 그것도 메타버스랑 관련이 있는거더라구요..
P1 	: ㅠㅠ 주식을 샀어야 했다...!!
P0 	: 네 외국가수뿐만 아니라
P0 	: BTS도 가상현실 콘서트해서
P0 	: 주목 받았다고 하더라구요
P0 	: VR기술이 발전하면서
P1 	: 지금이라도 메타버스 관련주에 들어가야하는건가!
P0 	: 가상현실 구축까지 연결되는것 같아요
P0 	: 이미 늦었죠 ㅎㅎ
P1 	: BTS라니 ㅋㅋㅋㅋㅋ 대단하네요
P1 	: 그러게요 가상현실..진짜
P1 	: 2100년정도 되야 일어날 일처럼
P1 	: 느껴졌는데
P1 	: 기술 발전 속도가 진짜 무섭네요
P0 	: 영화 아바타에 나오는것처럼
P0 	: 가상현실이 실제처럼 느껴지게 되는건 그때쯤 되어야 가능하긴 하겠죠 ㅎㅎ
P1 	: 와 아바타 ㅋㅋㅋㅋㅋ ㅎㅎ
P1 	: 그게 궁금해서라도
P1 	: 그때까지 살아있고싶은 ㅋㅋㅋㅋ 욕심이 생기네요
P1 	: 하핫
P0 	: 오래 살아야죠 달여행도 가보고 ㅎㅎ
P1 	: 달여행이라니 진짜 ㅋㅋㅋㅋㅋ
P1 	: 감회가 새롭다 뭔가...
P0 	: 50년정도만 흐르면 가능할지도 모르겠네요 ㅋㅋ
P1 	: 그 정도면 가볼만하겠네요
P1 	: 손주들이 보내줄수도
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 그러게요 ㅋㅋㅋ
P0 	: 손주덕 보고 달여행 가는 날이 오려나 ㅎㅎ
P1 	: ㅋㅋㅋㅋㅋㅋㅋ 내 생애 마지막 소원을 들어다오..큼큼
