# FILE DATA
ID : MDRW2100026294
category :  온라인 대화 > 2인 대화

# DOCUMENT DATA
title : 온라인 대화
author : 개인 대화 참여자
publisher : 심심이
date : 20210901
topic : 콘텐츠>영상/음원 콘텐츠

# SPEAKER_INFO
id : 1
age : 20대
occupation : 기타
sex : 여성
birthplace : 서울
principal_residence : 서울
current_residence : 충남
device : 스마트폰
keyboard : 2벌식(쿼티)

id : 2
age : 30대
occupation : 사무 종사자
sex : 여성
birthplace : 경기
principal_residence : 경기
current_residence : 경기
device : 스마트폰
keyboard : 2벌식(쿼티)

# SETTING
relation  :  낯선 사람
intimacy  :  0
contact_frequency  :  처음 연락한다

P0 	: 안녕하세요~
P0 	: 요즘 티비 뭐 보세요?
P1 	: 안녕하세요~ 티비가 없어서 유튜브로 보지만 심야괴담회요!!!
P1 	: &name1&님은 어떤 프로그램 좋아하세요??
P0 	: 헉 무서운거 잘 보시나봐요 저는 야구 보는거 좋아하다가 요즘 자꾸 져서 안봐요ㅠㅠ
P1 	: 아이고ㅠㅠㅠ 야구 ㅠㅠㅠㅠ 주변에서 다들 울더라고 요새 ㅠㅠㅠ
P1 	: 넹 저 무서운 거 좋아해요 ㅎㅎ
	  직관 못가니 더욱 답답하시겠네요 어느 팀 응원하시나요 ㅎㅎ
P0 	: 저 한화요 ㅋㅋㅋ 넘 답답해요
P0 	: &name2&님은 야구 좋아하세요?
P1 	: 저는 사실 형제가 좋아해서 그냥 따라서 보는 정도예요
P1 	: 야구 중계는 요새 잘 안봤는데 관중석 텅텅 비어있겠네요
P0 	: 네ㅠㅠ 아무래도 그렇죠ㅠㅠ
P0 	: 야구는 보는 사람만 보는데 ㅋㅋ 그마저도 답답하면 안보게 돼요ㅠ
P0 	: 무서운거 좋아하심 공포영화도 좋아하시겠어요
P1 	: 아 갑툭튀는 잘 못보고 그냥 라디오 형식의 괴담만 볼 수 있어요
P1 	: &name1&님은 무서운 거 선호하지 않으시면 어느 장르의 영화를 좋아하시나요??
P0 	: 저는 진짜 다 잘 봐요
P0 	: 어느정도냐면 영화관 그냥 가서 가장 가까운 시간으로 주세요 이런 적도 있어요
P0 	: 공포 갑툭튀는 저도 못봐요 ㅋㅋ
P1 	: 오 진짜 가리는 장르가 없으시군요
P1 	: 로맨스도 괜찮으세요??
P0 	: 네 지금 만나러 갑니다 이런것도 좋아요 ㅋㅋㅋ
P0 	: 거의 가리지 않구 약간 배우를 가리긴 해요
P1 	: 배우는 누구를 좋아하세요??
P0 	: 저는 거의 다 좋아해요!! 연기 잘하고 선한 영향력 있는 배우들이 좋아요~
P1 	: 앗 좋으네요~~~
P0 	: 김혜수도 너무 존경하고 멋있구
P1 	: 요새 가장 재밌게 보신 영화는 뭐였어요??
P0 	: 저 모가디슈요!
