# FILE DATA
ID : MDRW2100033476
category :  온라인 대화 > 2인 대화

# DOCUMENT DATA
title : 온라인 대화
author : 개인 대화 참여자
publisher : 심심이
date : 20210824
topic : 날씨와 계절

# SPEAKER_INFO
id : 1
age : 20대
occupation : 무직/취업 준비생
sex : 여성
birthplace : 충남
principal_residence : 충남
current_residence : 충남
device : 스마트폰
keyboard : 2벌식(쿼티)

id : 2
age : 20대
occupation : 무직/취업 준비생
sex : 여성
birthplace : 경기
principal_residence : 경기
current_residence : 경기
device : 스마트폰
keyboard : 2벌식(쿼티)

# SETTING
relation  :  낯선 사람
intimacy  :  0
contact_frequency  :  처음 연락한다

P0 	: 와
P0 	: 하 님 내일도 비온대요
P0 	: 아니 오늘.
P0 	: 하튼 갤럭시 발전해라 클튜 빨리 데려와
P0 	: 아니 생일선물 뭐 받고 싶냐길래..
P0 	: 하 씁
P1 	: 그거 아시나요
P0 	: 님 진짜 간절하게 원하는 상품 있어요?
P1 	: 갑자기 생각낚는데
P0 	: 네?~아놔
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 네
P1 	: 이기상 쌤이
P1 	: 오늘은 내 똥을 배워볼거에요
P1 	: 기상이 변
P1 	: 하신거
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 저 진짜 그런거에 안 웃고 싶어요
P1 	: ㄹㅇ 기상이변
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 언제 쯤이면..
P1 	: 엘리뇨 라니냐~!
P0 	: 안웃을 수 있을까요
P0 	: 하 찐짜웃기네
P1 	: 평생 불가능
P0 	: ㄹㅇ 기상이변
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 저런거에 안웃는법
P0 	: 제발 알려주세요
P0 	: 님 오늘도 비왔어요
P0 	: 제가 사는 지역에...
P1 	: 아 저도요
P1 	: 글고 너무 꿉꿉해서
P1 	: 제습기 틀었어요
P0 	: 비바람을 뚫고... 백신맞으러 간 저.
P0 	: 하 진짜 저도요
P0 	: 저 오늘 샤워하지말라고 할까봐 미리 씻고 갔는데
P0 	: 비 덕에 2번씻고 이건 안씻으면 다른 병걸린다 싶어서 3번 씻었어요
P0 	: 의미없는 선 샤워
P1 	: 아나 맞다 이날씨에 백신맞으러 가셨지 참
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 엇 잠만 그럼 비맞고
P1 	: 못씻나요?!
P0 	: 씻었어요
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 어겼습니다...약속을...
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 저 그 아무도 관심을 주지 않았다 포즈로
P0 	: 맞은 팔 빼고 씻었어요
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 이 날씨가... 안씻을 수 없게 먼들었어요
P1 	: 아낰ㅋㅋㅋㅋㅋㅋㅋㅋㅋ 뭐라도 지키려고 하신게..
P1 	: 그 존엄은 잃었지만..
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ아놔
P0 	: 님 그 여름 좋아하세요?
P1 	: 앗 아뇨
P1 	: 저는 겨울 러버
