# FILE DATA
ID : MDRW2100014486
category :  온라인 대화 > 2인 대화

# DOCUMENT DATA
title : 온라인 대화
author : 개인 대화 참여자
publisher : 심심이
date : 20210825
topic : 콘텐츠>영상/음원 콘텐츠

# SPEAKER_INFO
id : 1
age : 30대
occupation : 사무 종사자
sex : 여성
birthplace : 경기
principal_residence : 서울
current_residence : 서울
device : 스마트폰
keyboard : 기타

id : 2
age : 30대
occupation : 판매/영업 종사자
sex : 남성
birthplace : 충북
principal_residence : 충북
current_residence : 서울
device : 스마트폰
keyboard : 2벌식(쿼티)

# SETTING
relation  :  낯선 사람
intimacy  :  0
contact_frequency  :  처음 연락한다

P0 	: 안녕하세요!
P0 	: 요즘 어떤 TV프로그램 보세요?
P1 	: 유대석 나오는거 많이봐요.. 
	  식스센스 놀뭐
P0 	: 맞아요 다 재밌죠ㅋㅋㅋ
P0 	: 유퀴즈도요
P0 	: 드라마는요?
P1 	: 유퀴즈는 엑기스만요... 
	  드라마는 잘 몰라여.. 
	  뭐가 젤 잘나가나요?
P0 	: 음.. 요즘에는 슬의생?
P0 	: 슬기로운 의사생활이요
P0 	: 요즘 핫해요 핫해
P1 	: 들어는 봤어요.. 의사가 연쇄살인마?
P0 	: 아?
P0 	: 연쇄살인마요????
P0 	: 아유 전혀요
P0 	: 완전 따뜻하고 훈훈한 드라마예요
P1 	: ㅋㅋ 아.. 지금 영드 보는거랑 헷갈렷어요.. ㅋㅋ
P1 	: 넷플릭스 하세여?
P0 	: 네ㅋㅋㅋ넷플릭스도 보고 왓챠도 봐요
P1 	: 두개나 다하세요?
P0 	: 네!
P0 	: 주로 넷플릭스로는 영화보고 왓챠는 국내드라마?
P0 	: 옛날 작품들이 많더라고요
P1 	: 아.. 왓챠에 한드도 많아요? 영화만 있는줄..
P1 	: 한번도 안해봣어여..
P0 	: 네 한국 드라마 진짜 많아요
P0 	: 추억을 곱씹으면서 보기에 딱이에요
P1 	: 한드는 너무 길지 않아요? 막 30화짜리도 있고
P0 	: 맞아요
P0 	: 짧은 건 10-15화
P0 	: 긴 건 뭐 엄청 길고요
P1 	: 해리포터 조아하시나바여ㅡ
