# FILE DATA
ID : MDRW2100047086
category :  온라인 대화 > 2인 대화

# DOCUMENT DATA
title : 온라인 대화
author : 개인 대화 참여자
publisher : 카카오톡
date : 20210805
topic : 기타/일상

# SPEAKER_INFO
id : 1
age : 20대
occupation : 학생
sex : 여성
birthplace : 전남
principal_residence : 전남
current_residence : 강원
device : 태블릿/패드
keyboard : 2벌식(쿼티)

id : 2
age : 30대
occupation : 사무 종사자
sex : 여성
birthplace : 부산
principal_residence : 서울
current_residence : 서울
device : 스마트폰
keyboard : 2벌식(쿼티)

# SETTING
relation  :  기타>온라인 커뮤니티
intimacy  :  4
contact_frequency  :  주 3회 이상

P0 	: {emoji}
P0 	: 안녕!
P1 	: &name1&!
P1 	: 저녁 먹었남
P0 	: 뭐 먹을지 고민중이야
P1 	: 난 참치이
P0 	: 치킨, 비프, 게살 카레중에서 고민 중
P1 	: 스시먹으러왔다가 종목 변경ㅋㅋㅋ
P1 	: 오? 카레중이네ㅋㅋㅋㅋ
P1 	: 비프!!
P0 	: 어제도 그제도 카레였어
P0 	: 비프마살라? 그럼 그걸로 먹을게
P1 	: 오ㅋㅋㅋㅋ
P1 	: 아니 왜 매일 똑같앜ㅋㅋ
P0 	: 카레는 매일 먹어도 신선해
P0 	: 참치 어느 부위가 맛있어?
P1 	: ㅋㅋㅋ나도 몰라 나오는거 그냥 먹는겨
P1 	: ㅋㅋㅋㅋㅋ아까 무슨 네글자 짜리 뭐가 있든데
P1 	: {share:photo}
P1 	: 짠ㅋㅋㅋㅋ와 한 4개월만에 식당와봤다 후후
P0 	: 이 시간에 사진이라니 반칙이야!
P0 	: 사진 잘 찍네 음식 프사해도 되겠어
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋ히히ㅋㅋㅋㅋ
P1 	: 간만에 식당음식봐서감격한 마음에..
P1 	: 원래 피사체를 바라보는 애정도에 따라 사진 퀄리티가 달라진다자나
P0 	: 참치에 대한 애정도가 높은가봐 아주고퀄이야
P0 	: 오랜만에 사진보고 침 고였어
P1 	: ㅋㅋㅋㅋㅋㅋ원래 저녁시간보다 3시간이나 늦은 밥때라
P1 	: 너무 배고팠어ㅠ
P1 	: 카레는 잘묵었는고
P0 	: 음 아니 바나나 우유 마셨어
P1 	: 에?
P1 	: 그거하고 끝?
P0 	: 이제 뭐 먹을지 고민 중
P0 	: 튀김우동 컵라면 먹을까 생각중이야
P1 	: 이이?
P1 	: 지금 퇴근한건 아니지?ㅋㅋㅋ
P1 	: 아까 고민하드니 왜 안먹었어 비프 골라줬구만!!
P0 	: 비프는 아침으로 먹을게 밥 해놓고 취사를 안 눌렀어
P1 	: 아ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 아쉽...
P1 	: ㅋㅋㅋㅋㅋㅋ햇반 사다놓지
P1 	: 난 이번 gs로 햇반쟁였거덩
P0 	: 아니 그런 방법이! 나도 햇반이나 사놓을걸
P0 	: 컵라면 먹고 슬의생 봐야겠다
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ이번주는 됐댔나
P1 	: 재여쟁여
P1 	: 아니 &name1& 너ㅋㅋㅋ
P1 	: 야행성이구나?
P0 	: 나 전에 전생체험 했는데
P0 	: 고양이였다 그래서 잠이 없나
P1 	: 앜ㅋㅋㅋ
P1 	: 현웃ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅁㄴ
P1 	: 전생잌ㅋㅋㅋ고양이면 어떻게 보여
P1 	: 야옹소리나?
P0 	: 아니 엄청 시야가 낮아지고 몸이 가벼워. 그냥 내가 고양이 몸속에 들어가 있는 느낌
P0 	: 난 적어도 전생도 사람일 줄 알았는데.
P1 	: 오
P1 	: 어디서 해본겨 그런 체험은ㅋㅋㅋㅋ
P1 	: 약간 최면의 일종인거지?
P0 	: 응 그런가봐 나도 육체이탈처럼 상황으로 보이는 줄 알았는데 그게 아니라서 당황했어
P0 	: 사주 보는 카페 있는데 거기서 전생체험도 한다는거야 그래서 호기심에 해봤어 잠 재울 줄은 몰랐는데
P1 	: 잠재우는거 호옥시 위험할까봐 못하겠는데
P1 	: 사싱 난 사주도 이상한 소리하면 너므 귀기울일까봐 안가봤어ㅋㅋㅋㅋ
P1 	: 궁금은 하다ㅋㅋㅋㅋ
P0 	: 이건 분명해 안 좋을 때 가면 안 좋은 소식을 듣고 와
P0 	: 그니까 꼭 편안할 때 가
P1 	: 오
P1 	: 오..더무서운데
P1 	: 누구 소개받고 갔니
P1 	: 그거도 신내림 받은지 얼마안된댜가
P1 	: 용한데가 따로있다단디
P0 	: 사주카페는 그때 거기만 유난히 뚜렷하게 보이길래 간 거 였고 사주 보러는 다른 곳으로 갔어
P0 	: 고향에서 잘 한다고 한데가 있었거든
P0 	: 엄마 손 잡고 뭔지 모르고 갔는데 무속인이 운영하는데더라고
P1 	: 우와
P1 	: 그때 들은게 용하드나?
P0 	: 물에 빠진다고 3개월동안 물 근처에 가지 말랬는데 그때 피서갈려고 계획해놨던 계곡에서 어린이 안전사고 터졌다더라
P0 	: 그 아이가 아니었으면 아마 나였겠지
P1 	: 안돼..!!
P1 	: 나 무서워해 안돼안돼
P1 	: 잠 못자 이런 얘기 밤에 하는거 아니야
P1 	: 으악
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 오늘 소나기 소식있대
P1 	: 나는 집콕 소식이 있어
P1 	: 어디 안나갈라구ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 아주 현명해!
P1 	: 넌 오디가? ㅋㅋㅋㅋ
P0 	: 아니 나는 또 집이지
P1 	: ㅋㅋㅋㅋㅋㅋ
P1 	: 요새는 소나기가 진짜 무섭게 쏟아져서
P1 	: 무슨 하늘 구멍난 마냥
P0 	: 그리고 갑자기 그치잖아
P1 	: 조심조심 댕겨야지..떼잉
P1 	: 그니까ㅋㅋㅋ
P0 	: 1분 쏟아지고 그쳐서
P1 	: 다들 지하철 역안에 숨어서 기다려
P1 	: ㅋㅋㅋㅋㅋㅋㅋ
P0 	: 이번 농사 걱정되더라
P1 	: 아 난 그정도는 아니고
P1 	: 전에 운동 나갔는데 저어 반대편 하늘에 무슨 불꽃놀이 하듯이 
P1 	: 뭐가 번쩍번쩍 하드니 
P1 	: 급 비오더니 한 30분? 
P1 	: 미친듯이 번개치면서 쏟아져서... 거의 장독 빠진 쌩쥐
P0 	: 무서웠겠다 번개라니
P1 	: 웃긴건 비오기 전엔 번개인지도 몰랐다는거야ㅋㅋㅋ그렇게 여러번 번쩍이는걸 봤는데도
P0 	: 비 오면 습하고 축축한것도 싫은데 제일 싫은게 신발이 물에 빠지는거야
P1 	: 22
P1 	: 완전 인정
P1 	: 다 빨구 말리구 
P0 	: 예비용으로 양말 2~3개 들고다녔어 장마마다
P1 	: 아 진짜ㅋㅋㅋㅋ
P1 	: 난 크록스에 맨발 주로
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 털어서 말릴려면 시간도 걸리고 꿉꿉해
P0 	: 맨발로 샌들 신고 다녔더니만 모기가 왕하고 물어버린 적도 있어
P1 	: ㅋㅋㅋㅋㅋㅋㅋ배고픈 모기가 달려들었네ㅋㅋㅋㅋㅋ
P1 	: 여름 맨발은 그게 문제긴해 벌레눔들
P0 	: 응 산모기인줄 무서운 녀석이더라
P1 	: 울엄마는 아침에 뭐에 물렸는데
P1 	: 모기라기엔 넘 붓는 부위가 크더니
P1 	: 세군데 물린데 중에 한군데에 엄청 이상한 물집 같은게 잡혔더라고...? 
P0 	: 아 산모기 아니야?
P1 	: 내일 피부과 가보시라했어 요새 무서워.. 이상한게 많아서
P0 	: 그거 물리면 물집잡히고 멍들어
P1 	: 산모기? 집에만 계셨는데? 
P0 	: 아니면 외래모기
P1 	: 산아니어도 물릴 수 있나
P0 	: 산모기가 산에만 있지는 않아
P1 	: 물집 잡히게 하는 모기가 있어? 
P1 	: 헐 찾아봐야겠다
P0 	: 토종모기는 안 그러는데 외래모기가 무서워
P0 	: 덩치가 크고 새카만 녀석은 진짜 조심해야돼
P1 	: 아 근데 위험한건 아니지? 그래도? 
P0 	: 일단 소독 잘 해줘야지 그거 감염되면 클나잖아
P0 	: 심해지면 병원에 가서 약 받고 바르는 약 바르면 금방 나아
P1 	: 어 산모기는 퉁퉁붓네엄청 심하게 
P1 	: 엄마랑은 케이스가 좀 다른거 같다 외래도 찾아보께
P0 	: 변종 모기인가. 집이라면 진드기일 수도 있어 진드기라면 피부과가서 검사 받아볼 수 있고
P1 	: 모기 알러지나 뭐 벌레 알러지 일수도 있고 
P1 	: 비슷한 수포 모양 많이 나온다 
P1 	: 병원가보라고 되있네 얼른 가보시라 해야지
P0 	: 응 그거 물집 터지지 않게 조심해 제거는 병원에서 안전하게 해야돼
P1 	: 땡스 오
P1 	: &name1& 뭔가 소리없이 강하다 느낌이야
P1 	: 아는 거 엄청 많다아..우아..
P0 	: 오늘 집콕하면서 뭐할거야?
P1 	: 집콕하면서 근무..? 
P1 	: 재택이야ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 아 일은 계속 해야지
P1 	: & 수다...?
P1 	: 청소?
P1 	: 밥상 차리기
P0 	: 하 밥하는거 너무 귀찮아
P1 	: 올림픽 & 드라마 & 넷플릭스
P1 	: 할건 많다
P0 	: 드라마 뭐 봐?
P1 	: 햇반 고곸ㅋㅋㅋ
P1 	: 슬의생!
P0 	: 햇반 편의점 배달 시켜야지
P1 	: 그리도 로스쿨은 대기중이야 한번에 몰아볼락
P1 	: 오오 안비싸 편의점배달하믄?
P0 	: 나는 알고있지만 끝나면 몰아볼려고 기다리는 중
P0 	: 카카오톡 주문하기에 배달 무료인 곳 있던데
P0 	: 카드도 3천원 할인되니까 행사상품도 그대로 적용되고
P0 	: 로스쿨 예고는 본 것 같은데 재밌으면 알려줘
P0 	: 이건 종영될 때 까지 기다려야겠다 다음 내용이 궁금해서 못 참을 것 같아
P1 	: ㅋㅋㅋㅋㅋ로스쿨?
P1 	: 그거 종영된지 좀 됐을걸?
P0 	: 진짜네 6월이었네
P1 	: ㅋㅋㅋㅋ마자 다음내용 궁금한건 못참지ㅋㅋㅋㅋ동의
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 이번주말 각이다!!! 달리즈아#
P1 	: ㅋㅋㅋㅋㅋㅋㅋ
P0 	: 응 이런 수사 드라마는 다음 내용을 예측할 수가 없잖아
P1 	: 그리고 나쁜 놈 있을때난
P1 	: 더더욱 긴장감이 높지!!!
P0 	: 그래서 마인 14화까지 보다가 결국 종영까지 꾹 참다가 몰아서 봤어
P1 	: ㅌㅌㅋ마인재밌어*
P1 	: ??
P1 	: 난 못봤는데ㅋㅋㅋㅋ
P0 	: 악역이 악역 다울수록 드라마가 재밌어져
P0 	: 아 스포해줄까??
P1 	: 그럼 무서워...
P1 	: 억? 아니?
P1 	: 평생안볼지 모르지만
P1 	: 스포는 또 못참짘ㅋㅋㅋㅋㅋㅋㄴㄴ
P0 	: 연기파 배우 나와서 보기 시작한건데 반전이 있어서 재밌어
P1 	: 꼭 하고 싶은 스포가 있니ㅋㅋㅋㅋㅋㅋ
P1 	: 오호 연기파 누구지
P0 	: 매번 새로운 전개가 나와
P1 	: {share:info}
P0 	: 거기 연기파 아닌 배우 찾는게 더 쉬울걸
P1 	: 오옹
P1 	: 전적으로 믿으셔냐합니다
P1 	: 계신0
P1 	: 계시네
P0 	: 스카이 그거 보다 힘들어서 다 못 봤어
P1 	: 왜힘들어ㅋㅋ
P1 	: 답답해서?
P0 	: 그래? 나는 좀 무겁더라
P0 	: 결말이 어떤지 모르겠지만 기회가 되면 다시 챙겨봐야지
P1 	: 흠 아려언 드라마긴 힜어
P0 	: 너도 그렇게 느꼈구나 아침 먹었어?
P1 	: ㅋㅋㅋㅋㅋㅋ
P1 	: 아니 지금 눈뜨고 있엌ㅋㅋ
P0 	: 나도 아직 아침은 안 먹었어
P1 	: ㅋㅋㅋㅋ아니 잠은 잔겨?
P1 	: 너 진짜 일찍 일어났다 오오
P0 	: 8시에 일어났어 보이는 라디오 방송 챙겨볼려고 했는데
P1 	: 어 퀴즈풀던 그건가?
P1 	: 목금 퀴즈있다 했던거?
P0 	: 응 발랄하고 텐션 높아서 아침잠 깨기 딱이야
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ아니
P1 	: 요 며칠 아침에 일어나질 못해...!
P1 	: 8시 타임도 놓치고ㅋㅋㅋ
P0 	: 나는 7시 깊콘 딜 놓쳤어 아침에 잘 일어나는 사람들 부럽다
P1 	: 오 7시에 뭐 있는데? ㅋㅋ
P0 	: 티몬에서 100원딜 있어
P1 	: 오? 매일 있는겨? 
P0 	: 응 매일 한동안 계속 할거 같고 선착할려면 티몬캐쉬가 필요해
P1 	: 오호
P1 	: &name1& 넌 진짜 다양하게 정보가 많으네! ㅋㅋㅋㅋ
P1 	: 취미가 정보모으기냠ㅋㅋ
P0 	: 깊콘 수익이 짭짤해서. 원래 이용하던대로 알차게 쓰고 있는 중
P0 	: 나도 아는건 많지 않아서 카페랑 관련 글 검색해보면서 필요한 정보는 찾아보는 편이야.
P1 	: 오호 ㅋㅋㅋ
P1 	: 깊티는 보통 안쓰고 다시 내놓는 편이얌? ㅋㅋㅋㅋ
P0 	: 자주 가는데는 쓸데도 있긴 한데
P0 	: 이상하게 잘 손이 안 가더라고.
