# FILE DATA
ID : MDRW2100022384
category :  온라인 대화 > 2인 대화

# DOCUMENT DATA
title : 온라인 대화
author : 개인 대화 참여자
publisher : 심심이
date : 20210829
topic : 식음료

# SPEAKER_INFO
id : 1
age : 30대
occupation : 판매/영업 종사자
sex : 여성
birthplace : 서울
principal_residence : 서울
current_residence : 서울
device : 스마트폰
keyboard : 단모음

id : 2
age : 20대
occupation : 기술직 종사자
sex : 여성
birthplace : 서울
principal_residence : 경기
current_residence : 경기
device : PC(데스크탑/노트북)
keyboard : 2벌식(쿼티)

# SETTING
relation  :  낯선 사람
intimacy  :  0
contact_frequency  :  처음 연락한다

P0 	: 안녕하세요?
P1 	: 안녕하세요~
P0 	: 네 안녕하세요 식사는 하셨나요?
P1 	: 네~ 김치찌개 먹었어요 ㅎㅎ
P0 	: 와 맛있겠어요 참치 김찌인가요 아님 돼지 김찌인가요
P0 	: 묵은지인가요 생김친가요 세부옵션이 궁금합니다
P1 	: ㅋㅋㅋㅋㅋㅋ 돼지김찌에요!
P1 	: 묵은지로 끓였어요
P1 	: 새콤해서 맛나요
P0 	: 제가 점심때 얘기한 기억이 없어가지고 언제얘기했지 했는데
P0 	: 아 전날 점심이었군요
P0 	: ㅋㅋㅋ 저도 돼지김치지개를 조 ㅎ아해요 사먹는건 새마을식당, 굴다리게 좋더라고요
P0 	: 새마을식당을 가보셨나요?
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ제가 답장이 너무 느리죠 ㅠㅠ
P1 	: 새마을식당 안가봤어요! 거기 백종원이 새로 낸 프랜차이즈 맞죠?
P1 	: 전 왠지 집에서 김치찌개 자주 먹으니 밖에서는 잘 안먹게 되더라고요 ㅋㅋㅋ
P1 	: 맛있다고 하시니까 궁금하네요! 다음에 한 번 먹어봐야겟어요
P0 	: 집에서 맛있게 드시면 좀 가서 실망하실텐데
P1 	: 밖에서 먹으면 또 색다른 맛이 나지 않나요?ㅋㅋ
P0 	: 저렴한 가격에
P0 	: 저렴한 가격에
P0 	: 매콤새콤하게
P0 	: 소주랑
P0 	: 먹기
P0 	: 좋은
P0 	: 가격이었어요
P1 	: 아 소주안주로 김치찌개 최고죠
P0 	: 이렇게 단어별로 분절해서 보내야하는 ㅠㅠ
P1 	: 국물만 먹어도 맛나구 ㅠㅠ
P1 	: 은근 생각지도 못한 필터링 단어가 많은 것 같아요 ㅋㅋㅋ
P1 	: 안주로 먹기에는 부대찌개도 좋은 것 같아요
P1 	: 먹다가 라면사리 넣어서 면으로도 먹고...
