# FILE DATA
ID : MDRW2100009260
category :  온라인 대화 > 2인 대화

# DOCUMENT DATA
title : 온라인 대화
author : 개인 대화 참여자
publisher : 심심이
date : 20210822
topic : 날씨와 계절

# SPEAKER_INFO
id : 1
age : 20대
occupation : 학생
sex : 여성
birthplace : 해외/기타
principal_residence : 대전
current_residence : 대전
device : 스마트폰
keyboard : 2벌식(쿼티)

id : 2
age : 20대
occupation : 판매/영업 종사자
sex : 여성
birthplace : 서울
principal_residence : 서울
current_residence : 서울
device : 스마트폰
keyboard : 2벌식(쿼티)

# SETTING
relation  :  낯선 사람
intimacy  :  0
contact_frequency  :  처음 연락한다

P0 	: 안녕하세요! &name2&님은 좋아하는 날씨가 있나요 :> ?
P1 	: 저는 가을을 좋아합니다 제 생일이있어서요!
P1 	: &name1&님은요?
P0 	: 헐 저도 가을 좋아해요!! 저도 가을이 생일이라서요!
P0 	: 그리고 더위를 많이 타서 여름이 싫어요 ㅠㅠ
P1 	: 와 신기하네요 저는 겨울이 힘들더라구요
P1 	: 추위를 너무 많이 타서ㅜ
P1 	: 겨울은 좋아하시나요?
P0 	: 저는 추위 완전 안 타서!!! 겨울도 좋아해요!!!
P0 	: 눈싸움도 좋아하거든요 히히
P0 	: &name2&님 눈싸움 좋아하세요?
P1 	: ㅋㅋㅋㅋ눈싸움 안해본지 너무 오래됏어요ㅠ
P1 	: 저번겨울엔 눈오리나 만들어 놀앗습니다ㅜ
P1 	: 롱패딩파세요 코트파세요
P0 	: 눈오리 ㅠㅠ 너무 귀엽더라고요!!!!!!!!!
P0 	: 전 얼.죽.코요!!!!
P1 	: 와 멋지다 추위진짜 안타시는 군요
P1 	: 저는 코트는 쳐다도 안봐요 너무 추워해서ㅜ 흑 부럽네요
P1 	: 코트를 따숩게입는 비법이있나요
P0 	: 저는 안에를 여러겹 입어요... 내복같은 걸로요 ㅎㅎ
P0 	: 테라님은 롱패딩파세요!!
P1 	: 저는 롱패딩만 입습니다ㅜㅜ 코트는 아무리 입어도 춥더라구요
P1 	: 내일 비온다는데 어떻게 입으실 예정이세요?
P0 	: 전 비오는 날이면 항상 우비랑 우산 둘 다 써요!!!
P0 	: 젖는게 너무 싫어서요...
P0 	: &name2&님은 비 좋아하세요?
P1 	: 와 저는 안에서 보는 비는 좋아해요 ㅋㅋㅋㅋ근데 슬리퍼 신고 비맞는건 좋아해요!
P1 	: 청바지 절대 안입고욬ㅋㅋ
P0 	: 헐 저도 안에서 비 보는 건 좋아해요 창문에 부딪히는 소리가 좋아요!
P0 	: 청바지... 맞아요 비 오는 날 입으면 짜증지수 폭발...
