# FILE DATA
ID : MDRW2100030005
category :  온라인 대화 > 2인 대화

# DOCUMENT DATA
title : 온라인 대화
author : 개인 대화 참여자
publisher : 심심이
date : 20210903
topic : 여행

# SPEAKER_INFO
id : 1
age : 10대
occupation : 학생
sex : 여성
birthplace : 서울
principal_residence : 서울
current_residence : 서울
device : 스마트폰
keyboard : 천지인

id : 2
age : 30대
occupation : 기술직 종사자
sex : 남성
birthplace : 경북
principal_residence : 대구
current_residence : 경남
device : 스마트폰
keyboard : 나랏글

# SETTING
relation  :  낯선 사람
intimacy  :  0
contact_frequency  :  처음 연락한다

P0 	: 여행 좋아하세요?
P1 	: 사랑하죠 저는 여행의 남자 입니다
P1 	: 어디 여행 다녀오셨나요 최근에
P0 	: 해외로는 2년전에 태국 갔다 왔습니다
P0 	: 국내는 여름 휴가로 경기도 펜션 두 군데 다녀왔어요.. 그냥 펜션 수영장 밖에 이용 못했지만요..
P1 	: 싸와티캄
P0 	: ㅋㅋ 태국 가보셨나요
P1 	: 아니오
P1 	: ㅋㅋㅋ
P1 	: 가보고싶어영
P0 	: 아하
P0 	: 태국..바다가 아름답죠
P0 	: 가보셨던 곳중에 다시 가고 싶은 여행지 있나요
P1 	: 음 두고 지 있는데
P1 	: 두 곳
P1 	: 되나봐
P1 	: 캐나다 뱀프
P1 	: 스페인 바르셀로나
P1 	: 밴프입니다 밴프
P0 	: 캐나다 밴프 라는 곳은 처음 들어봤네요!
P0 	: 어떤 곳이었나요?
P1 	: 록키 산맥
P1 	: 근교 이구요
P1 	: 곰이 살아요 곰
P0 	: 아하 록키 산맥
P0 	: 곰...을 마주치셨었나요....?
P1 	: 봐로 앞에서 봤습니다
P1 	: 진짜 무서워요
P1 	: 차를 안타고 있었으면 이미 고기 밥 아닌데
P1 	: 어 곤 밥
P1 	: 곰 밥
P0 	: 허이고,,,,,진짜 위험한 상황이었네요....
P1 	: 네 그래도 정말 좋앗서요
P1 	: 유월인데도 눈이  펑펑 왔어요
P0 	: 헐 진짜요? 여름이 없는 지역인가봐요
P1 	: 위도가 높아서 눈이 와요
P1 	: 그리고 빙하 녹은 물이 내려와서 물색깔이 애 맷이 에메랄드빛 입니다
P0 	: 에메랄드빛 물..진귀한 경험이었겠어요
