# FILE DATA
ID : MDRW2100024872
category :  온라인 대화 > 2인 대화

# DOCUMENT DATA
title : 온라인 대화
author : 개인 대화 참여자
publisher : 심심이
date : 20210831
topic : 가사 및 가족

# SPEAKER_INFO
id : 1
age : 20대
occupation : 사무 종사자
sex : 여성
birthplace : 인천
principal_residence : 인천
current_residence : 인천
device : 스마트폰
keyboard : 2벌식(쿼티)

id : 2
age : 20대
occupation : 무직/취업 준비생
sex : 여성
birthplace : 광주
principal_residence : 광주
current_residence : 광주
device : 스마트폰
keyboard : 천지인

# SETTING
relation  :  낯선 사람
intimacy  :  0
contact_frequency  :  처음 연락한다

P1 	: 앋
P1 	: 아닠
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 근데 진짜
P0 	: 엄마 편 들어서 아빠랑 싸우는 것만큼
P1 	: ㄹㅇ
P0 	: 의미없는 짓이 없다...
P1 	: 또 내가
P1 	: 평소에 아빠한테 가차없잖아?
P1 	: 그래서 둘이 싸울때
P1 	: 내가 엄마한테
P1 	: 그건 아닌것같은데?
P1 	: 하면
P1 	: 아빠가 겁내 좋아함ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 가끔 기분좋다고 밥도 사줘
P1 	: 얼탱쓰
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 나도 아빠한테 되게
P0 	: 칼같이 하는 편이거든
P0 	: 그래서 내가 좀만 비위 맞춰줟ㅎ
P0 	: 줘도
P0 	: 엄청 좋아하는데
P1 	: ㅇㅇㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 오히려 엄마가 옆에서
P0 	: 어른한테 그러면 안된다고 함 ㅋ
P1 	: 엄마는 내가 하루종일 맞춰줘도
P1 	: 당연한거임
P0 	: ㅇㅇㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 진짜 어이가 없는게
P1 	: 그리고 이건 좀 편견이긴 한데
P0 	: 내가 또
P0 	: K장녀잖아
P1 	: 아빠는 칼같이 굴어도
P1 	: 별로 감정적으로 안받아들여
P1 	: 걍 서로 기대치가 낮다보니까
P1 	: 서로 좀 냉정하게 합의보고 딱딱 할일만 해도
P1 	: 그러려니 하는데
P1 	: 엄마만 정없다고 엄청 서운해 해
P0 	: 우리집은
P0 	: 아빠도 엄청 감정적임 ㅎ
P1 	: ㅎ
P0 	: 근데 뭐 난 이제
P0 	: 내가 돈버니까
P1 	: ㅇㅇ
P0 	: 엄마가 용돈으로 협박할 수도 없고
P0 	: 엄마가 짜증을 안내는건 아닌데
P0 	: 그게 뭐 나한테 영향을 주는게 아니라
P1 	: ㅇㅇ
P0 	: 왜저래;;;; 이러고 넘어갈 수 있게 됐을 뿐...
P1 	: 그리고 내가보기엔 엄마들도
P0 	: 아빠도 집에 있니마니로 대판 싸우고 나와서 ㅎ
P1 	: 어느정도 인지하고있음
P1 	: 이제 그런걸로 꼬투리잡으면
P1 	: ㄹㅇ 연 끊어버린다는걸
P1 	: 그래서 오히려 좀 접어주는 느낌 있어
P0 	: ㅋㅋㅋㅋㅋㅋ 글고
P0 	: 지금은 동생이 집에 없잖아?
P1 	: ㅇㅇ
P0 	: 그래서 엄마가 덜하는거야 ㅎ
P1 	: ㅎ
P0 	: &name3&처럼 집에 남동생까지 있으면 ㄹㅇ 환장함
P1 	: ㅇㅇ왜냐면
P1 	: 동생은 ㄹㅇ 매정 그 자체거든
P1 	: 이번에 백신도
P1 	: 엄마가 부작용 있을지도 모르고 어쩌구 저쩌구 구구절절
P1 	: 제발 광주로 내려와서 맞아라
P1 	: 했는데
P1 	: 제가 왜요?
P1 	: 알아서 할게요
P0 	: ㅇㅇㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 하면 이제
P1 	: 엄마가 나한테
P0 	: 하소연을 하지
P1 	: 쟤는 너무 매정하고 어쩌고저쩌고
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋ역시
P1 	: ㅇㅇㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 집에 있어도 똑같아서
P0 	: 솔직히
P1 	: 받는 감정이 두배! 와
P0 	: 동생한테는 뭐라 하지도 못할거면서
P1 	: ㅇㅇ솔직히
P0 	: 나한테만 이거해달라 저거해달라 왜 안하냐 하는거
P0 	: ㄹㅇ 어이없음
P1 	: 내동생은 인간구실은 하는 놈이라
P1 	: 집에오면 그래도 설거지 빨래같은거
P1 	: 직접하거든
P1 	: 그치만 안해도 뭐라 안함
P1 	: 걔 오면 이제 이틀에 한번꼴로 밥사주고
P1 	: 온갖 비위 맞춰주고
P1 	: 딸랑딸랑ㅋ한다음에
P1 	: 나한테 와서 쟤 성격 너무 매정ㅎㅏ고 괴팍하다고
P1 	: 하소연함
P0 	: ㅇㅇㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 걔가 왜 그럴까요ㅎ
P0 	: 내동생은 엄빠한테 맨날 돈달라고 하거든
P0 	: 그럼
P0 	: 벌써 다썼어??? 아껴쓰라니까!
P0 	: 하고 돈 준다음에 나한테 와서
P1 	: 아 그러고서
P0 	: 쟨 왤케 헤프냐고 함 ㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 그러게 왜그럴까요 ㅋ
P1 	: 너 누나고 돈 좀 버는데 용돈 한번 안주냐? 하면
P1 	: ㄹㅇ 돌아버림
P1 	: 내가....왜....쟤의 유흥비를
P1 	: 대줘야하죠.....?
P0 	: 아 ㅇㅇㅇㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 심지어
P0 	: 자기는 나한테 돈주는거 아까워서 바들바들 떨면서
P0 	: 갑자기 엄근진한 태도로
P0 	: 동생한테 10만원이라도 줘라... 원래 그러는거야..
P1 	: ㅇㅇㅇㅇㅋㅋㅋㅋㅋㅋㅋㅋ티나 내지 말던가
P0 	: 이러고 있으면 ㄹㅇ 입이 떡벌어짐
P1 	: 심지어 사실
P1 	: 걔도 나한테 받는건
P1 	: 바라지도 않고 생각도 안하는데
P1 	: 부모랍시고 나서서 그러고있음ㅎ
P1 	: 진짜 나한테 쓰는 돈 아까워하는거
P1 	: 티가 안났다고 생각하는건가?
P0 	: ㅇㅇㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 그니까 ㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 걘 얘기도 안하는데
P0 	: 내가 ㄹㅇ 어이없어거
P0 	: 걔보고 직접 와서 말하라고 해
P0 	: 했더니 또 걔한텐 암말도 못함 ㅋㅋㅋㅋㅋ
P1 	: ㅇㅇㅋㅋㅋㅋㅋㅋㅋ그러면
P0 	: 개그하냐고 지금 ㅋㅋㅋㅋㅋ
P1 	: 또 어색하게
P1 	: 굳이...? 누나한테.....?
P1 	: 이러고 있는데
P1 	: 아니 우리 안친하다니까
P1 	: 자기들 맘대로 용돈주라고 한 다음에
P1 	: 사이좋은 남매 연출했다고
P1 	: 흐뭇해하고싶어해
P0 	: ㅇㅇㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 심지어
P0 	: 동생한테
P0 	: 누나한테 용돈달라고 해봐 ㅋㅋㅋ
P0 	: 하는 말 한마디 못하면서
P1 	: 으 근데
P0 	: 나한테 와서 뭐 맡겨둔 것마냥 돈내놓으라고 하는게
P0 	: 젤 어이x
P1 	: 해도 진짜 싫음
P1 	: 내가 왜;;;
P0 	: 그니까 ㅋㅋㅋㅋㅋㅋㅋㅋ
