# FILE DATA
ID : MDRW2100020224
category :  온라인 대화 > 2인 대화

# DOCUMENT DATA
title : 온라인 대화
author : 개인 대화 참여자
publisher : 심심이
date : 20210828
topic : 학교 생활

# SPEAKER_INFO
id : 1
age : 20대
occupation : 학생
sex : 여성
birthplace : 경기
principal_residence : 경기
current_residence : 경기
device : 스마트폰
keyboard : 2벌식(쿼티)

id : 2
age : 20대
occupation : 학생
sex : 여성
birthplace : 경북
principal_residence : 경기
current_residence : 충북
device : 스마트폰
keyboard : 2벌식(쿼티)

# SETTING
relation  :  학교/학원>동기/동창/동급생
intimacy  :  5
contact_frequency  :  (거의) 매일 연락한다.

P1 	: 저희가 또 마침 인생에서 마지막으로
P1 	: 학생생활하고 있죠
P1 	: 학생신분이 올해로 끝입니다
P0 	: 으아
P0 	: 뭔가슬프네요
P1 	: 넘 슬퍼용ㅠ
P1 	: 올해가 지나면 백수ㅠ
P0 	: ㅠㅠ
P1 	: 그전에 20학점~~
P1 	: ㅋㅋㅋㅌㅋㅋ
P0 	: 회사다니면서
P1 	: 그나마 3학점이 즐엇넹
P0 	: 학교다닐수도잇지않을까뇨??
P1 	: 아...
P0 	: 요번에졸업가능해졋슴니까??
P1 	: 그러고 싶지 않은데...
P1 	: 네 그럴거 같아요!
P0 	: ㅋㅋㅋㅋㅋㅋㅋ
P0 	: 오호잇
P1 	: 과거의 제가 열심히
P0 	: 굿굿하군요!!
P1 	: 살아 준 덕분에..
P1 	: 과거의 나 칭찬해
P1 	: 고등학생 때 동아리를 넘 열심히 해서 그런가
P1 	: 대학4년 다니면서 동아리 생각이 1도 없었어요
P0 	: ??
P0 	: 앜ㅋㅋㅋㅋㅋ
P0 	: 저는햇죠
P0 	: 솔직히엄마가그만하라고
P0 	: 안햇으몀
P0 	: 계속햇을거같은데
P0 	: 조금아쉬워요
P0 	: ㅠㅠ
P1 	: 앗 구래요..?
P1 	: 근데 그 동아리는 님한테 넘 위험한 동아리긴 했어요
P0 	: 위험??
P0 	: 위험햇나??
P1 	: 안그래도 연약한 관절들이 박살나는 동아리였자나여
P0 	: 앜ㅋㅋㅋㅋㅋ
P0 	: 그건맞죵
P0 	: 그래도인생에서
P0 	: 제일땀을많이흘린
P0 	: 순간이엇습니당
P1 	: 아 그쵸그쵸
P1 	: ㅋㅋㅋㅋㅋㅋ
P1 	: 그건 아주 멋진 동아리였어요
P0 	: 맞아용
P1 	: 아 이번에 몇학점 듣나여
P0 	: 17학점듣습니당
P1 	: 오호 4학년치고 많이 듣는군요
P0 	: 재수강이많아서그래요...
P0 	: ㅠㅠ
P1 	: 아앗... 눈물나네여...
P1 	: 재수강 힘내여..
P0 	: 힝구힝구
P0 	: 논문도써야합니다
P1 	: 아앗...
P0 	: 이놈의논문은
P0 	: 언제쯤
P0 	: 끝날지
P0 	: 알수가없습니다
P1 	: ㅋㅋㅋㅋㅋ아니 논문이
P1 	: 무슨 1년내내 쓰는 거 같네요
P0 	: 프로그램을못돌려서
P1 	: 다들 한학기에 끝내던데
P1 	: 왜이리 오래걸려요!
P0 	: 못쓰고잇습니다
P1 	: 아놔ㅋㅋㅋㅋ큐ㅠㅠ 눈물납니다
P0 	: ㅠㅠㅠㅠ
P0 	: 칭구들을만나서
P0 	: 하루만에
P0 	: 끝내야겟습니다
P1 	: 제가 해줄수 있는 게 없네요..
P1 	: 그래요그래요
P1 	: 얼른 끝내버려요
P0 	: 네넵!!
P1 	: 벌써 몇개월째 논문인지..
P1 	: 제가 하는것도 아니지만 지겹군요
P0 	: ㅎㅎㅎㅎㅎㅎㅎ
P1 	: ㅋㅋㅋㅋㅋㅋㅋ
P0 	: 지겹습니다
P1 	: 역시 졸시가 짱인거 같네요
P0 	: ㅋㅋㅋㅋㅋ
P0 	: 졸시짱이네요
P1 	: 졸시 통과하고 마음이 여유로운 1인
P0 	: 한방에끝나는게
P0 	: ㄹㅇ개짱
