# FILE DATA
ID : MDRW2100032741
category :  온라인 대화 > 2인 대화

# DOCUMENT DATA
title : 온라인 대화
author : 개인 대화 참여자
publisher : 심심이
date : 20210905
topic : 콘텐츠>영상/음원 콘텐츠

# SPEAKER_INFO
id : 1
age : 10대
occupation : 학생
sex : 여성
birthplace : 경기
principal_residence : 경기
current_residence : 경기
device : PC(데스크탑/노트북)
keyboard : 2벌식(쿼티)

id : 2
age : 20대
occupation : 사무 종사자
sex : 여성
birthplace : 광주
principal_residence : 대구
current_residence : 대전
device : PC(데스크탑/노트북)
keyboard : 2벌식(쿼티)

# SETTING
relation  :  낯선 사람
intimacy  :  0
contact_frequency  :  처음 연락한다

P0 	: 안녕하세요!
P0 	: 요즘 ott 보는거 있어요?
P1 	: 음... 넷플릭스 있기는 한데 요근래는 본게 없네요 ㅠㅠㅋㅋㅋ
P0 	: 오 그럼 그때 봤던 기억에 남는 영화나 드라마 있어요?
P1 	: 저는... 루시퍼랑 엄브렐라 아카데미, 브루클린 나인나인 좋아했어요 ㅋㅋㅋㅋㅋ
P0 	: 브루클릿 나인나인 재미있다던데 어떤 내용인가요??
P1 	: 가벼운 시트콤이예요!!
P1 	: 경찰서 배경으로 경찰들 나오는데
P1 	: 심각한 내용이 아니라 그 안에서 코믹하게 ㅋㅋㅋㅋ연출해서 그냥 가볍게 볼 수 있는 시트콤 느낌이고
P1 	: 한 화당 20분정도인가? 짧게 되어있어서 가볍게 보기 좋아요~
P0 	: 오 비교적 짧네요!!
P0 	: 그 브루클린 나인나인이 범인들보고 노래부르는거 그거 맞죠??
P1 	: 넹넹 ㅋㅋㅋㅋㅋ그거 맞아요!!
P1 	: 나중에 기회되시면 한 번 봐보세요 재밌어요
P0 	: 그거 영상은 정말 잊을수가 없네요ㅋㅋㅋㅋ
P1 	: ㅋㅋㅋㅋㅋㅋㅋ명장면이죠 ㅠㅠㅋㅋㅋㅋ
P0 	: 아 해외 드라마 잘 보시면
P0 	: 셜록 보셨나요?
P1 	: 넹넹 봤죠 ㅋㅋㅋㅋㅋㅋ
P1 	: 시즌4까지 다 봤어요
P0 	: 셜록도 너무 재미있지 않나요?!
P1 	: 맞아요 ㅋㅋㅋㅋㅋ 셜록은 그 특유의 연출이 좋아요
P0 	: 연출이 진짜...
P0 	: 너무 잘했어요!!
P0 	: 연기도 연기고 극본도 극본인데
P1 	: 맞아요... 그 깔끔한 편집이 정말 ㅋㅋㅋㅋㅋ 매력있어서 자꾸 보게되더라구요
P0 	: 근데 다만... 시즌4는...
P1 	: ㅎㅎ... 시즌3도 인정안하는 팬들 많았는데 시즌 4가... 화룡점정...
P0 	: 시즌4는...제가 할말이 없습니다...
P0 	: 심지어 이제 완결인거 같지 않아요?
P0 	: 마지막에 너무 끝인것처럼 끝내버려서ㅠ
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ이제 완결나온대요???
P1 	: 아
P1 	: 시즌4요...???
P1 	: 그렇게 완결내면 안되지...
