# FILE DATA
ID : MDRW2100039758
category :  온라인 대화 > 2인 대화

# DOCUMENT DATA
title : 온라인 대화
author : 개인 대화 참여자
publisher : 심심이
date : 20210903
topic : 반려동물

# SPEAKER_INFO
id : 1
age : 10대
occupation : 학생
sex : 여성
birthplace : 서울
principal_residence : 서울
current_residence : 서울
device : 스마트폰
keyboard : 2벌식(쿼티)

id : 2
age : 20대
occupation : 농림/어업/임업 종사자
sex : 여성
birthplace : 광주
principal_residence : 광주
current_residence : 전남
device : 스마트폰
keyboard : 2벌식(쿼티)

# SETTING
relation  :  낯선 사람
intimacy  :  0
contact_frequency  :  처음 연락한다

P0 	: 안녕하세요!
P0 	: 반려동물 있으세요?
P1 	: 네! 6~7개월된강아지키우고잇어용
P0 	: 어머나!
P0 	: 너무 귀엽겠다 ㅠㅠ
P0 	: 무슨 종이예요?
P1 	: 프렌치불독이용!
P0 	: 우와
P0 	: 불독 털 많이 안빠지죠?
P0 	: 애교 많아요??ㅠㅠ
P1 	: 털 꽤 빠지는 편이에요 ㅠ 근데 짧아서 티는 많이안나는거같구 애교엄청많아요 ㅋㅋ 사람을 너무 조하앻서
P0 	: 으아 너무 부럽네요 ㅠㅠㅠㅠ
P0 	: 이름이 뭐예요? 애기
P1 	: 고미요!
P1 	: 쪼꼬미해서 고미!
P1 	: ㅋㅋㅋㅋㅋㅋ
P0 	: 으악
P0 	: 너무 귀여워요!!!><><
P0 	: 고미는 어떻게 입양하게 되셨어요??
P1 	: 원래 직접 키우는 애기는 아니구 부모님이 데려오셨는데 부모님 일하는 사정상 두세달만 잠깐 제가 맡기로 했어요!
P0 	: 우와 그러시구나
P0 	: 귀엽겠다...ㅠㅠ
P0 	: 앉아 할줄 알아요?ㅠㅠ
P1 	: 넵! 하우스도 할줄알아요 ㅎㅎ
P0 	: 우와 짱 똑똑해 ㅠㅠㅠㅠ
P0 	: 산책 자주 가세요??
P1 	: 넵 매일매일 나가요!
P0 	: 우와 되게 좋은 반려주인 이네요ㅠㅠ
P0 	: 고미가 좋아하겠어요 ㅠㅠ귀엽겠다
