# FILE DATA
ID : MDRW2100023795
category :  온라인 대화 > 2인 대화

# DOCUMENT DATA
title : 온라인 대화
author : 개인 대화 참여자
publisher : 심심이
date : 20210830
topic : 기타 사회 생활 및 활동>동호회/봉사 단체

# SPEAKER_INFO
id : 1
age : 20대
occupation : 무직/취업 준비생
sex : 여성
birthplace : 경기
principal_residence : 경기
current_residence : 경기
device : 스마트폰
keyboard : 2벌식(쿼티)

id : 2
age : 20대
occupation : 무직/취업 준비생
sex : 여성
birthplace : 충남
principal_residence : 충남
current_residence : 충남
device : 스마트폰
keyboard : 2벌식(쿼티)

# SETTING
relation  :  낯선 사람
intimacy  :  0
contact_frequency  :  처음 연락한다

P1 	: 네네
P0 	: (?)
P0 	: 암튼
P0 	: 엄마 친구의 남편이 어제 저녁에 돌아가셨거든오
P0 	: 그래서 아침에 장례식장 다녀오고 그랬는데
P1 	: 아하....
P1 	: 네네!
P0 	: 갑자기 친구가 장례식장 간다는 거에요
P0 	: 어디? 세브란스
P1 	: 아시는 분인가...?
P0 	: 아하
P0 	: 친구 이름이 뭐야?
P0 	: ㅇㅇㅇ
P0 	: 이랬는데 그 같은분 장례식 가는거예요
P1 	: 헐..
P0 	: 연이없어 보였는데
P0 	: 다..연결되어있구나..
P1 	: 세상 진짜 뭔가 좁다는 걸 다시한번 느끼네요,,,
P0 	: 그니까요 저 오늘 느꼈어요
P0 	: 착하게 살아야지
P1 	: 맞어요 저 진짜 요즘 그런거 느껴요
P0 	: 뭐죠
P1 	: 그 뭐지 트동호회에서 알게 된 분 계신데
P0 	: 님도 암튼 봉사에서 만났다 치고
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ네넵ㅋㅋㅋㅋㅋㅋㅋ
P1 	: 그 분이랑 친하게 지냈는데 저 학교친구가 그분이랑 학교 선후배더라고요ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 헐
P0 	: 대박
P1 	: 아놔 진짜 세상 좁아,,,
P0 	: 님 우리 둘도 어디서 아는 사람일수도 있어요
P1 	: 사람 착하게 살아야하는 이유가 거깃더라고요,,,
P1 	: 그러니까요
P1 	: 님 혹시 트동호회에서 알수도 잇어요 진짜
P0 	: 나중에 만나면 아는 척 해줘요
P0 	: 내가 봤는데 아니더라고요(
P0 	: 아쉽
P1 	: 혹시모른다니까요 당연하죠 얼굴보...잉?
P1 	: 어케 아셧는대요
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 고도의 심리전
P1 	: 아니...쓰읍..
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 님만 자꾸 알고 참내,,
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 아니 어케 알수잇죠
P0 	: 얼굴 보면(?) 아는척 해요
P1 	: 님 어디선가 만나면. 성격본다고 하셧지만 돈없고 성격나쁜 강동원 골랏다고 외칠게요
P0 	: ㅇㄴ
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 아는 척 하지 말라는 고도의 심리전
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 아놔
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 하지만. 사실인걸요
P0 	: 글긴...그래요
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 님 그러면 차에서 숨어 밥먹는거 싫어하고
P0 	: 갈비 금지고
P1 	: 하...이분이 증말.
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 또 머가 있더라
P0 	: ㄹㅇ 광기가득한 밸런스라
P0 	: 뭘 했는지 기억이 안나네요
P0 	: 아 님은 워터픽하고 구웨에에엑 하는 동료를 좋아한다는 점.
P1 	: 아
P1 	: ㅋㅋㅋㅋㅋㅋㅋㄴㅋㅋㅋㅋㄴㅋㅋㅋ구웽엑 기억 금지라고요
P1 	: 아 진짜 ㄱㅇㄱ
