# FILE DATA
ID : MDRW2100023937
category :  온라인 대화 > 2인 대화

# DOCUMENT DATA
title : 온라인 대화
author : 개인 대화 참여자
publisher : 심심이
date : 20210830
topic : 여행

# SPEAKER_INFO
id : 1
age : 20대
occupation : 사무 종사자
sex : 남성
birthplace : 서울
principal_residence : 서울
current_residence : 서울
device : 스마트폰
keyboard : 2벌식(쿼티)

id : 2
age : 30대
occupation : 사무 종사자
sex : 여성
birthplace : 울산
principal_residence : 울산
current_residence : 울산
device : 스마트폰
keyboard : 천지인

# SETTING
relation  :  낯선 사람
intimacy  :  0
contact_frequency  :  처음 연락한다

P0 	: 안녕하세요!
P0 	: 중국이나 일본여행 해봤어요?
P1 	: 아니요ㅜㅜ
P1 	: 가보신적 있으세요?
P0 	: 네~! 저 중국여행 가본 적 있어요!ㅎㅎ
P1 	: 오 어디를 가보셨어요?
P0 	: 중국에 항저우 어딘지 아세요?
P1 	: 네네 오 코로나 전에 갔다오신거죠?
P0 	: 그럼요 한참 예전에 다녀왔어요~
P0 	: 거기 밑에 항저우도 아세요? 사실 항저우를 먼저 갔어요
P1 	: 네네 그리고 항저우랑 어디가셨어요?
P0 	: 항저우랑 상하이 다녀온게 다네요 ㅜㅜ
P0 	: 거기에 우전여행 했어요 되게 옛스럽더라구요
P1 	: 앗 우전여행이 뭔가요?
P0 	: 그냥 상하이 여행 하는건데 우전이라는 지역이 있어요!
P0 	: 거기 지역을 방문해서 둘러보고 관광하는걸 우전여행이라고 해요
P1 	: 아하 지역이름 이었군요
P1 	: 저는 일드를 한때 열심히봐서요
P1 	: 일본에 대한 로망이  좀 있어요 ㅋㅋ
P0 	: 네네 ㅋㅋ 그럼 일본 아직 여행 안가보신거죠?
P0 	: 일본 어디 가보고 싶어요?
P1 	: 네 안가봤는데 뭔가 일본문화를 경험하고 싶어요 ㅋㅋ
P1 	: 드라마나오는 편의점이나
P1 	: 아 일본 전통 여관? 이라던가!
P0 	: 아 뭔지 알아요! ㅋㅋㅋ
P0 	: 그 일본전통 가옥같은거 말씀이죠?
P0 	: 막 기모노 같은 것도 입고 ㅎㅎ
P1 	: 료칸이라고도하고
P1 	: 온천도 궁금하고요ㅋㅋㅋ
P0 	: 어 맞아요 ㅠㅠ 일본 온천이 그렇게 좋다던데
P0 	: 저도 가보면 온천체험 한 번 해보고 싶어요.. 로망
