# FILE DATA
ID : MDRW2100046209
category :  온라인 대화 > 2인 대화

# DOCUMENT DATA
title : 온라인 대화
author : 개인 대화 참여자
publisher : 심심이
date : 20210908
topic : 공연 및 관람>공연/전시회 및 관람

# SPEAKER_INFO
id : 1
age : 30대
occupation : 무직/취업 준비생
sex : 여성
birthplace : 서울
principal_residence : 서울
current_residence : 서울
device : 스마트폰
keyboard : 2벌식(쿼티)

id : 2
age : 30대
occupation : 사무 종사자
sex : 여성
birthplace : 서울
principal_residence : 서울
current_residence : 서울
device : 스마트폰
keyboard : 나랏글

# SETTING
relation  :  학교/학원>동기/동창/동급생
intimacy  :  4
contact_frequency  :  (거의) 매일 연락한다.

P1 	: 근데 ㅇ우리나라는
P1 	: 해밀턴잘몰라서
P1 	: 내한도못올너낌
P1 	: 미국역사인데다
P1 	: 해밀턴지식이없고
P1 	: 랩뮤지컬이라
P1 	: 로컬화가 쉽지않을듯
P0 	: 아하
P0 	: 진짜 맘먹고 준비하는거 아니면
P1 	: ㅇㅇㅇ
P0 	: 웬만해선 올라올 일 없겟네..
P1 	: ㅠㅠ
P1 	: 진짜
P0 	: 그럴바에야 다른 라센을 사오겟지...
P1 	: 우리나ㄱ뮤시장이발전해서
P1 	: 위키드같은거
P1 	: 올라오는것도 대단한느낌
P1 	: 이전엔약가못올라올거라
P1 	: 다들철썩같이믿고있었는데
P1 	: 어느순간 잘올라오는극이되었ㅇ7ㅏ
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: ㅋㅋㅋㅋㅋ
P1 	: 정말
P0 	: 굉장히 흥한 편 아닌가여
P0 	: 위키드면
P1 	: ㅇㅇㅇㅇ
P1 	: 존잼이니ㅣㄱ가
P0 	: 꼬박꼬박 대극장에 걸리고...
P1 	: 저만해도
P0 	: 디피잉그래비티 언제들어보나..
P1 	: 노래도잼
P1 	: 볼거리도 잼
P1 	: 진짜 재밌긴한
P1 	: 2ㅡ리고 실제로 디파잉들으면
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 웅장함에압도됨
P0 	: 그럴듯
P1 	: 만든사람 mi chin 사람
P1 	: ㅋㅋㄱㅋㅋㄱㄱㅋㅋㅋ
P0 	: 무대 연출까지 같이 보니까...
