# FILE DATA
ID : MDRW2100010910
category :  온라인 대화 > 2인 대화

# DOCUMENT DATA
title : 온라인 대화
author : 개인 대화 참여자
publisher : 심심이
date : 20210823
topic : 콘텐츠>영상/음원 콘텐츠

# SPEAKER_INFO
id : 1
age : 40대 이상
occupation : 사무 종사자
sex : 여성
birthplace : 경북
principal_residence : 대구
current_residence : 대구
device : 스마트폰
keyboard : 천지인

id : 2
age : 40대 이상
occupation : 사무 종사자
sex : 여성
birthplace : 서울
principal_residence : 서울
current_residence : 경기
device : 스마트폰
keyboard : 천지인

# SETTING
relation  :  낯선 사람
intimacy  :  0
contact_frequency  :  처음 연락한다

P0 	: 나혼자산다 보시나요?
P1 	: 가끔요
P0 	: 오상욱 나오네요
P1 	: 헛
P0 	: 재방인거같지만요
P1 	: 켜야겠...
P0 	: 진짜 기네요 오상욱 ㅋ
P1 	: 티빙에도 벳플에도 없군요 티비를켜야...
P0 	: 엥비씨드라마 에서 나오고있어요
P1 	: 네~
P1 	: 시작한지 얼마 안됐군요
P1 	: 저렇게 긴데, 불편하겠다는
P0 	: 네 저도 막 틀었는데 자고 일어나더라구요
P1 	: 집이 신기하네요 구조가
P0 	: 그러게요
P0 	: 무슨 사무실같아보여요
P0 	: 집이 아니라
P1 	: 어멋
P0 	: 운동부 사무실이라는 글자가 보이네요 ㅎㅎ
P1 	: 아 감독실 있는 거보니
P0 	: 집구조가 아니네요 ㅎ
P1 	: 네 ㅎㅎ
P0 	: 진짜 귀엽게 잘생겼네요
P1 	: 넘 귀엽네요
P1 	: 24살....
P0 	: 와 저런 케이스도 있군요
P0 	: 첨봤어요
P1 	: 그러게요
P0 	: 근데 집안좀 치워주고싶네요
P1 	: ㅎㅎㅎ
P0 	: 먼가 너저분한게 정리가 안되어보이네요 ㅎ
