# FILE DATA
ID : MDRW2100037484
category :  온라인 대화 > 2인 대화

# DOCUMENT DATA
title : 온라인 대화
author : 개인 대화 참여자
publisher : 심심이
date : 20210901
topic : 식음료

# SPEAKER_INFO
id : 1
age : 30대
occupation : 무직/취업 준비생
sex : 여성
birthplace : 서울
principal_residence : 서울
current_residence : 서울
device : 스마트폰
keyboard : 2벌식(쿼티)

id : 2
age : 30대
occupation : 사무 종사자
sex : 여성
birthplace : 경기
principal_residence : 경기
current_residence : 경기
device : 스마트폰
keyboard : 천지인

# SETTING
relation  :  낯선 사람
intimacy  :  0
contact_frequency  :  처음 연락한다

P0 	: 어떤 과자종류를 좋아하세요?
P0 	: 달콤한종류?
P1 	: 과자는 쏘쏘...
P1 	: 굳이 따지면 짭짤한 거요
P0 	: 아 과자는 취향이 아니시군요...
P1 	: 새우깡 꼬깔콘같은ㅎㅎ
P1 	: 취향은 아니지만 앉은자리서 노래방사이즈 아작내쥬
P1 	: &name1&님은 달콤한 취향이죠?
P0 	: 아아 저 요즘 계속 먹는게 꼬깔콘이에요 ㅋㅋㅋㅋㅋㅋㅋ
P0 	: 하지만.. 디저트종류는 기본적으로 달콤한거 좋아해요!
P1 	: 뭔가 이상하게 계속 손이 가죠ㅎ 배부른데
P0 	: 초코케이크 초코마카롱 초코과자...
P1 	: 앗 두번씩이나 강조를ㅎㅎ
P1 	: 최애 과자는 뭔가요
P0 	: 최애과자는....... 어라? 저 근데 중독적으로 연달아서 사먹은건 짠맛 과자에요
P0 	: 엄머나? ㅋㅋㅋㅋ
P0 	: 최근엔 꼬깔콘 몇번씩 사먹었고
P0 	: 이전엔 고래밥이 제 최애였어욬ㅋㅋㅋㅋ
P0 	: 네모난 곽에 든 것도 좋아하고 그거 감질맛나면 천원짜리 고래밥 봉지과자 있거든요!
P0 	: 그거 계속 먹었네요... 뭐뎌.... 막상 말하려니 이런 아이러니가 ㅋㅋㅋㅋ
P1 	: 아니ㅋㅋ 다 짭짤한 거잖아요!
P0 	: ㅋㅋㅋㅋㅋ저도 생각해보니 웃겨욬ㅋㅋㅋㅋ
P1 	: 사실 짭짤한 과자를 좋아하는 저는...
P1 	: 맛동산을 좋아합니다ㅎ
P0 	: 기본적으로는 달콤한걸 좋아하는데 최근에 중독적으로 연달아서 사먹은건 짭짤과자..
P0 	: 맛동산.... 아...아빠?
P0 	: 엄.... 마?
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 흘흘 조상이라 불러주세요
P1 	: 탕비실에 둔거 먹고 반해서 한동안 계속 사먹었네요ㅎ
P0 	: 근데 그런거 중독되면 또 계속 먹게돼요 ㅋㅋㅋㅋ
P0 	: 특히나 남돈남산일때 ㅋㅋㅋ
P0 	: 내돈으론 안사지만 있으면 중독적으로 먹게되는
