# FILE DATA
ID : MDRW2100042917
category :  온라인 대화 > 2인 대화

# DOCUMENT DATA
title : 온라인 대화
author : 개인 대화 참여자
publisher : 심심이
date : 20210907
topic : 콘텐츠>게임 콘텐츠

# SPEAKER_INFO
id : 1
age : 20대
occupation : 사무 종사자
sex : 여성
birthplace : 인천
principal_residence : 인천
current_residence : 인천
device : 스마트폰
keyboard : 2벌식(쿼티)

id : 2
age : 20대
occupation : 무직/취업 준비생
sex : 여성
birthplace : 광주
principal_residence : 광주
current_residence : 광주
device : 스마트폰
keyboard : 천지인

# SETTING
relation  :  낯선 사람
intimacy  :  0
contact_frequency  :  처음 연락한다

P1 	: ㅇㅇ
P1 	: 근데 확실히
P1 	: 도감모으기 컨텐츠가
P1 	: 생각없이 하고있기
P1 	: 좋긴 하다
P0 	: 정 할게 없으면 수집이나 해라
P0 	: ㅇㅇㅋㅋㅋㅋㅋㅋ
P1 	: 일단 다른 포인트에서 낚시는
P1 	: 빨간구피 12마리
P1 	: 잡을때까지로 미뤄야겠어
P1 	: 미끼부터 쭉 충당해놔야지
P1 	: 그 어획?은 도감보상이야?
P0 	: 모르겟어
P0 	: 교환 아냐?
P1 	: 몰라....
P1 	: 이나즈마 낚시 협회에 가면 있으려나
P0 	: 그 몬드성 낚시관리인?한테 가면 있지 않아?
P1 	: 없어
P1 	: 거기는 고급 낚싯대랑
P1 	: 미끼 레시피밖에
P1 	: 없던데?
P0 	: 엥 그래?
P0 	: 그럼 내가 본 게 고급낚시대엿나
P0 	: 와
P0 	: 쪽지 뭐야 ㅋㅋㅋㅋㅋㅋㅋ
P0 	: 나 한참 헤맸는데 겨우 하나 찾음 ㅋㅋㅋㅋ
P1 	: 아 그 울림풀?
P1 	: 진짜 그냥 찾기 절대 못해......
P0 	: 길안내 하는 표시가
P0 	: 벽으로 돌진하라고 가리키는데
P0 	: 뭘 어쩌라는거죠 ㅋㅋㅋㅋㅋ
P0 	: 애꿎은 근처 몹들만 조지는중 ㅋㅋㅋㅋ
P1 	: 걍 공략 보고
P1 	: 그 주변 원소시야로 뒤지는게
P1 	: 속 편해....
P0 	: 이거 총 몇개여?
P1 	: 어차피 쪽지 찾는거 자체는
P1 	: 별 의미 없어서
P1 	: 세개
