# FILE DATA
ID : MDRW2100038452
category :  온라인 대화 > 2인 대화

# DOCUMENT DATA
title : 온라인 대화
author : 개인 대화 참여자
publisher : 심심이
date : 20210902
topic : 날씨와 계절

# SPEAKER_INFO
id : 1
age : 30대
occupation : 기타
sex : 여성
birthplace : 서울
principal_residence : 충북
current_residence : 서울
device : PC(데스크탑/노트북)
keyboard : 2벌식(쿼티)

id : 2
age : 30대
occupation : 사무 종사자
sex : 여성
birthplace : 서울
principal_residence : 서울
current_residence : 서울
device : 스마트폰
keyboard : 나랏글

# SETTING
relation  :  낯선 사람
intimacy  :  0
contact_frequency  :  처음 연락한다

P0 	: &name2&님은 좋아하는 계절 있으신가요?
P1 	: 저는 가을이요
P1 	: 봄가을을 제일 좋아해요 ㅋㅋㅋㅋ
P1 	: 봄은 특히 새싹이 나서 연두색으로 푸릇푸릇할때가 좋더라구요
P1 	: &name1&님은요??
P0 	: 저는 원래 여름 젤 좋아해요 ㅋㅋ 뭔가 여름 특유의 나른함 을 좋아하는데
P0 	: 올여름엔 여름 저주할 뻔 했네요..
P1 	: 오 주변에 여름좋아하는 분이 별로 없었는데
P1 	: 신기해요 ㅋㅋㅋㅋ
P1 	: 올여름은 너무 덥긴했는데 대신 저녁노을이 항상예뻐서 그건 좋았어요
P1 	: 다만 너무 더웠을뿐...
P0 	: 그쵸 여름 좋아하는 사람 진짜 없어요... 살면서 몇명 못봤어요 ㅋㅋㅋ
P0 	: 전 비염때문에 가을에 진짜 힘들어지거든요 ㅠ
P0 	: 그거 아님 가을 좋은데
P1 	: 아 저도...
P1 	: 비염 정말 심해요....
P1 	: 그래서 지르텍 상시대기중...
P1 	: 근데 저는 사계절 내내 심해서 ㅎㅎ.....ㅠㅠ
P0 	: 엇 정말요 동지네요
P0 	: 저도 가을맞이 제르텍 샀어요 ㅋㅋㅋㅋ
P0 	: 앗 지르텍!
P1 	: ㅋㅋㄱㅋㅋ 지르텍은 정말 필수.....
P1 	: 전주로 재채기가 심해서
P1 	: 봄가을에 상비약으로 갖고 다녀요 ㅋㅋㄱㅋ
P1 	: 근데여름은 에어컨 겨울은 히터로 비슷하더라구요
P0 	: 모든 계절이 그렇긴 해요 ㅋㅋㅋ 전 가을이 젤 피크라 진짜..
P0 	: 코를 잠깐 집에 두고 외출하고 싶어요
P1 	: ㅠㅠ 흐 비염은 불치병이라는데
P1 	: 계절많이타면 또 힘들죠....
P0 	: 그니깐요 없던 시절로 돌아가고 싶어요 ㅋㅋㅋ
P1 	: ㅋㅋㄱㅋㅋㅋ 곧 금방추워지면
P1 	: 심해지시겠어요 ㅜㅜ
P0 	: 그래도 그나마 마스크 쓰고선 훨씬 낫긴 하더라고요..
P0 	: 차단이 최고인가봐요
P1 	: 아 그쵸 마스크쓰고
P1 	: 한 열번괴로울거
P1 	: 한 일곱번정도로 줄은느낌
