# FILE DATA
ID : MDRW2100022829
category :  온라인 대화 > 2인 대화

# DOCUMENT DATA
title : 온라인 대화
author : 개인 대화 참여자
publisher : 심심이
date : 20210829
topic : 공연 및 관람>공연/전시회 및 관람

# SPEAKER_INFO
id : 1
age : 30대
occupation : 전문가 및 관련 종사자
sex : 여성
birthplace : 서울
principal_residence : 서울
current_residence : 서울
device : 스마트폰
keyboard : 2벌식(쿼티)

id : 2
age : 30대
occupation : 사무 종사자
sex : 여성
birthplace : 서울
principal_residence : 서울
current_residence : 서울
device : 스마트폰
keyboard : 2벌식(쿼티)

# SETTING
relation  :  학교/학원>동기/동창/동급생
intimacy  :  3
contact_frequency  :  주 1회 미만

P0 	: 무서운..
P1 	: ㅋㅋㅋㅋㅋ
P0 	: 웅
P0 	: 너가안정해서
P1 	: 아
P0 	: ㅋㅋㅋㅋㅋㅋ
P1 	: ㅋㅋㅋㅋㅋ
P1 	: 난
P1 	: 또
P1 	: 널
P0 	: 왜냐몀 내일 지킬 예매해야대
P1 	: 알아봤나
P1 	: 오
P1 	: 누구야
P1 	: 지킬이
P0 	: 홍 류 카톡개
P0 	: 중에서
P0 	: 역시홍을봐야겟지
P1 	: 류는누구여
P0 	: 류정한
P1 	: 알듯 모른다
P0 	: 저번에 좀 별로였어
P1 	: ㅋㅋㅋㅋ
P1 	: 그래
P1 	: 검증된걸루가
P1 	: 홍도이제 좀 늙었겠다
P0 	: 그치
P0 	: ㅋㅋㅋㅋㅋㅋ
P0 	: 홍광호못본지어언~
P1 	: ㅋㅋㅋㅋㅋㅋ
P0 	: 조승우 진짜..
P1 	: 이젠 10년은 껌이야...
P0 	: 별로엿다
P1 	: 그랬다며
P1 	: ㅠㅠ
P0 	: 지킬말고 다른거보도록햐
P1 	: 난안봐
P0 	: 근데홍도그닥
P1 	: 영화도안보는걸
P0 	: 왜안바
P0 	: 그건나두
P1 	: ㅋㅋㅋㅋ
P0 	: 전시회가고싶어
P0 	: 미술관
P1 	: 어절수없을때만봐
P1 	: 오
P1 	: 다녀와
P1 	: 난 누워ㅇ서보는전시회있음갈래
P0 	: 누워서 구글검색해
P1 	: ㅋㅋㅋㅋㅋ
P1 	: 그래
P1 	: 그게낫겠다
P1 	: 잠도잘수있고
P1 	: 나지금뭔가영활르본거같은착각이계속들었는데
P1 	: 전혀안봤거든
P1 	: 웹툰본거였어
P1 	: ㅋㅋㅋㅋㅋ
P1 	: 왜그런기분이들었을까
P0 	: ㅋㅋㅋㅋㅋ
P0 	: 너무 작화가 쩔어서
P0 	: 뭐봄
P1 	: 그리스로마신화 각색한건데
P1 	: 미귝사람이한거야
P1 	: 제목은 잠깐 ㄱㄷ
P0 	: 와우
P1 	: 로어 올림푸스래
P1 	: 네이버야
P0 	: 그림너무무서어
P1 	: ㅋㅋㅋㅋㅋㅋ
P1 	: 약간 그..
P1 	: 소울 혹시봤니
P0 	: 아니
P0 	: 기아차아니니..
P1 	: 내가최근에 본영화가 딱 그거하난데
P1 	: ㅋㅋㅋ미틴ㅋㅋㅋ
P1 	: 디즈니 뭔 영화래
P1 	: 그거랑겹쳐서그랬나바
P0 	: ㅋㅋㅋㅋㅋ
P0 	: 마자디즈니영화그림체자
P1 	: 후
P1 	: 이번에
P1 	: 일본은
P1 	: 못가는걸로
P0 	: 왜가
P1 	: 정해졌니
P1 	: 미며노
P1 	: 미먀모
P0 	: 누가간대
P1 	: 안한대?
P1 	: 온라인
P0 	: 갈생각도없엇던
P1 	: 이라매
P0 	: 온라인은하지
P1 	: 일본에서 보는거랑 또다르다며
P0 	: 근데어쩌갰오
P1 	: 실제보는거랑 얘기한건가
P1 	: 음
P0 	: 회사짤리면서까지갈순없자나여!
P0 	: ㅋㅋㅋㅋㅋㅋㅋ
P1 	: ㅋㅋㅋㅋㅋㅋㅋ
P1 	: 이기회에
P0 	: 그렇개사랑하진않아 ㅋㅋㅋㅋㅋ
P1 	: 알았어
P1 	: 현명한데?
P0 	: 돈없으면 공연도못봐..
P1 	: ㅠㅠ
P1 	: 가난한팬은 팬도아니냐!?
P0 	: 응
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 가난하기만한건갠타나
P0 	: 불다로 보면서 훈수두면 탈락
P1 	: ㅋㅋㅋㅋㅋㅋ
P1 	: 하지만 많이둘그럴둣
P0 	: ㅇㅇ
P0 	: 그래서 그런애들 처단하려고
P0 	: 항시 보초중
P1 	: 누가
P1 	: 누가 보초서
P1 	: 너?
P1 	: 미마모?
P1 	: 국가?
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: &name1&가
P0 	: 이상한애들 잡으려고
P1 	: ㅋㅋㅋㅋㅋ
P1 	: &name1&무섭네
