# FILE DATA
ID : MDRW2100026874
category :  온라인 대화 > 2인 대화

# DOCUMENT DATA
title : 온라인 대화
author : 개인 대화 참여자
publisher : 심심이
date : 20210902
topic : 일과 직업

# SPEAKER_INFO
id : 1
age : 10대
occupation : 학생
sex : 여성
birthplace : 경기
principal_residence : 경기
current_residence : 경기
device : PC(데스크탑/노트북)
keyboard : 2벌식(쿼티)

id : 2
age : 20대
occupation : 학생
sex : 여성
birthplace : 서울
principal_residence : 서울
current_residence : 서울
device : 스마트폰
keyboard : 2벌식(쿼티)

# SETTING
relation  :  낯선 사람
intimacy  :  0
contact_frequency  :  처음 연락한다

P0 	: 안녕하세요!
P0 	: 알바 해본적 있어요?
P1 	: 당연하죠!
P1 	: 전 여러 개 해봤어요
P1 	: 카페알바도 하고...
P1 	: 당신은요?
P0 	: 저도 여러개 해봤어요 물류나 마트알바요!
P1 	: 물류 어땠어요?
P0 	: 손목이 너무 아팠어요ㅠ
P1 	: 대박
P1 	: 돈은 많이 벌죠 그래도
P0 	: 예전에는 돈 많이 줬다고 하더라고요
P0 	: 근데 저는 최저만 받았어요ㅠㅠ
P1 	: 아이고
P1 	: 마트알바는요?
P1 	: 판촉인가
P0 	: 아 맞아요 판촉 알바했었어요
P1 	: 목소리 커야 한다고 알고 있어요
P0 	: 목소리도 커야되는데 큰거보다 튼튼해야겠더라고요
P0 	: 목소리가 커도 목이 나가면 할수가 없더라고요ㅠㅠ
P1 	: 허걱 그건 몰랐어요
P1 	: 힘든 일이네요...
P1 	: 전 피자 만드는 일도 했었어요
P0 	: 오 저도요
P0 	: 도우부터 오븐들어가기까지 다 만드신거에요?
P0 	: 저는 피자라기 보단 피자빵이었어요ㅋㅋㅋ
P1 	: 네 밀가루부터 다 치댔습니다
P1 	: 하루에 10시간씩 일해서 한달만에 그만 뒀어요 ㅋㅋ
