# FILE DATA
ID : MDRW2100000252
category :  온라인 대화 > 2인 대화

# DOCUMENT DATA
title : 온라인 대화
author : 개인 대화 참여자
publisher : 카카오톡
date : 20210518
topic : 학교 생활

# SPEAKER_INFO
id : 1
age : 20대
occupation : 무직/취업 준비생
sex : 남성
birthplace : 경북
principal_residence : 경기
current_residence : 경남
device : 스마트폰
keyboard : 2벌식(쿼티)

id : 2
age : 20대
occupation : 학생
sex : 여성
birthplace : 충남
principal_residence : 충남
current_residence : 경기
device : 스마트폰
keyboard : 2벌식(쿼티)

# SETTING
relation  :  기타>그 외 사회적 관계
intimacy  :  4
contact_frequency  :  주 3회 이상

P0 	: 후 &name2&야 일어났어?
P1 	: 웅ㅇ
P1 	: &name2&오늘알바
P1 	: 삼십분에씻으러간다..
P0 	: ㅋㅋㅋ힘냉
P1 	: 배란통미쳣음
P1 	: 버스이붐내로안오묜지각
P0 	: 생리통심하면 어떻게하는게 좋지
P1 	: 다행히버스탐
P1 	: 생리통은아니고배란통인데
P1 	: 걍약먹어야지모
P0 	: 좀 다른거야??
P0 	: 다행이다 그래두
P0 	: 지각면해서
P1 	: 신호라는신호다걸리고딧음 ㅠ
P1 	: 생리때아픈ㄱ생리통
P1 	: 배란때아픈건배란통
P0 	: 5시까지지?
P1 	: 웅 ㅠ
P1 	: {censored}
P0 	: {censored}
P1 	: 기사님뛰어~!~!
P0 	: 난 생리통만
P0 	: 있는주랄났어
P0 	: 근데꼭 지각할것같을때
P0 	: 신호란신호는다걸려
P1 	: 내말이ㅡㅡ
P0 	: 머피의법칙{censored}같아
P1 	: 초조해돌아가시게ㅛ네
P1 	: 52분
P1 	: {emoji}
P0 	: ㅠㅡ
P0 	: 어디쯤이여???
P1 	: 이제 다다음정류장
P1 	: 에서내려
P0 	: ㅠㅠㅠ도찯했너?
P0 	: 나 가족이랑 같이있너거
P0 	: 안늦었길바라며
P1 	: 훙냠냐
P0 	: 흠냐리
P0 	: 흠냐리
