# FILE DATA
ID : MDRW2100011078
category :  온라인 대화 > 2인 대화

# DOCUMENT DATA
title : 온라인 대화
author : 개인 대화 참여자
publisher : 심심이
date : 20210824
topic : 여행

# SPEAKER_INFO
id : 1
age : 20대
occupation : 학생
sex : 여성
birthplace : 경기
principal_residence : 경기
current_residence : 경기
device : 스마트폰
keyboard : 2벌식(쿼티)

id : 2
age : 20대
occupation : 학생
sex : 여성
birthplace : 서울
principal_residence : 경기
current_residence : 경기
device : 스마트폰
keyboard : 2벌식(쿼티)

# SETTING
relation  :  학교/학원>동기/동창/동급생
intimacy  :  4
contact_frequency  :  주 1~2회

P1 	: &name1&아
P1 	: 우리 여수여행 어떻게 하지?
P1 	: 지금 계획 잡을까?
P0 	: 구랭
P0 	: 일단 언제갈래?
P1 	: 음 나 알바가 금요일 토요일 일요일 있어서
P1 	: 평일에 갔으면 좋겠어!
P1 	: 넌?
P0 	: 아항
P0 	: 나도 평일좋아
P0 	: 평일 더 싸잖아 ㅋㅋㅋ
P1 	: 하긴 토요일 일요일은
P1 	: 쉬는 날이라서 사람들이 훨씬 많고
P1 	: 비싼 것 같어
P0 	: 맞아ㅠ
P0 	: 날짜 되면 평일이 짱이지!
P1 	: 그럼 월 화 수 갈까
P0 	: 구랭
P0 	: 언제 월화수?
P1 	: 다음주나 다담주 어때?
P0 	: 그럼 다담주가자
P1 	: 우리 여수에서 모할까?
P0 	: 음 일단
P1 	: 응응
P0 	: 밤바다 봐야돼!
P1 	: 헐 너무 좋지ㅠㅠㅠ
P0 	: 여수 밤바다 노래 알쥐?!
P1 	: 여수는 당연히 밤바다 보러가는 거지~~
P1 	: 맛집도 가자
P0 	: 노래에도 나오니까 한번 가줘야지~~
P0 	: 그랭
P1 	: 난
P0 	: 생각해둔거있어?
P1 	: 여수당 아이스크림 먹고싶어ㅎㅎㅎㅎ
P0 	: 아하
P0 	: 거기 맛집이래?
P1 	: 거기 옥수수 아이스크림이 유명하대!
P0 	: 오
P1 	: 그리고 바다니까 회도 먹자
P0 	: 내가 보니까 쑥 아이스크림도있네
P1 	: 쑥 아이스크림 무슨 맛일까??
P0 	: 음....상상이 안돼....ㅋㅋㅋㅋ
P1 	: ㅋㅋㅋㅋㅋㅋ우리 회도 먹자!수산시장 가서
P0 	: 좋아좋아
P0 	: 회 필수지!!
P1 	: 아 그러면 숙소는 어떻게 하지?
P0 	: 음
P0 	: 넌 호텔이 좋아 에어비엔비가 좋아?
P1 	: 난 호텔^^
P0 	: 구랭
P0 	: 찾아보자
P0 	: 어디서 봐야되지?
P1 	: 나는 인스타같은 sns 찾아볼게
P0 	: 나는 그럼 호텔스닷컴 어플에서 볼게
P1 	: 잘 찾았어?
P1 	: 인스타보니까 풀빌라 가고싶다ㅠ
P0 	: 아 헐 풀빌라 나도 가보고싶었음 ㅠ
P0 	: 얼마 정도 해?
P1 	: 앗 근데 성수기라 비싸다ㅠㅠ
P0 	: 아....그렇네....ㅠㅠㅠ
P1 	: 8월에 사람들이 많이 휴가와서 그런가봐..
P0 	: 너 돈 얼마나 쓸 수 있어?
P1 	: 난 20만원!넌?
P0 	: 음 나도 그정도는 될듯!
P0 	: 그럼 우리 좀 더 저럼한거 가야겠다ㅠ
P1 	: 그럼 풀빌라는 돈 많이 벌어서 담에 가자...^^
P0 	: 구랭구랭...^^
P1 	: 에어비엔비 ㄱ?
P0 	: 에어비엔비 2박에 10만원정도에 될거같음!
P1 	: 헐 좋다!
P1 	: 그럼 교통은 어떻게 할까?
P0 	: 음 비행기랑 기차 찾아보고 비교해보자
P1 	: 갈때는 빨리 가는 게 좋으니까 비행기 탈까?
P0 	: 그럴까??
P0 	: 그럼 공항버스도 찾아봐야겠다
P1 	: 응응 그러자
P1 	: 공항버스 11시꺼 탈까?
P0 	: 음 그러면 우리 3시는 되야 도착하지 않나?
P0 	: 좀 더 일찍가자!
P1 	: 그래그래 그럼 9시?10시?
P0 	: 9시에 공항버스를 타고
P0 	: 10시 반비행기 타자!
P1 	: 응응
P1 	: 딱 적당한 것 같아
P0 	: 도착해서 바로 점심 먹으면 될듯!
P1 	: 그러면 공항버스는 구성역에서 타는거야?
P0 	: 아니아니! 오리역에서 타야돼
P0 	: 아님 미금이나
P1 	: 오리역이 더 가까우니까 오리역에서 타자!
P0 	: 그래!
P0 	: 너 오리역 갈때 31번 타나?
P1 	: 31번이 오리역까지 안가서 중간에 갈아타야함ㅠㅠ
P0 	: 아 진짜?? 아 그러네ㅠ
P0 	: 너 한번에 가는 버스 있어?
P1 	: 1241번 버스 있는데 비싸서 중간에 갈아타려고!
P0 	: 아 그 버스
P1 	: 넌?
P0 	: 근데 오리역까지는 요금 기본요금 아니야?
P1 	: 1241번은 빨간버스라 비싸ㅠㅠㅠㅠ
P0 	: 아 그래?ㅠ
P0 	: 난 다행이 마을버스 있다!
P1 	: 우와 부럽다! 몇 번 타고 가냐?
P0 	: 33번이나 26번 타려구!
P1 	: 오오
P1 	: 나 짐 미리 싸려고 하는데 우리 물놀이 할꺼야?
P0 	: 아 물에 당근 들어가야지!
P0 	: 여름이잖아!
P1 	: 그럼 수영복이랑 갈아입을 옷 넉넉하게 챙겨야겠당
P0 	: 좋아좋아
P0 	: 우리 해수욕장 어디로 갈까?
P1 	: 해수욕장 어디가 유명해?
P1 	: 숙소 근처로 가자
P0 	: 숙소가 위치가 어디더라?
P1 	: 여수시 오동도로!
P0 	: 아하
P0 	: 그럼 우리 모사금 해변이나
P0 	: 검은모래해변 가자!
P1 	: 응응
P1 	: 겸은모래해변?그게 모야?
P1 	: 검
P0 	: 몰라 약간 모래가 검은색이라 그런가?
P0 	: 예쁘다고 들었어!
P1 	: 헐 우리 거기갈래?궁금하다!!
