# FILE DATA
ID : MDRW2100003021
category :  온라인 대화 > 2인 대화

# DOCUMENT DATA
title : 온라인 대화
author : 개인 대화 참여자
publisher : 심심이
date : 20210821
topic : 가사 및 가족

# SPEAKER_INFO
id : 1
age : 40대 이상
occupation : 가정 주부
sex : 여성
birthplace : 경기
principal_residence : 경기
current_residence : 충남
device : 스마트폰
keyboard : 2벌식(쿼티)

id : 2
age : 30대
occupation : 가정 주부
sex : 여성
birthplace : 전남
principal_residence : 경기
current_residence : 경기
device : 스마트폰
keyboard : 2벌식(쿼티)

# SETTING
relation  :  낯선 사람
intimacy  :  0
contact_frequency  :  처음 연락한다

P0 	: 안녕하세요 ㅎㅎ
P1 	: 넵 &name1&님~~ 간만에 이야기 하는 기분이네여 ㅎㅎ
P0 	: 네 ㅎㅎ
P0 	: 아이는 놀고 있나요?
P0 	: 자나요?
P0 	: 저희 애들은 어릴때 너무 늦게자서 힘들었어요
P0 	: 층간소음이 늦게자면 밤에 발생 하니까요
P0 	: 넘 힘들더라구요
P1 	: 저희는 주택이라 ㅎㅎㅎ
P1 	: 그런 걱정은 없어요
P0 	: 오 너무 이상적이네요
P0 	: 전 아파트만 살아서 힘들었어요
P1 	: 에궁 그러셨구낭  ~~
P1 	: 이제 다 크셔서 다행일거 같은 느낌 ? 이네요 ㅎㅎ
P0 	: 근데 저 아들놈이 나이값 못하고
P0 	: 뜁니다 ㅡㅡ
P0 	: 몸은 어떠세요?
P0 	: 비도오고 힘들지 않으세요?
P1 	: 아 저는 코로나때문에   무기력한거 빼곤 괜찮아요 ㅎㅎ
P1 	: &name1&님은  비오면 몸 아프시군요 ㅠㅠ
P0 	: 다행이네요
P0 	: 전 무릎 수술해서 좀 그래요
P0 	: 예전에 맨홀에 빠진적 있어요 ㅋㅋ
P1 	: 아공  무릎 수술  ㅜㅜ
P1 	: 수술한자리는 날씨 안좋으면 바로 티난다 하더라구요
P0 	: 네 티나요 땡겨요
P1 	: 집안일 조금만 하셔야 겠어요 ㅜㅜ
P1 	: 아프면 더하기 싫은게 집안일
P0 	: 맨날 하기 싫긴해요
P0 	: 밤이 한가하시죠?
P0 	: 항상 낮엔 뭔가 여유가 없어요
P1 	: ㅎㅎ그런거 같아요 오롯이 ~ 혼자만의 시간 ㅎㅎㅎ
P0 	: 네 엄마들의 자유시간이죠
P0 	: 이때 만화도 보고 핸드폰으로 막 여가보내요
P1 	: ㅎㅎㅎ 동감이요
P0 	: 카카오 페이지도 보고요
P0 	: 아 게임도 하고요
