# FILE DATA
ID : MDRW2100023262
category :  온라인 대화 > 2인 대화

# DOCUMENT DATA
title : 온라인 대화
author : 개인 대화 참여자
publisher : 심심이
date : 20210829
topic : 일상 트렌드>콜라보레이션 마케팅(곰표, 진로 두꺼비 등)

# SPEAKER_INFO
id : 1
age : 30대
occupation : 가정 주부
sex : 여성
birthplace : 광주
principal_residence : 광주
current_residence : 경남
device : 스마트폰
keyboard : 기타

id : 2
age : 20대
occupation : 무직/취업 준비생
sex : 여성
birthplace : 경기
principal_residence : 대전
current_residence : 대전
device : 스마트폰
keyboard : 천지인

# SETTING
relation  :  낯선 사람
intimacy  :  0
contact_frequency  :  처음 연락한다

P0 	: &name2& 안녕하세요
P0 	: 콜라보 제품 보신거나 구매하신거 있으신가요^^
P1 	: 안녕하세요!
P1 	: 로아랑 맘스터치 콜라보한거 산 적 있어요!!
P0 	: 우와! 게임과 콜라보를했군요^^
P0 	: 전 곰표 맥주랑 곰표 식혜를 봤어요 ㅋㅋ
P0 	: 참! 어제는 홈플러스에 갔다가 진로인형도 봤어요 ㅋ
P1 	: 네!
P1 	: 오??ㅋㅋㅋㅋ 다양하네요
	  진로인형이면 두꺼비 인형인가요???
P0 	: 네 두꺼비에요ㅋㅋㅋㅋㅋㅋ
P0 	: 제스탈은아니라 그냥 지나왔네요 ㅍㅎㅎ
P1 	: ㅋㅋㅋ티비로 볼때는 귀엽던데 인형도 그 느낌이 살아있나요?
P0 	: 쫌덜귀여운거같아요ㅋ
P0 	: 전 요즘 폰케이스 콜라보에 빠져있어욬ㅋㅋ
P1 	: 폰케이스 콜라보는 어떤거에요??
P0 	: 이번에 지플립3를 구매했거든요
P0 	: 근데 이 폰 케이스를
P0 	: 엄청나게 많은 브랜드에서 콜라보해서
P0 	: 많이나와있어용!ㅎㅎ
P0 	: 위글위글부터 이마트24 심지어 레미안 까지욯ㅋㅋ
P1 	: 오..ㅋㅋㅋ 신기하네요
P1 	: 진짜 다양하네요ㅋㄲㅋㅋㅋ
P1 	: 폰꾸미기가 인기니 마케팅도 넓어지는것 같네요
P0 	: 그쵸 저도 이번에 콜라보보면서 아 이렇게 많은 콜라보들이 있었구나 알았어요!
P0 	: 현대백화점 판교점에서는
P0 	: 아예 곰표 콜라보로  곰표하우스? 스토어 열었다더라구요
P0 	: 맥주 쿠키 티셔츠 등등 30가지나 판매한대요
P1 	: 우와ㅋㅋㄲ 곰표.. 밀가루로만 기억했는데 그렇게 다양하다니 신기하네요
P0 	: 그쵸 엄청 다양해서 저도놀랬어요
	  전부 하나같이 곰표 밀가루처럼 생겨서는 더신기해요ㅋㅋㅋ
