# FILE DATA
ID : MDRW2100015021
category :  온라인 대화 > 2인 대화

# DOCUMENT DATA
title : 온라인 대화
author : 개인 대화 참여자
publisher : 심심이
date : 20210825
topic : 공연 및 관람>공연/전시회 및 관람

# SPEAKER_INFO
id : 1
age : 30대
occupation : 사무 종사자
sex : 여성
birthplace : 서울
principal_residence : 서울
current_residence : 서울
device : 스마트폰
keyboard : 천지인

id : 2
age : 30대
occupation : 경영/관리직
sex : 여성
birthplace : 서울
principal_residence : 서울
current_residence : 서울
device : 스마트폰
keyboard : 나랏글

# SETTING
relation  :  낯선 사람
intimacy  :  0
contact_frequency  :  처음 연락한다

P0 	: 공연 좋아하세요?
P0 	: 전 콘서트 뮤지컬 좋아해ㅛ
P1 	: 저는 연극을 좋아해요
P0 	: 연극 어떤 거 보셨어요?
P1 	: 이제는 코로나로 못 간지 오래되서 가물가물하네요
P0 	: 마지막이 언제쯤이세요?
P1 	: 뮤지컬은 어떤걸 좋아하시나요?
P0 	: 대극장이 볼거리는 많은데 금액이 부담스러워요
P1 	: 20년도 1월이네요.. ㅜㅜ
P1 	: 그렇죠 .. 아무래도 금액을 무시 못하죠
P0 	: 아득하네요 전 마지막 공연이 19년 말이네요
P1 	: 콘서트나 뮤지컬이 좋으시면 노래를 좋아하시나봐요?
P0 	: 공연장가면 웅웅 발로 진동오는게 집에서 보는것과 큰 차이인거같아요
P1 	: 진짜 아득하네요
P1 	: 네네 저도 공연장의 그 울림은 좋아요
P0 	: 네 요즘은 온라인공연으로 대신합니다
P1 	: 연극무대는 배우님의 발성을 느낄수있어요 ㅎㅎ
P0 	: 조성진공연 영상 자주 찾아보고있어요
P1 	: 피아니스트 조성진이요?
P0 	: 아 진짜요? 가까이서 보면 신기할거같아요
P0 	: 네 정명훈 지휘로
P1 	: 우와
P1 	: 그럼 좋아하시는 곡은 있으신가요?
P0 	: 네 베토벤의 황제 요즘 자주 봐요
P0 	: 추천합니다
P1 	: 베토벤이면 웅장할거 같은데..
P1 	: 네 기회가 되면 들어볼께요
P1 	: 추천감사합니다~
P0 	: 그런데 피아노라 굉장히 섬세해요
P0 	: 네 꼭 들어보세요
P0 	: 영화는 좋아하시나요?
P1 	: 영화는 재밌다고 하는걸 보러가는 편이예요..
P1 	: 좋아하는 배우님이 나오는것도 보러가지만요 ㅎㅎ
P1 	: 어떤 영화를 좋아하시나요?
P0 	: 전 소소한 로코 좋아해요
P0 	: 죽고 죽이는건 좋아하지않아요ㅜ
P1 	: 저도 개인적으로 죽고 죽이는 스릴러는 별로예요
P1 	: 저는 애절한 로맨스도 좋아해요
P0 	: 가장 추천하는 영화가 있나요?
P1 	: 미드나잇파리나 어바웃타임이 지금은 기억나네요 ㅎㅎ
P0 	: 저도 어바웃타임 좋아해요
P0 	: 오에스티가 최고죠
P1 	: 네네
P0 	: 최고의 명장면 뭐라 생각하세요?
P1 	: 오에스티도 좋고 영상미도 예뻐서요
P0 	: 결혼식 장면 좋아해요
P1 	: 둘만의 청혼장면도 좋아요.. 시간을 돌려서 맞췄지만요
P1 	: 결혼식장면은 영상미도 그 따뜻한 분위기도 좋아요
P0 	: 그 부분이 쫌 웃기죠.
P0 	: 비가 오는데도 다들 행복해보여서 좋아요
P1 	: 그러니까요
