# FILE DATA
ID : MDRW2100021163
category :  온라인 대화 > 2인 대화

# DOCUMENT DATA
title : 온라인 대화
author : 개인 대화 참여자
publisher : 심심이
date : 20210828
topic : 콘텐츠>도서, 잡지

# SPEAKER_INFO
id : 1
age : 20대
occupation : 학생
sex : 여성
birthplace : 인천
principal_residence : 인천
current_residence : 인천
device : 스마트폰
keyboard : 2벌식(쿼티)

id : 2
age : 20대
occupation : 학생
sex : 여성
birthplace : 서울
principal_residence : 인천
current_residence : 인천
device : 스마트폰
keyboard : 2벌식(쿼티)

# SETTING
relation  :  지역>고향 및 이전 거주지 지인
intimacy  :  4
contact_frequency  :  주 1회 미만

P1 	: 아 ㄱㅊㄱㅊ
P1 	: 그냥 더 조사하라는 뜻이었음
P0 	: 뭔내용이었음?
P0 	: 아
P0 	: 그치
P1 	: 그로신에도 그런 거 엄청 많잖아
P0 	: 맞음
P1 	: 그리스 로마 신화에
P0 	: ㅇㅇㅇ엉
P1 	: 막 이곳저곳 아주그냥
P1 	: 아휴
P0 	: 그것도잘못해석한거있지않았음?
P0 	: 봤던거같은데
P0 	: 아닌가?
P0 	: 어쨋든그런기록들도
P0 	: 다
P0 	: 남자입장에서정리하고
P0 	: 남자가해석한거라
P0 	: 걸러서봐야하는듯
P1 	: 아 거의
P1 	: 이름을 잘못썼대
P1 	: 아니 그래도 그런 원형이 있어서 키르케 같은 작품도 나오고
P1 	: 눈물난다
P0 	: 그치
P1 	: 나도 한챕터 밖에 못봤지만
P0 	: 그런해석은개인의견이
P0 	: 들어갈수밖에없엇
P0 	: 키르케는뭐임?
P0 	: 책?
P1 	: 신화를 기반으로 나온 책인데
P0 	: 엉ㅇㅇㅇ
P1 	: 신의 자식이지만 능력없다고 천대받던 여성 신이
P1 	: 배신 당하고 쫓겨나게 되는데
P0 	: 옹ㅇㅇㅇ
P1 	: 그곳에서 자신의 능력을 깨닫고 강해지는 그런 이야기임
P0 	: 오
P0 	: 헐
P0 	: 재밌겠다
P1 	: 자신이 뭘 잘하는지 깨닫고 그런가림
P0 	: 읽어봤어,?
P0 	: 벌만해?
P1 	: ㅇㅇㅇ
P1 	: 문체가 술술 읽히는 문체임
P1 	: 나온지도 오래되지 않았음
P1 	: 근데 나도 아직 한 챕터 밖에 안읽음
P0 	: 오
P0 	: 한번읽어봐야할듯
P0 	: 우선여자가주인공이면
P0 	: 기본적으로재밌음
