# FILE DATA
ID : MDRW2100025749
category :  온라인 대화 > 2인 대화

# DOCUMENT DATA
title : 온라인 대화
author : 개인 대화 참여자
publisher : 심심이
date : 20210901
topic : 콘텐츠>게임 콘텐츠

# SPEAKER_INFO
id : 1
age : 20대
occupation : 사무 종사자
sex : 여성
birthplace : 광주
principal_residence : 대구
current_residence : 대전
device : PC(데스크탑/노트북)
keyboard : 2벌식(쿼티)

id : 2
age : 20대
occupation : 기타
sex : 여성
birthplace : 서울
principal_residence : 해외/기타
current_residence : 경기
device : 스마트폰
keyboard : 2벌식(쿼티)

# SETTING
relation  :  낯선 사람
intimacy  :  0
contact_frequency  :  처음 연락한다

P0 	: 안녕하세요~
P0 	: 게임 하시는 것 있으신가요??
P1 	: 안녕하세요~~
P1 	: 저는 쿠키런 킹덤하고 펭귄의 섬 이렇게 2개 하고 있어요!!
P1 	: &name1&님은 하고 계시는 게임있으세요??
P0 	: 와 저도 쿠킹덤해요!!!
P0 	: 요즘 좀 시들시들하긴 하지만... 쿠킹덤이랑 쿠키런이랑 병행해서 하고있어요 ㅋㅋㅋㅋ
P1 	: 저도 쿠키런 폰에서 안지우기는 하는데 가끔 들어가보고 거의 킹덤만 하고 있어욬ㅋㅋㅋㅋ
P1 	: 쿠키런은 쿠키들이 너무 많아서 새쿠키 모으기가 어려운데 쿠킹덤은 시작부터 해서 그런가 쿠키 색칠되는 재미가 쏠쏠하더라구욬ㅋㅋㅋ
P0 	: 아 전 쿠키런 시작한지 얼마안됐어욬ㅋㅋㅋ 예전에 for카카오 버젼때 열심히했었는데 오븐브레이크는 안하다가 ㅜㅜ 최근에 깔아서
P0 	: 오랜만에하니까 소소한 재미를...느끼는 중이예욬ㅋㅋㅋㅋ
P1 	: 저두욬ㅋㅋㅋ 카카오때 하다가 안했는데 오븐 브레이크 생겼다길래 들어갔더닠ㅋㅋㅋ
P1 	: 쿠키들이 너무 많더라구욬ㅋㅋㅋㅋ
P0 	: 맞아요...뭐가 너무 많고 쿠키랑 펫 모으는 것도 벅찬데
P1 	: 맞아요ㅠㅠㅠㅠㅠㅠ
P0 	: 보물까진 못맞추겠더라구요 ㅋㅋㅋㅋㅋㅋ
P0 	: 그냥 되는대로 하고 있어요 ㅋㅋㅋㅋㅋ
P1 	: 흑백인거 채우고 칠해주고 싶은데 쿠키런은 쿠키랑 펫이 있고... 거기에 신쿠랑 펫도 너무 자주자주 나와서 반쯤 포기한거 같아욬ㅋㅋㅋ큐ㅠㅠ
P0 	: 맞아요 ㅠㅠㅋㅋㅋㅋㅋㅋㅋ 신규쿠키도 자주나오고 이벤트도 자주 나와서
P0 	: 컨텐츠를 다 누리기엔 기력이 없더라구요...
P1 	: 어우 맞아요ㅠㅠ
P0 	: 쿠킹덤은... 신규쿠키는 나오는 족족 다 모으고 있긴한데
P0 	: 키우는게 빡세더라구여 ㅠㅠ
P1 	: 그건 그래요ㅜㅠ
P1 	: 그래도 킹덤은 색칠되는 맛으로라도 하고 있는데
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋ큐ㅠ 전 킹덤 에피소드10 마지막에서 막혀서 쿠키 키워야하는데
P0 	: 자주 접속을 안하다보니... 늘어지고 있어욬ㅋㅋㅋ큐ㅠ
P1 	: 퓨바나 바요, 에픽들 너무 안나와서 아레나에서 열심히 지고 있고..... 길드전도 매번 용한테 열심히 뚜까 맞고 있어욬ㅋㅋ쿠ㅠㅠㅜ
P1 	: 저는 어둠모드 에피9 초반에서 헤어나오질 못하고 있어욬ㅋㅋ
P0 	: 저희 길드는 심지어 망해가고 있어요...
P1 	: 왜여?ㅠㅠ
P0 	: 앜ㅋㅋㅋㅋㅋ큐ㅠㅠ 어둠모드 저는 9 다 깼는데 일반에피 10을... 못깨서...ㄸㄹㄹ
P0 	: 아 길드 사람들이 다들 접고 떠나가고 하면서
P0 	: 순위가 점점 떨어지고 있거든욬ㅋㅋㅋ
P1 	: 설마 그 ㅁㄹㄷ 사건 이후로 그런가요?ㅠㅠ
P0 	: 그거랑은 관계없을걸요... 랭킹 상위길드 이런게 아니고 그냥 있던(?) 길드라서...
P0 	: 근데 그냥 좀 슬슬 접는 사람들이 보이더라구요 ㅋㅋㅋㅋ
P1 	: 그래도 그거보고 안하시는 분들이 꽤 있으신거 같더라구요ㅠㅠ
P1 	: 솔직히.. 맨날 하다보면 지겨운건 맞아서...
P0 	: 맞아요... 이렇다할 컨텐츠가 딱히 없는 게임이라 ㅋㅋㅋㅋㅋㅋㅋ
P1 	: 저도 초반에는 거의 붙들다 시피했는데 지금은 뛰엄띄엄하고 있어욬ㅋㅋㅋ
P1 	: 오징어도 5단계 올라가니까 다들 못잡아서 거의 방치중이고...
P0 	: 저는 요즘엔 진짜 하루에 딱 한 번...의무적으로 접속하는 느낌...
P1 	: 저두욬ㅋㅋㅋㅋ
P0 	: 아 맞아욬ㅋㅋㅋㅋㅋ5단계부터 못잡겠어요 ㅠㅠㅋㅋㅋㅋㅋ
P1 	: 지금 들어가는 것도 그나마 문어같은 오징어 뽑는것 때문에 들어가는데 별 2개찍으니까 그것도 시들해지고....
