# FILE DATA
ID : MDRW2100044397
category :  온라인 대화 > 2인 대화

# DOCUMENT DATA
title : 온라인 대화
author : 개인 대화 참여자
publisher : 심심이
date : 20210907
topic : 연애와 결혼

# SPEAKER_INFO
id : 1
age : 20대
occupation : 학생
sex : 여성
birthplace : 서울
principal_residence : 서울
current_residence : 경기
device : 스마트폰
keyboard : 2벌식(쿼티)

id : 2
age : 20대
occupation : 학생
sex : 여성
birthplace : 울산
principal_residence : 경기
current_residence : 경기
device : 스마트폰
keyboard : 2벌식(쿼티)

# SETTING
relation  :  낯선 사람
intimacy  :  0
contact_frequency  :  처음 연락한다

P1 	: 저도 많지는않지만
P0 	: 솧님
P0 	: 네네
P1 	: 연애를많이해봤는데
P1 	: 네네네네ㅔㅔ
P0 	: 혹시 몇개 태우셨유요?
P0 	: 네네네
P1 	: 먼저말씀하세요
P1 	: ?!
P1 	: 태우셨다뇽
P0 	: 몇개
P0 	: 채우셨
P0 	: 아
P1 	: 앜
P0 	: 급 잔인
P1 	: 잠만룡
P1 	: 보고올게요
P0 	: 남자 몇 명
P0 	: 보냈냐는
P0 	: 것 같네요
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: ㅋ큐큐ㅠㅠ
P1 	: 헐저151갸
P1 	: 되었습니댜
P1 	: 이야호~~~
P0 	: 대박!!!!!
P1 	: 덕분에에요~~
P0 	: 넘넘 축하드려요
P1 	: 꺄아아ㅏ아아아아ㅏㅇ앙
P0 	: 울 솧님
P0 	: 히히
P1 	: 감사합니다~~~~~~
P1 	: 꺄아아ㅏ아아아ㅏ앙
P1 	: 들디님덕분엥~~~~
P1 	: 이야~~~
P1 	: 아근데
P0 	: 꺄아아아아앙
P1 	: 들디님은
P0 	: 네네
P1 	: 몇개채우셨나요
P1 	: 들디님 치킨드셔야만
P0 	: 혹시 모르니까 제출 중간중간 하자구요!
P0 	: 네네
P1 	: 네넨
P0 	: 아 저는
P0 	: 저는
P0 	: 529개입니다.
P1 	: 넹
P0 	: (근엄
P1 	: 헐랭ㄷ
P1 	: 대박
P1 	: 통괴는
P1 	: 통과는
P1 	: 몇개되셨나요
P0 	: 어제 다 채워서
P0 	: 통과는 딱 500이에요!
P0 	: 그래서
P0 	: 정든 사람들
P0 	: 제출
P0 	: 도와드리려고
P1 	: 와아아아아앙
P1 	: ㅋ큐큐ㅠ큐ㅠㅠㅠ
P0 	: 들어왔어요
P1 	: 넘멋져요ㅠㅠㅠ
P0 	: 의리의 와들디#~~~~
P1 	: 꺄악
P1 	: 와들디~~~
P0 	: 솧님 연애 많이 해보셨다고 하셨는데
P0 	: 네네
P0 	: (집중
P0 	: 재미난 이야기
