# FILE DATA
ID : MDRW2100023278
category :  온라인 대화 > 2인 대화

# DOCUMENT DATA
title : 온라인 대화
author : 개인 대화 참여자
publisher : 심심이
date : 20210829
topic : 일상 트렌드>콜라보레이션 마케팅(곰표, 진로 두꺼비 등)

# SPEAKER_INFO
id : 1
age : 30대
occupation : 가정 주부
sex : 여성
birthplace : 광주
principal_residence : 광주
current_residence : 경남
device : 스마트폰
keyboard : 기타

id : 2
age : 30대
occupation : 전문가 및 관련 종사자
sex : 여성
birthplace : 인천
principal_residence : 인천
current_residence : 인천
device : 스마트폰
keyboard : 천지인

# SETTING
relation  :  낯선 사람
intimacy  :  0
contact_frequency  :  처음 연락한다

P0 	: 안녕하세요 &name2&^^
P0 	: 콜라보제품 아시는거나 구매해보신거 있으신가요?ㅎㅎ
P1 	: 곰표 맥주 한번 먹어봤습니다
P1 	: 베스킨라빈스에서 콜라보한 아이스크림들도 몇번 먹어봤네요
P0 	: 오 곰표맥주^^
P0 	: 곰표 식혜도 나왔더라구요 ㅋㅋ
P1 	: 네네 들었어요ㅋㅋ
P1 	: &name1&은요?
P1 	: 콜라보제품 구매해보신 것 있나요?
P0 	: 아니요 전 구매해본적이 없네요ㅠ 어제 홈플러스에 갔다가
P0 	: 진로 인형을 봤어요 ㅋㅋ
P1 	: 아 두꺼비 인형이요?ㅎㅎ
P0 	: 네 ㅋㅋㅋ맞아요 그거 ㅋㅋㅋ
P0 	: 제스탈은 아니라 그냥 지나왔지만요^^;
P1 	: 저 진로 두꺼비 감자칩 봤어요 어제
P0 	: 앗 진짜요? 과자에요?ㅋㅋㅋ
P0 	: 오늘 홈플가서 과자코너 엄청 열심히봤는데
P0 	: 너무신기하네요 ㅋㅋㅋ 진로 감자칩이라니
P1 	: 저도 어제 편의점에서 보고
P1 	: 오 감자칩까지 콜라보하다니
P1 	: 싶었어요ㅋㅋ
P0 	: ㅎㅎ혹시 뷰티 콜라보도 보셨나요?ㅎㅎ
P0 	: 비플레인은  요리용 연두랑 콜라보를 했더라구요~~
P1 	: 뷰티콜라보요?
P1 	: 아 진짜요?!!
P1 	: 콜라보의 영역이 엄청 넓네요
P0 	: 그쵸^^ 저도 이번에 알게됐어요
P0 	: 너무 구매하고싶게 귀여운게 많더라구요!
P1 	: 어떤 콜라보 제품이 가장 눈길을 끄셨어요?
P0 	: 전 아이들신발이요!ㅋㅋ
P0 	: 아디다스에서
P1 	: 아아 아이들 신발
P0 	: 디즈니랑
P0 	: 콜라보했던거용ㅎㅎ 너무귀여웠어요
P1 	: 아 그거 넘 귀여웠죠
