# FILE DATA
ID : MDRW2100042582
category :  온라인 대화 > 2인 대화

# DOCUMENT DATA
title : 온라인 대화
author : 개인 대화 참여자
publisher : 심심이
date : 20210906
topic : 식음료

# SPEAKER_INFO
id : 1
age : 30대
occupation : 무직/취업 준비생
sex : 여성
birthplace : 인천
principal_residence : 인천
current_residence : 인천
device : 스마트폰
keyboard : 2벌식(쿼티)

id : 2
age : 20대
occupation : 기타
sex : 여성
birthplace : 부산
principal_residence : 부산
current_residence : 부산
device : 스마트폰
keyboard : 2벌식(쿼티)

# SETTING
relation  :  낯선 사람
intimacy  :  0
contact_frequency  :  처음 연락한다

P0 	: 오늘 &name2&님 영업하려고 심심이 했어요
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: ㅋㅋㅋㅋ오늘 영업력이 쩌시네욬ㅋㅋㅋ
P0 	: 오늘 심심이는 성공적이었군여
P1 	: 제 입맛을 자극하셨어요 ㅋㅋㅋㅋㅋ
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 아니 새로운 정보 서로 알아가면 좋으니까요
P0 	: 저 간식 마음속에 저장했답니다
P1 	: ㅎㅎ 저도요
P1 	: 이렇게 유용한 심심이라니 ㅎㅎ
P0 	: ㅋㅋㅋㅋ 복숭아빵 약과
P0 	: 저장했어요 아 녹차꽃빵도 ㅋㅋㅋ
P1 	: ㅋㅋㅋ저도 수박이랑
P1 	: 앗 체리는 탈락이라 수박 저장했어욬ㅋㅋㅋㅋ
P1 	: 아 트러플오일도!
P0 	: ㅋㅋㅋㅋ 나중에 기회되시면 드세여
P0 	: 수박은 정말 대추천
P1 	: 정말 먹어볼겁니닼ㅋㅋㅋㅋㅋㅋ
P0 	: 트러플오일은 그정도 가격이면 맛있어야될거 같아요ㅋㅋㅋㅋ
P1 	: 으아
P1 	: 차 담궜었는데
P1 	: 대화하다 잊었어욬ㅋㅋㅋㅋㅋㅋ
P0 	: 안빼셨나보네요!!!
P0 	: 아이쿠야
P1 	: 안써서 다행이긴한뎈ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 진한 맛이겠어요
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋ아이고
P0 	: 무슨 차 드세요??ㅋㅋ
P1 	: 오설록 제주화산암차!
P1 	: 고소하고 맛있어요 ㅎㅎ
P0 	: 맛있나요?? 저 오설록에서 차 먹어본적 없어요
P0 	: 스프레드랑 웨하스는 먹었는데 ㅋㅋㅋㅋ
P1 	: 맛있어요!
P1 	: 가향차 좋아하시면 아무거나 드샤도 맛있을거같은데
P1 	: 저는 녹차나 우롱차 좋아해서
P1 	: 이런거 고소하니좋아요 ㅎㅎ
P0 	: 오설록차도 도전해보겠습니다 ㅋㅋㅋ
