# FILE DATA
ID : MDRW2100046927
category :  온라인 대화 > 2인 대화

# DOCUMENT DATA
title : 온라인 대화
author : 개인 대화 참여자
publisher : 카카오톡
date : 20211108
topic : 가사 및 가족

# SPEAKER_INFO
id : 1
age : 20대
occupation : 사무 종사자
sex : 남성
birthplace : 전남
principal_residence : 전남
current_residence : 전남
device : 스마트폰
keyboard : 2벌식(쿼티)

id : 2
age : 20대
occupation : 학생
sex : 여성
birthplace : 서울
principal_residence : 서울
current_residence : 서울
device : PC(데스크탑/노트북)
keyboard : 2벌식(쿼티)

# SETTING
relation  :  낯선 사람
intimacy  :  0
contact_frequency  :  처음 연락한다

P0 	: 안녕하세요~
P1 	: 안녕하세요!
P1 	: 셀프인테리어 해보셨나요 ㅎㅎ?
P0 	: 아니요 안해봤어요
P0 	: 하지만 한번 해보고싶어요
P1 	: 엇 왜 안해보셨나용 ㅎㅎ
P0 	: 인테리어 하고싶긴한데 비용이 많이들꺼같아서요
P1 	: 아 돈이 좀 들긴하겠죠 흑흑
P1 	: 저도 셀프페인트 도구 장바구니에만 담아놓고
P1 	: 안산지 반년째에요
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 비용도 그렇고 월세라
P0 	: 내집이 아니라 함부러 못하겠어요
P0 	: ㅋㅋ
P1 	: 아아아
P1 	: 그쵸 ㅋㅋㅋ 그거
P1 	: 집주인 동의 얻어야된다고
P1 	: 하더라구요...허허
P0 	: 집주인이 원상복구하라고하면
P1 	: 헉
P0 	: 무서워요
P1 	: 아 그쵸.....
P1 	: 서럽군
P1 	: 근데 자기 집이어도
P1 	: 참 귀찮더라고요
P1 	: ㅋㅋㅋㅋㅋㅠㅠ
P1 	: 처음에 인테리어를 잘해놓을걸...
P1 	: 뭐 그런 생각만 들고
P1 	: 누워만 있게되는
P1 	: 키키
P0 	: 제 성격엔 인테리어해도
P0 	: 몇일지나면
P0 	: 집 난장판될꺼같아요 ㅋㅋ
P1 	: ㅎㅎㅎㅎ 집은
P1 	: 험하게 쓰는 맛이죠
P1 	: 크크
	  
