# FILE DATA
ID : MDRW2100004443
category :  온라인 대화 > 2인 대화

# DOCUMENT DATA
title : 온라인 대화
author : 개인 대화 참여자
publisher : 심심이
date : 20210821
topic : 콘텐츠>영상/음원 콘텐츠

# SPEAKER_INFO
id : 1
age : 20대
occupation : 학생
sex : 여성
birthplace : 경남
principal_residence : 충남
current_residence : 충남
device : 스마트폰
keyboard : 2벌식(쿼티)

id : 2
age : 20대
occupation : 학생
sex : 여성
birthplace : 경기
principal_residence : 경기
current_residence : 경기
device : 스마트폰
keyboard : 2벌식(쿼티)

# SETTING
relation  :  낯선 사람
intimacy  :  0
contact_frequency  :  처음 연락한다

P0 	: 안녕하세요
P1 	: 안녕하세요~ 요새 즐겨보시는거 있나요~~?
P0 	: 요즘은 유튜브 돌아다니면서 추천영상만 보고 따로 찾아보지는 않고 있어요
P1 	: 헉 글쿤요 하긴 넷플 왓챠 같은것도 너무 많아서 못고르겠더라구요 ㅋㅋㅋ ㅠㅠ 계속 썸네일만 보니가 뭔가 안봣는데 본것같고
P0 	: 맞아요ㅎㅎ
P1 	: 전 최근에 친구가 추천해줘서 유투브에 우정리노트라고 그건 열심히 본거같아요 ㅋㅋ
P0 	: 저는 넷플릭스 맨날 돈 내고 일주일간만 보다가 결국은 안 보게 되더라고요
P0 	: 우정리노트는 뭐하는 컨텐츠예요??
P1 	: 그 ㅂ채널이름이 자빱TV이고 자빱님이 원래는 게임 스트리머신데
P1 	: 마인크래프트로 스토리있는 컨텐츠? 를 만드시더라구요
P1 	: 초딩게임으로  감동 휴먼 서스펜스를 만들어요..
P0 	: 아 자빱님 들어본 것 같아요
P0 	: 마인크래프트 초등학생들만 하는 거라고 생각했었는데 그런 것도 할 수 있나보네요
P0 	: 저는 요새 갑자기 신서유기 영상 많이 뜨길래 그거 많이 보고 있어요
P1 	: 신서유기 친구가 시간때우기로 보더라구요.!  전 한번도 본적은 없어요 ㅋㅋㅋㅠ
P1 	: 미드같은것도 보시나요~?
P0 	: 넷플릭스로 오렌지블랙 뭐더라..
P0 	: 넷플릭스에 뜨는 거 봤었어요ㅎㅎ
P0 	: 이름은 자세히 기억 안 나지만 여자 교도소 얘기였어요
P1 	: 헉 오렌지이즈뉴블랙맞죠ㅋㅋㅋㅋㅋ 저 그거 좋아했어요,,
P1 	: 19라 부모님하고는 못보는 ,, ㅋㅋㅋ
P0 	: 맞아요ㅋㅋㅋㅋ
P0 	: 저는 사실 사람 얼굴을 잘 못 알아보거든요
P0 	: 사람이 많이 나오면 다 섞여서 기억을 잘 못하는데
P0 	: 오랜지이즈뉴블랙 사람 많이 나오니까 또 헷갈리더라고요
P1 	: 아 맞아요 그런거 있죠 ㅋㅋㅋ
P1 	: 전 거기 니키? 라는 인물이 좋아서 그배우 나오는 다른 넷플릭스 드라마도 봤었어요
P1 	: 러시아 인형처럼 이었나.? 약간 예술영화같은 느낌이있는데 재밌더라구요 ㅎㅎ 추천해용
P0 	: 감사합니닿ㅎ 꼭 볼게요
P0 	: 저는 항상 넷플릭스 틀고 뭐 볼지만 고민하다가 뭐든 다 볼 수 있다는 생각에
P0 	: 조금 재미없으면 나가고 다른 거 고르고 하다보니까 막상 제대로 본 거보다 틀었던 게 훨씬 많더라고요
P1 	: 전 최근에 그래요 ㅠ 그래서 더 집중을 못하는거같아요
P1 	: 조금만 지루하면 다른거 고르려고 하고,,
P0 	: 맞아요.. 볼 게 다양해서 좋지만 다양하기 때문에 안 좋은 점도 있는 것 같아요
P1 	: 맞아요 맞아요 ㅠ 영화한편 소중하게 보던때의 재미가 없달까요 ㅠ
P0 	: 얘기 재밌었어요 추천해주신 영상도 꼭 볼게요ㅎㅎ
