# FILE DATA
ID : MDRW2100014064
category :  온라인 대화 > 2인 대화

# DOCUMENT DATA
title : 온라인 대화
author : 개인 대화 참여자
publisher : 심심이
date : 20210825
topic : 식음료

# SPEAKER_INFO
id : 1
age : 30대
occupation : 무직/취업 준비생
sex : 여성
birthplace : 인천
principal_residence : 경기
current_residence : 전남
device : 스마트폰
keyboard : 2벌식(쿼티)

id : 2
age : 30대
occupation : 기타
sex : 여성
birthplace : 경기
principal_residence : 경기
current_residence : 경기
device : 스마트폰
keyboard : 2벌식(쿼티)

# SETTING
relation  :  낯선 사람
intimacy  :  0
contact_frequency  :  처음 연락한다

P0 	: 안녕하세요 &name2& 오늘 저녁 뭐 드실거예요?
P1 	: 저는 오늘
P1 	: 미니돈까스를 튀겨 먹을 것이에요
P0 	: 저 돈까스 엄청 좋아해요 ㅋㅋ 맛있겠네요
P0 	: 사실 지금 너무 배고파요 ㅋㅋㅋㅋ
P1 	: ㅋㅋㅋ 저녁 뭐 드실 거예요?
P0 	: 저는... 아무래도 돈까스를 배달주문해서 먹어야 할 것 같아요 ㅋㅋ
P0 	: 평소에 제일 좋아하는 음식이 뭐예요?
P1 	: 저 돈까스도 좋아하고
P1 	: 참치김밥도 좋아하고
P1 	: 보쌈족발도 좋아하고
P1 	: 치킨도 좋아하고
P1 	: 삼겹살도 좋아하고
P1 	: 닭갈비도 좋아하고
P1 	: 양꼬치도 좋아하고
P1 	: 김치찜도 좋아하고
P1 	: 짜장면도 좋아하고
P1 	: 탕수육도 좋아하고
P1 	: 다 좋아해요
P0 	: 우와 ㅋㅋㅋㅋ 하나도 거를 음식이 없는데요 ㅋㅋㅋ
P0 	: 다 맛있는거예요!!!
P0 	: 갑자기 참치김밥이 좀 땡기네요 ㅋㅋㅋㅋ
P1 	: 돈까스에 사이드로 참김 어떠십니까
P0 	: 아주 좋은 선택이네요 ㅋㅋㅋ 이거 약간 김밥천국 스페셜메뉴같은 느낌으로 옆에 쫄면도 약간 있는
P1 	: 저는 그 스페셜메뉴 파는 김밥천국 본 적이 없어요 대체 어디지
P0 	: 돈까스 김밥 쫄면 이렇게 예전에는 아마 있었을텐데 저도 요즘에는 못 본거 같네요... 그렇게 해서 막 6~7천원 하고 그랬는데 좀 예전기준이라 ㅋㅋㅋ
P1 	: 와 7천원이면 진짜
P1 	: 엄청 옛날일 것 같은데요
P0 	: 그쵸... 그냥 갑자기 생각이 나버렸는데 먹어본지가 오래된 것 같아요 ㅋㅋㅋㅋ
P0 	: 구리시에 있는 시장 안에 있는 김밥천국에서 먹어본 것 같아요
