# FILE DATA
ID : MDRW2100030226
category :  온라인 대화 > 2인 대화

# DOCUMENT DATA
title : 온라인 대화
author : 개인 대화 참여자
publisher : 심심이
date : 20210903
topic : 반려동물

# SPEAKER_INFO
id : 1
age : 10대
occupation : 학생
sex : 여성
birthplace : 서울
principal_residence : 서울
current_residence : 서울
device : 스마트폰
keyboard : 2벌식(쿼티)

id : 2
age : 20대
occupation : 농림/어업/임업 종사자
sex : 여성
birthplace : 광주
principal_residence : 광주
current_residence : 전남
device : 스마트폰
keyboard : 2벌식(쿼티)

# SETTING
relation  :  낯선 사람
intimacy  :  0
contact_frequency  :  처음 연락한다

P1 	: &name1&님은 같이 사는 아가있으신가요?
P0 	: 저는 없어요ㅠㅠㅠ 부모님 반대가 너무 심하셔서..ㅠㅜ
P1 	: 아이공 ㅠㅠ 부모님께서 반대하시면 어쩔수없죠..
P1 	: 구래도 언젠가 독립하거나 하면...!
P0 	: !!정말 뽀시레기 키우고 싶어요 ㅠㅠ
P0 	: 돈 많이 벌어서 꼭 키울꺼예요 ㅠㅠ!!
P1 	: 화이팅!!! 미래의 &name1&님 귀여운 애기랑 같이 자구 산책두시키구 놀아주구 할 수 있어요 !!!회이팅!!!
P0 	: !!!산책 매일가는거 어렵지 않으세요??ㅠ
P0 	: 대단하세요 ㅠㅠ 산책 하시는거
P1 	: 운동을 안하다보니 ㅋㅋ 봄쯤부터 그래도 산책이라도 하자고 강쥐없을때도 만보걷기? 했었어서 나가능거 자체는 어렵지는 않은데 애기 데리구 나가는게 챙길것도 있구 신경쓸것도 많긴하더라구요
P0 	: 와 그래도 대단한 견주예요,,
P0 	: 쉬운일이 아닌데
P0 	: 저도 만보 걸어요!!
P0 	: 혹시 토스 만보기 하세요?
P1 	: 네!! 근데 강아지가 애기라 산책을 만보까지늠 못시켜서 요즘엔 만보는 다 못채우고있어요 ㅋㅋㅋㅋ
P0 	: 아 진짜요?? 헐 그것도 귀여워요 ㅠㅠ애기
P0 	: 그래도 대단하세요!!
P1 	: 감사합니다 ㅎㅎ 애기가 산책을 좋아하긴하는데 쪼끔 오래했다싶음 아파트 현관에서빨리집가자고 뛰어들어가고 그래요 ㅋㅋㅋㅋㅋㅋㅋ
P0 	: 아,,ㅠㅠㅠㅠㅠ너무 귀여워ㅠㅠㅠㅠㅠㅠㅠ
P0 	: 뛰어들어간다니,,,,ㅠㅠㅠ
P0 	: 귀여움 max,,
P1 	: ㅋㅋㅋ진짜 왕귀여워요 근데 또 엘베는 잘 기다리고 엘베내리면 또 뛰어서 집까지 가고 ㅋㅋㅋ 집가는 길도 기억하더라구요 완전똑똑이...ㅜㅜ
P0 	: 호에에에에에ㅔ잉
P0 	: 상상되서 귀여워 죽겠어요 ㅠㅠ
P0 	: 지구뿌셔
P1 	: ㅋㅋㅋㅋㅋㅋㅠㅠㅠ진짜 너무 귀여워요......
P0 	: ㅠㅠㅠㅠㅠㅠㅠㅠㅠ
P0 	: 귀여운 썰 하나만 더 들려주세요 ㅠㅠ
P0 	: 현기증나요
P1 	: 음 .. 뭐가있지
P1 	: 아 애기가 아직 분리불안이 완전히 없는게 아니라서
P1 	: 제가 화장실가면 따라들어오다가 나가거든요
P0 	: 하.....ㅜㅜ
P1 	: 근데 그럼 나가서 화장실 앞 발매트에 엎드려있는데
P0 	: 심쿵사
P1 	: 꼭 얼굴옆에다 발을 두고 엎드려서 눈치보는것처럼
P1 	: 위에봐요
P1 	: 이건진따 사진으로봐야하는데ㅠㅠㅇ
P1 	: 엄청귀여워요...
P0 	: 어떻게 그렇게 깜찍하게 키우셨어요 증말
P1 	: ㅠㅠㅠㅠㅠㅠ
P0 	: ㅜㅠㅠㅠㅠㅠ지구뿌시네요 ㅠㅠㅠㅠ
P0 	: 뾰짝뾰짝,,{emoji:☆}{emoji:♡}{emoji:☆}{emoji:♡}{emoji:☆}
P1 	: 진짜 너무너무..귀여워요.......ㅋㅋㅋㅋㅋㅋㅋ
P0 	: 으아 &name2&님 너무 부럽네요!!ㅠㅠ
