# FILE DATA
ID : MDRW2100024052
category :  온라인 대화 > 2인 대화

# DOCUMENT DATA
title : 온라인 대화
author : 개인 대화 참여자
publisher : 심심이
date : 20210830
topic : 기타 사회 생활 및 활동>종교

# SPEAKER_INFO
id : 1
age : 20대
occupation : 사무 종사자
sex : 여성
birthplace : 대전
principal_residence : 대전
current_residence : 대전
device : 스마트폰
keyboard : 2벌식(쿼티)

id : 2
age : 20대
occupation : 학생
sex : 여성
birthplace : 경기
principal_residence : 경기
current_residence : 경기
device : 스마트폰
keyboard : 2벌식(쿼티)

# SETTING
relation  :  낯선 사람
intimacy  :  0
contact_frequency  :  처음 연락한다

P0 	: &name2&님 안녕하세요
P1 	: 안녕하세요!
P1 	: 주제가 종교네요!! 종교 있으신가요?
P0 	: 네~ 기독교인데
P0 	: 다니지는 않습니다 ㅋㅋㅋㅋㅋ
P0 	: &name2&님은요~?
P1 	: 전 종교가 없는데 요즘 세상이 흉흉한걸 보면서
P1 	: 전지전능한 존재가 있으면 좋을 것 같다고 생각해요ㅎㅋㅋㅋ
P0 	: 아아 ㅠㅠ 공감입니다..
P0 	: 그래서 어벤저스 같은 히어로물이 항상 인기가 좋은걸까요 ㅎㅎ &name2&님처럼 생각하시는분들이 많을거같네요
P1 	: ㅠㅜ맞아요
P1 	: 내 힘으로 안될때 누가 도와주길 원해서일까요ㅎ
P0 	: 흑 다들  ㅋㅋㅋㅋ ㅠㅠㅠ 휴 힘겹게 사는거 같네요
P0 	: 우울한 얘기일지도 모르겠지만
P0 	: 저는 요즘 사람들 살아가는거만으로도 엄청 대단하다고 생각해요
P0 	: 종교나 종교인에 거부감은 없으세요?
P1 	: 주변에 비종교인이 더 적어서 딱히 거부감은 없는 것 같아요!
P1 	: 근데 저는 뭔가 원초적으로 신이 없다고 느껴서 종교를 안믿는건데
P0 	: 전 기독교신앙은 있지만 동시에 맹목적 신앙인에 대해 비판적인편이에요 ㅠㅠ 안타까워서
P0 	: 아~~~
P1 	: 신이 있으면 좋겠다고 생각은 해요
P0 	: 하긴 신이 있다고 납득시켜줄 만한게 없었죠 그치않나요
P0 	: ㅎㅎ 저는 신은 있다고 생각해요
P1 	: 전 그냥 태초의 우주엔 정말 아무것도 없는게 타당하다고 느꼈는데
P1 	: 사실 신이라는게
P1 	: 실제로있으면 인간이 생각할수있는
P1 	: 범주가 아닐테니까
P1 	: 그래서 신이니까(?)ㅋㅋㅋ 나약한 인간에겐 신이 필요하단 생각도 들어요
P0 	: 꽤..깊게 생각을 하셨던거같아요..!
P0 	: 괜찮은 접근이시네요...
P1 	: ㅋㅋㅋㅋ옛날에 중학교때 종교인 친구랑 싸웠거든요
P0 	: 앜ㅋㅋㅋㅋㅋㅋ그러셨어요 ㅋㅋㅋㅋ
P1 	: 친구가 빅뱅을 안믿어서 서로에게 화났는데(!)
P0 	: 최다 싸움 주제죠 ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 오호...
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 근데 지금생각해보면 그 친구는 중학생이었는데
P1 	: 너무 논리적으로 잘 말했어요
P1 	: 빅뱅 그 이전엔 뭐가 있냐...등등..
P1 	: 전 대답을 못했죠 모르니까요!
