# FILE DATA
ID : MDRW2100047031
category :  온라인 대화 > 2인 대화

# DOCUMENT DATA
title : 온라인 대화
author : 개인 대화 참여자
publisher : 카카오톡
date : 20210517
topic : 기타/일상

# SPEAKER_INFO
id : 1
age : 20대
occupation : 학생
sex : 여성
birthplace : 서울
principal_residence : 서울
current_residence : 서울
device : 스마트폰
keyboard : 2벌식(쿼티)

id : 2
age : 20대
occupation : 학생
sex : 남성
birthplace : 서울
principal_residence : 전북
current_residence : 서울
device : 스마트폰
keyboard : 2벌식(쿼티)

# SETTING
relation  :  학교/학원>선후배
intimacy  :  5
contact_frequency  :  (거의) 매일 연락한다.

P0 	: 안뇽
P1 	: 안녕
P0 	: 모해
P1 	: 나 지금
P1 	: 나갈 준비중
P0 	: 웅
P0 	: 어디
P1 	: 너는
P0 	: 나감
P1 	: ?
P0 	: 공주
P0 	: 배달 시킴
P1 	: 나
P1 	: 을지로
P0 	: 거기
P0 	: 왜
P1 	: 여친 만들러
P1 	: 갈려고
P0 	: ㅋㅋㅋㅋㅋ개웃기네
P0 	: 공주는 &name3&이랑 배달 시켜먹을거양
P1 	: 나는
P1 	: 왜 안줘???
P0 	: 웅
P0 	: 오빠도 일로왕 ㅋㅋ
P1 	: ㅋㅋㅋㅋㅋㅋㅋ
P1 	: 머먹는데
P0 	: 닭발
P1 	: 나
P1 	: 을지로 가서
P1 	: 먹을거
P0 	: 웅
P0 	: 웅
P1 	: 추천좀
P0 	: 닭발
P1 	: 오
P0 	: 먹장 닭발
P1 	: 겹치자나
P1 	: 그거말고
P0 	: 나랑
P0 	: 같은거 먹자공
P1 	: 에바야
P0 	: 국민닭발 시켜
P1 	: 남친이 질투해
P0 	: 아니 나 두리닭발 ㅁ시키고 싶어서
P0 	: 두리닭발 시킬라고 했는데 네시부터 영업 한대서
P1 	: 아
P1 	: 맞아
P0 	: 웅
P1 	: 두리닭발 맛있지
P0 	: 그래서 네시부터 영업 한다그래서
P1 	: 웅
P0 	: 네싴가지
P1 	: 못기다리지
P0 	: 안시키고 기다라고 있었는데
P1 	: 왠일로
P0 	: 매주 월요일
P1 	: 아하
P0 	: 마가̆̈
P1 	: 쉬는구나
P0 	: 휴업이래
P1 	: 그렇군
P0 	: 웅 그래서 개빡쳐서 네시 지나서 화내면서
P1 	: 웅웅
P0 	: 지랄닭발 시킴 ㅋ
P1 	: ㅋㅋㅋㅋㅋ 이름이
P0 	: 응으응으응응ㅇ 대답좀 빨리해;
P1 	: 지랄닭발?
P0 	: 지랄닭발 안 먹어봄
P0 	: ??
P1 	: ㅇ응
P0 	: 진짜
P1 	: 아니 버ㅗ채지마
P0 	: 개맛있는뎅 거기 ㅠ
P1 	: 나
P0 	: 타자가̆̈
P1 	: 보채는거ㅜ싫어해
P0 	: 너무 느려
P1 	: 늙어서 그럼
P0 	: &name3&이랑 데이트 중인데
P1 	: 웅
P0 	: &name3&이가
P1 	: 응 &name3&이가
P0 	: 내가ㅏ안놀아주니까
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ웅
P0 	: 옆에서 안마의자̆̈ 하고있음
P1 	: 오
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ개웃겨
P1 	: 너도 같이해
P1 	: 그거 뺏어
P0 	: 한개
P0 	: 있는데 ㅠ̑̈
P1 	: 나오라고해
P0 	: 나ㅏ안마의자̆̈
P1 	: ㅇ응
P0 	: 못 해 너무
P1 	: 왜?
P0 	: 아픔 ㅠ 무서웡
P1 	: 그게 무서워?
P0 	: 아프자나̆̈
P1 	: 아직 어려서 그럼 ㅋㅋ
P0 	: 늙은이야?
P1 	: 난 늙었지
P1 	: 23살이면 죽을 때 됌
P0 	: 됨;;
P0 	: 맞춤법 똑바로 공부 하자ㅏㅡ
P1 	: 저거
P0 	: 나한테 혼난ㄴ다
P1 	: 일부러 지적하라고
P0 	: 아하
P1 	: ㅋ틀린거야
P0 	: 맨날 지적
P1 	: 백치미
P0 	: 할게
P0 	: 웅웅
P1 	: 몰라
P0 	: 나ㅏ맞춤법
P1 	: 백치미가 좋지
P0 	: 지킴이
P1 	: 웨 않헤?
P0 	: ㄴㄴ 똑바로 행실 하자ㅏ
P0 	: 개짜증나네
P1 	: 이게 ??
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅇㅌㅌㅋㅋㅋ어이없어
P1 	: 이개 짜증나?
P0 	: 웅
P1 	: 어의업어
P0 	: 열받아ㅏ죽겟서 ; ;
P1 	: 진짜로 어의가업네
P1 	: 맟춤뻡이 문재야?
P0 	: 배고파
P0 	: 예리니
P1 	: 나도
P1 	: ㅏ나
P1 	: 머먹지 가서
P0 	: 무구
P0 	: 누구 만나는데
P1 	: 고향친구
P1 	: 올라와서 만나기러함
P0 	: 오
P0 	: 오빠 친구 많네
P1 	: 내가
P0 	: 너무
P1 	: 부탁해서 만나는거 ㅠ
P0 	: 웃겨
P1 	: 뭐가
P0 	: 아하 나랑도 놀자̆̈
P1 	: 너
P1 	: 바쁘잖아
P0 	: 안바빠
P1 	: 맨날
P0 	: 그냥 귀찮은거야
P1 	: 놀더만
P0 	: 내일도 친구랑 약속 있는데
P0 	: 빠꾸쳣어
P1 	: 나갈래
P1 	: 예뻐?
P0 	: 혼났음 지금
P0 	: 웅
P1 	: 예뻐?
P0 	: 예뻐 예뻐
P1 	: 갈래
P0 	: 난 못생긴 애들이랑
P1 	: 자리점
P0 	: 안 놀앙 ㅋㅋ
P1 	: 만들어줘
P0 	: 친구집에서 넷이 만나기로
P1 	: 예쁜애랑 나도 놀래
P0 	: 했는데 나빼고 오빠가대신 갈래?
P0 	: 예뻐
P1 	: 여자3명이야?
P0 	: 웅웅
P1 	: 갈래
P0 	: 같이 껴줄게
P0 	: 웅
P1 	: 다 비켜
