# FILE DATA
ID : MDRW2100004887
category :  온라인 대화 > 2인 대화

# DOCUMENT DATA
title : 온라인 대화
author : 개인 대화 참여자
publisher : 심심이
date : 20210821
topic : 공연 및 관람>공연/전시회 및 관람

# SPEAKER_INFO
id : 1
age : 20대
occupation : 학생
sex : 여성
birthplace : 강원
principal_residence : 강원
current_residence : 서울
device : 스마트폰
keyboard : 2벌식(쿼티)

id : 2
age : 20대
occupation : 학생
sex : 여성
birthplace : 광주
principal_residence : 광주
current_residence : 광주
device : 스마트폰
keyboard : 천지인

# SETTING
relation  :  낯선 사람
intimacy  :  0
contact_frequency  :  처음 연락한다

P1 	: 공연 좋아하세요?
P0 	: 저는 뮤지컬이나 연극 좋아해요!
P0 	: 아이돌 콘서트도 좋아해요!!
P1 	: 저도요!! 어떤 아이돌 좋아하세요?
P0 	: 저는,,,,블락비라는 그룹을 좋아했었는데ㅎ
P0 	: 혹시 블락비 아시나요,,?
P0 	: &name2&님은 혹시 에스파 ,,? ㅎㅎ
P1 	: 네네 블락비 아주 잘알죠
P1 	: 아뇨아뇨아뇨
P1 	: 어릴때부터 신화랑 보아로 시작해서 쭉쭉 좋아하긴 했는데
P1 	: 이번 신인은 안좋아해요
P0 	: 우와
P0 	: 요즘 십대들은 지코랑 피오가 블락비인건 알아도
P0 	: 그 둘이 블락비라는 같은 그룹인건 모른다고 하더라구요 ㅋㅋ
P0 	: 요즘 아이돌들은 세계관도 있고 인원도 많고
P0 	: 좀 어려운거같아요 ㅋㅋ
P1 	: 와 진짜요??? 세상에...
P1 	: 초등학교 1학년들이
P1 	: 14년생인가?
P1 	: 한다고...
P1 	: 저는 세계관 이런거 엄청 좋아해서ㅋㅋㅋ 재밌어요
P1 	: 블락비 이후에 좋아한 아이돌은 없으세요?
P0 	: 음 다른 아이돌들도 조금씩 보긴 했는데 그만큼 공방이나 콘서트가고 덕질처럼 한 그룹은 많이 없는것같아요..
P0 	: 아 제이비제이라고..
P0 	: 지금은 사라진 그룹을 좋아했었내요,,,
P1 	: 아
P1 	: 프듀보셨구나
P0 	: 하하 눈물이 다 나네요
P1 	: 저는 프듀를 예능으로 봤어요
P0 	: &name2&님은 제일 최근에 본 공연이 있으신가요?
P1 	: 근데 X에 과몰입을...
P1 	: 어
P0 	: 아 성공하셨네요 ㅎㅎ
P1 	: 최근에는 못봤어요ㅠㅠ 코로나 때문에...
P0 	: 아이고 그렇죠,,, 코로나가,,
P0 	: 프듀X 최애 여쭤봐도 되나요?? ㅎㅎ
P1 	: 저ㅋㅋㅋ 이은상이요ㅋㅋㅋ 지금은 그냥 아무감정 없어요 그때는 머리가 어떻게 됐었나? 싶어요
P1 	: 얼굴 춤 노래 목소리
P1 	: 다 제 식이 아니었는데...
P1 	: 그냥 지금은 잘돼라...는 마음입니다
P1 	: 굿즈...가 집에 쌓여있어서ㅋㄱㅋ
P0 	: 아앗ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 그럴때있죸ㅋ
P0 	: 제 취향은 소나무라고 굳게믿다가도
P0 	: 어쩌다 본 영상에 꽃혀서 확 빠지는..
P0 	: 참 굿즈는 좋아할땐 그렇게 부족하게 느껴지다가도
P0 	: 끝내고나면 왜이리 부질없게 집에 쌓여있게되는지
P1 	: 그때 근데 생각해보면
P1 	: 고3이라 잠깐 정신이 나갔던거 같아요
P1 	: 역대 최애들을 보면 이은상빼고 소나무라고 하더라고요
P0 	: ㅋㅋㅌㅌㅌ고 3은 그런면이 있죠
P0 	: 저도 이세진 좋아했었는데
P0 	: 방송 끝나고 좀지나니까 확 식더라구요
P1 	: 하 저도 이세진 좋아했었죠...
P1 	: 마리몽 엄청 샀었는데...
P1 	: ㅋㅋㄱㅋ
P0 	: 앜ㅋㅋㅋㅋㅋㅋ마리몽 추억이에요
P0 	: 지금보면 진짜 취향이랑 먼 뚝딱이인데....ㅋㅋ
P1 	: ㅋㅋㅋ 전 또 정신못차리고 서바이벌 봐요
P0 	: ㅌㅌㅌㅋㅋㅋ요즘 뭐보세요?
P1 	: 티파니가 쌤으로 나온다길래 아 봐야지 했는데
P1 	: 제가 슴에 오래있었어서
P0 	: sm은 쭉 sm이죠 ㅎㅎ
P0 	: sm은 쭉 sm이죠 ㅎㅎ
P1 	: 비공연생이긴 했는데 이름이랑 얼굴 오래 알고 있던 친구가
P1 	: 나온다그래서
P1 	: 응원중ㅋㅋㅋㄱ
P1 	: 투표열심히 하고ㅋㅋㅋ
P1 	: 걸스플래닛999요
P0 	: 와 역시 스엠덕질은 또 다른 그런게 있네요 ㅎㅎ
P0 	: 저는 거의 대형보다 소속사에 한그룹 두그룹 이렇게밖에 없는 그룹들 좋아하다보니까
P0 	: 그렇게 연생까지 알고 이런 문화가 신기해요!!
