# FILE DATA
ID : MDRW2100042783
category :  온라인 대화 > 2인 대화

# DOCUMENT DATA
title : 온라인 대화
author : 개인 대화 참여자
publisher : 심심이
date : 20210907
topic : 학교 생활

# SPEAKER_INFO
id : 1
age : 20대
occupation : 학생
sex : 여성
birthplace : 인천
principal_residence : 인천
current_residence : 인천
device : 스마트폰
keyboard : 2벌식(쿼티)

id : 2
age : 20대
occupation : 학생
sex : 여성
birthplace : 서울
principal_residence : 인천
current_residence : 인천
device : 스마트폰
keyboard : 2벌식(쿼티)

# SETTING
relation  :  지역>고향 및 이전 거주지 지인
intimacy  :  4
contact_frequency  :  주 1회 미만

P1 	: 왜ㅐ
P1 	: 몇시쯤 일어남?
P0 	: 8시일어남
P0 	: 실시간
P0 	: 아휴
P1 	: 오오오
P0 	: 시험없다해서좋아했는데
P0 	: 대체과제로
P0 	: 브이로그찍으래
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 이얔ㅌㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 영어로해야됨
P0 	: 이게뭐임
P1 	: 이야아앜ㅋㅋㅋㅋㅋㅋㅋㅌㅋㅋㅋㅋㅋ
P1 	: 브이로그 뭔데
P0 	: 내말이
P0 	: 이건심하잖아
P0 	: 휴
P1 	: 진심 무슨 유튜버니
P1 	: 유튜버 학과야
P0 	: ㄴㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 이왕 찍을 거 열심히 찍오
P1 	: 어
P1 	: 화이팅
P0 	: 강의평이다
P0 	: 그거임
P0 	: 사람은좋대
P1 	: ㅇㅋㅋㅋㅋㅋㅋㅋㅋㅌㅌㅌㅋㅋㅋㅋ
P0 	: 교수님은좋은데그게끝이래
P1 	: 아 뭔지 알앜ㅌㅋㅌㅌㅌㅋㅋㅋㅋㅋㅌㅋㅋㅋㅋ
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
