# FILE DATA
ID : MDRW2100027551
category :  온라인 대화 > 2인 대화

# DOCUMENT DATA
title : 온라인 대화
author : 개인 대화 참여자
publisher : 심심이
date : 20210902
topic : 연애와 결혼

# SPEAKER_INFO
id : 1
age : 30대
occupation : 사무 종사자
sex : 남성
birthplace : 경기
principal_residence : 서울
current_residence : 경기
device : 스마트폰
keyboard : 천지인

id : 2
age : 30대
occupation : 기타
sex : 여성
birthplace : 대구
principal_residence : 대구
current_residence : 대구
device : 스마트폰
keyboard : 천지인

# SETTING
relation  :  낯선 사람
intimacy  :  0
contact_frequency  :  처음 연락한다

P0 	: 아 연애가 아니라 썸이군요
P1 	: 일단은 정식으로 사귀고 있는거는 아니니깐 그럴수있겠네요
P1 	: 서로 둘다좋아하는거 잘알고
P1 	: 러블리달달하다가도
P1 	: 트러블생겨서 싸우고
P1 	: 다시 화해하고
P1 	: 헤어졌다가 다시 붙잡고
P1 	: ....
P1 	: 반복중이에요
P1 	: 10살차이연하남이에요
P0 	: 아 사귀기도 하고요?흠ㅋㅋ
P1 	: 서로 좋아하고 있다고만 얘기하고있고....
P0 	: 음
P0 	: 그게 참 어려운게
P0 	: 그 남자때문에 크리스님이 원하는 진짜 연애할 기회를 놓치는거일수도 있어서
P1 	: 어제 걔가 노래방가서
P1 	: 저한테 노래들려줬어요
P0 	: 오 잘 풀리셨나요
P1 	: 잘풀린건지는잘모르겠어요...
P1 	: 근데 걔가 너무 잘삐져서ㅜㅜ
P1 	: 달래줘야할때 너무 힘들어요
P1 	: 덩치는 180 되게 큰데
P1 	: 하는짓은  너무 징징거려요ㅜㅜ
P0 	: ㅋㅋ연하남의 매력이네요
P1 	: 연하남이아니라도ㅜㅜ덩치는큰데
P1 	: 계속 눈물나온다그러구
P1 	: 새가슴이라서
P1 	: 무서운거 되게 잘피해요ㅜㅜ
P1 	: 겁이많아요ㅜㅜ
P0 	: ㅋㅋㅋ 보호본능
P0 	: 자극인가요
P1 	: 걔가 저한테 징징거려요ㅠㅠ
P1 	: 원래그래요ㅠㅠ
P1 	: 잘삐지고
P1 	: 상처잘받고
P0 	: ㅋㅋ어필 성공인가요 실패인가요
P1 	: 걔 그럴때마다 좀 짜증이나서ㅜㅜ
P1 	: 안달래주면 상처받고 삐지거든요ㅠㅠ
P1 	: 본인이기분안좋다고표현을해요
P1 	: 속상하다그러고 제가 달래주면 기분풀어주겠데요
P1 	: 너무자주그러니깐ㅜㅜ그게 너무 싫어요
P0 	: 흠 좋지 않은거 같은데요
