# FILE DATA
ID : MDRW2100044030
category :  온라인 대화 > 2인 대화

# DOCUMENT DATA
title : 온라인 대화
author : 개인 대화 참여자
publisher : 심심이
date : 20210907
topic : 식음료

# SPEAKER_INFO
id : 1
age : 40대 이상
occupation : 전문가 및 관련 종사자
sex : 여성
birthplace : 전남
principal_residence : 전남
current_residence : 경기
device : 스마트폰
keyboard : 천지인

id : 2
age : 30대
occupation : 무직/취업 준비생
sex : 여성
birthplace : 서울
principal_residence : 서울
current_residence : 경북
device : 스마트폰
keyboard : 2벌식(쿼티)

# SETTING
relation  :  가족>부부
intimacy  :  5
contact_frequency  :  주 3회 이상

P0 	: 안녕하세요.
	  저녁 뭐드셨어요?
P1 	: 안녕하세요~
P1 	: 비지찌개랑 반찬먹었어요~
P0 	: 맛있었겠어요.
	  바지락도 넣으셨어요?
P1 	: 돼지고기랑 김치요!
P0 	: 오..  김치를 썰어넣으셔서 칼칼한 맛도 났겠어요..
	  커피는 종종 드시나요?
P1 	: 커피완전좋아해요ㅠㅠ
P1 	: 밥먹고 딱 파스쿠치 아아한모금햇는데 ㅎㅎ
P1 	: 커피얘기가.나왓네요!
P0 	: 오. 파스쿠찌가 커피가 진하고 맛있는데
	  왜 스벅보다 비쌀까요.ㅎ
P1 	: 저 요기요에서 포장주문하고 찾아와서 ㅋㅋㅋ
P1 	: 가격생각은못햇는데
P1 	: 그렇네요!
P0 	: 양은 파스쿠찌가 더 많은 것 같기도 하고요. ㅎ
	  
	  집에서 커피 내려드시나요?
P1 	: 전엔 가정용 기계도잇엇능데
P1 	: 지금은 그냥 스틱커피태워먹어요!
P0 	: 스틱 커피를 타드신다는 거죠. ㅎ
	  태워먹는 법?은 다른가요.ㅎ
P1 	: ㅋㅋㅋㅋ네
P1 	: 괜찮으심 좀 스피드잇게하실래요!? 오전이면 끝이네요ㅠㅠ
P0 	: ㅎㅎ
	  카누 드시냐요?
	  아.  저는 끝나서 이것만 마무리하려구요.
P1 	: 와ㅜㅜ부럽네요ㅠㅠ 전 그냥 이것저것사봐요!
