# FILE DATA
ID : MDRW2100035474
category :  온라인 대화 > 2인 대화

# DOCUMENT DATA
title : 온라인 대화
author : 개인 대화 참여자
publisher : 심심이
date : 20210829
topic : 식음료

# SPEAKER_INFO
id : 1
age : 20대
occupation : 무직/취업 준비생
sex : 여성
birthplace : 경기
principal_residence : 대전
current_residence : 대전
device : 스마트폰
keyboard : 천지인

id : 2
age : 20대
occupation : 무직/취업 준비생
sex : 여성
birthplace : 충남
principal_residence : 충남
current_residence : 충남
device : 스마트폰
keyboard : 2벌식(쿼티)

# SETTING
relation  :  낯선 사람
intimacy  :  0
contact_frequency  :  처음 연락한다

P1 	: &name1&님 저녁 뭐 드셨나요!?ㅎ.ㅎ
P0 	: 케이크 먹었습니당~~
P0 	: &name2&님은용?
P1 	: 저 월남쌈 먹었습니다~~~!! 헐 케이크 진짜 맛있겠어요! 어떤케이크드셨나요?!
P0 	: 크으 월남쌈!! 맛난거 드셨네요~~
P0 	: 치즈랑 고구마요!!
P1 	: 와 헐 더 맛있는 걸 드셨잖아욧~~~!!!!!
P1 	: 두개 각자도 맛있는데 같이먹으면 더 맛있겠네요!
P0 	: 맞아욥 우유로 더 촉촉히 먹어줬어욥
P0 	: 후후
P0 	: ㅋㅔ이크 배달시켜 드시기도 하시나요?
P1 	: 하 진짜 맛 잘 알 이시다...
P1 	: 전 주로 사가지고 오는 거 같아요! 그 사이 모양이 망가질까봐 괜히 불안한 거 있죠?ㅋㅋ ㅜㅜ
P0 	: 아ㅋㅋㅋ 있죠 있죠
P0 	: 그거 화나거등요
P0 	: 따지기도 묘하게 약간 미세하게 그러니 더 속상하고 그렇죠!
P1 	: 아 맞아요 맞아요ㅠㅠㅠㅠㅠㅠㅠ
P1 	: 저 이번에 피자를 주문해서 먹었는데 피자가...전부 오른쪽으로 쏠려있는거예요 ㅋㅋㅋㅋㅋ
P1 	: 분명 등분이 8등분이었는데 하나가 됐더라고요ㅜㅜㅋㅋㅋㅋㅋ 따지기도 애매해서 그냥 먹었지만 케이크는 형태를 잃으니까.... 더 못시키셌더라고요!
P1 	: &name1&님은 배달시키시나요?!
P0 	: 아! 그거 진짜 아니잖아요?! 8등분인 피자를 먹고싶은건데!!
P0 	: 저 자주 배달시켜 먹어요!
P0 	: 요즘엔 자재중이지만요ㅜㅜ
P1 	: 하 저도 자제하다가ㅠㅠ 저 백신 핑계로 엄청 시켜먹었고든요!ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 아놔... 진짜 한 번 먹으면 계속 먹게 되죠ㅜㅜ
P0 	: 백신 맞으셨음 잘 드셔야죠!
P0 	: 맞아요ㅠㅠ 나중에는 무의식적으로 어플 누르더라구요ㅋㅋ
P1 	: ㅋㅋㅋㅋㅋㅋ 맞아요 맞아요! 오늘...뭐 먹을 거 없나 하고 냉장고보고 없으면 바로 어플부터 누르는게 무서워서 어플 지우긴 했는데 그래도 계속 먹고싶더라고요 이것도...중독인가....싶고요?!ㅋㅋㅋㅋㅋㅋ
P0 	: ㅋㅋㅋㅋㅋㅋ맞아요ㅋㅋㅋ
	  저도 그래서 어플 지웠는데 며칠뒤에 다시 까는거보고 그냥 뒀어요ㅋㅋㄲㅋㅋㅋ
