# FILE DATA
ID : MDRW2100028861
category :  온라인 대화 > 2인 대화

# DOCUMENT DATA
title : 온라인 대화
author : 개인 대화 참여자
publisher : 심심이
date : 20210902
topic : 식음료

# SPEAKER_INFO
id : 1
age : 30대
occupation : 사무 종사자
sex : 여성
birthplace : 경기
principal_residence : 경기
current_residence : 경기
device : 스마트폰
keyboard : 2벌식(쿼티)

id : 2
age : 30대
occupation : 전문가 및 관련 종사자
sex : 여성
birthplace : 광주
principal_residence : 광주
current_residence : 광주
device : PC(데스크탑/노트북)
keyboard : 2벌식(쿼티)

# SETTING
relation  :  낯선 사람
intimacy  :  0
contact_frequency  :  처음 연락한다

P0 	: 안녕하세요:)
P0 	: 야식 드시나요??
P1 	: 안녕하세요~ 야식보다는 간식을 자주먹어요 ㅎ
P0 	: 요새 드시는 간식 추천해주세요 ㅋㅋㅋ
P1 	: 저 요즘 밤만쥬 먹고있어용
P1 	: 삼립껀 비추입니다
P0 	: 앗 삼립거 별로예요??? 꿀정보 감사드립니다 ㅋㅋㅋㅋ
P0 	: 보통 아메리카노랑 드시나요?
P1 	: 네 ㅎ 삼립거 지금 먹고있는데 진짜 별로에요 ㅎ
P1 	: 보통 그러는데 밤이라서 그냥 물이나 우유랑 먹어요
P0 	: 아 우유랑 먹으면 진짜 맛있겠네요
P0 	: 실시간 리뷰를 해주신거군요ㅠㅠㅠ
P1 	: 네네 ㅎ 아침드셨어요~?
P0 	: 아뇨ㅠㅠ 아직 공복이에요
P0 	: 아침 챙겨드시나요?
P1 	: 아뇨ㅠ저도요 외부에 일있어서 나와있어요
P1 	: 너무 배고프네요
P0 	: 헐 공복이 움직이면 진짜 넘 배고프죠ㅠㅠㅠ
P0 	: 점심은 뭐드실거예요???
P1 	: 점심 맘에 안들었어요ㅠ
P1 	: 갈치조림 나와서 감자만 골라먹었어요
P1 	: 점심드셨어요~?
P0 	: 네 순댓국 먹었어요 ㅋㅋㅋㅋ
P0 	: 갈치 안좋아하세요??
P1 	: 와 맛있겠다!!!!
P1 	: 아 저..생선을 그렇게 좋아하지도 않고 가시 발라먹기 귀찮아서요
P0 	: 저도 안좋아해요 ㅋㅋㅋ쿠ㅜㅜㅜㅜ
P0 	: 메인 메뉴였을텐데 아쉽네요
P0 	: 감자에서는 갈치 특유의 비린내 안나나요??
P1 	: 잘 모르겠었어요 ㅎ 그냥 먹을게없어서 감자만 먹었어요 ㅋㅋㅋ
P0 	: 아ㅠㅠㅠㅠ감자조림이었네요ㅠㅠㅠㅠ
