# FILE DATA
ID : MDRW2100021101
category :  온라인 대화 > 2인 대화

# DOCUMENT DATA
title : 온라인 대화
author : 개인 대화 참여자
publisher : 심심이
date : 20210828
topic : 식음료

# SPEAKER_INFO
id : 1
age : 20대
occupation : 학생
sex : 여성
birthplace : 인천
principal_residence : 인천
current_residence : 인천
device : 스마트폰
keyboard : 2벌식(쿼티)

id : 2
age : 20대
occupation : 학생
sex : 여성
birthplace : 서울
principal_residence : 인천
current_residence : 인천
device : 스마트폰
keyboard : 2벌식(쿼티)

# SETTING
relation  :  지역>고향 및 이전 거주지 지인
intimacy  :  4
contact_frequency  :  주 1회 미만

P1 	: 아니 근데
P0 	: 엉ㅇㅇ
P1 	: 그 이후에 중식이랑 석식이랑 맛이 다르지 않았냐
P0 	: 그이후부터석식잘안먹어서
P0 	: 모름
P0 	: 중식밖에안먹음
P0 	: 달랐음?
P1 	: 약간 달랐음
P1 	: 석식이 조금 더 맛있었던 걸로 기억함
P0 	: 어차피같은사람들이만드는거아니었음?
P0 	: 아
P0 	: 만드는사람이달랐나
P1 	: 핫도그 막 석식때 나오고 그랬음
P0 	: 아
P1 	: 같은 분들이 하시지 않았어?
P0 	: 중식급식비만
P0 	: 횡령한듯
P1 	: 아 에밬ㅋㅌㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋ진짜
P1 	: 석식은 따로 돈 받으니까 중식만 횡령한 거임??ㅋㅌㅋㅋㅋㅋㅋㅋㅋ
P0 	: 아니면석식먹는애들이
P0 	: 작아서
P0 	: 아
P0 	: 그런듯
P1 	: 아
P1 	: 그런듯
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 근데한식이진짜
P0 	: 비효율적이긴함
