# FILE DATA
ID : MDRW2100023681
category :  온라인 대화 > 2인 대화

# DOCUMENT DATA
title : 온라인 대화
author : 개인 대화 참여자
publisher : 심심이
date : 20210830
topic : 연애와 결혼

# SPEAKER_INFO
id : 1
age : 30대
occupation : 기술직 종사자
sex : 남성
birthplace : 충북
principal_residence : 충북
current_residence : 울산
device : 스마트폰
keyboard : 천지인

id : 2
age : 30대
occupation : 사무 종사자
sex : 남성
birthplace : 충북
principal_residence : 충북
current_residence : 대전
device : 스마트폰
keyboard : 2벌식(쿼티)

# SETTING
relation  :  학교/학원>동기/동창/동급생
intimacy  :  5
contact_frequency  :  주 3회 이상

P1 	: 우리 사업소 소장님 중에
P1 	: 한명이
P1 	: 나 간보고 갔어 금요일에
P0 	: 간봤다는게?
P0 	: 소개해줄 사람있다고?
P1 	: 자기딸 33살 &affiliation&나오고 &affiliation&다니는데
P1 	: 시집보내고싶다고했대
P1 	: 갑자기 부장님이 전화해서 들어갔는데
P1 	: 별 시답지않은걸 묻길래 머지 했는데
P1 	: 그거였대
P1 	: {censored}
P0 	: &name2&야
P0 	: 일단 만나봐라
P0 	: &affiliation&에 &affiliation&이면
P0 	: 땡큐 같은데
P0 	: 아이진 야금야금
P0 	: 계속 오르네
P1 	: 그 여자가 날 만난다는게아니라
P1 	: 기대없음 ㅋㅋㅋ자기딸이 늙어가고있다고 얘기하면서 날 찾은거라 ㅋㅋㅋ
P0 	: 그걸 왜 너한테 얘기한거야
P0 	: ㅋㅋㅋ
P1 	: 나한테 직접한건아니고
P1 	: 나중에 인사팀장님이 얘기해주더라
P0 	: 소개받는거야?
P1 	: 아니 몰라 ㅋㅋㅋㅋㅋ신경안씀
P0 	: 아이진 부러워
P1 	: 몇주안돼
P1 	: ㅓ추천해준 주사님 평단 2만9천 2천주가지고있음
P0 	: 와우
P0 	: 5800만원어치
P0 	: 결혼하셨나?
P1 	: ㅇㅇ 애가 대학1년
P0 	: 아 부럽다
P1 	: 바이오는 끝났고
