# FILE DATA
ID : MDRW2100026162
category :  온라인 대화 > 2인 대화

# DOCUMENT DATA
title : 온라인 대화
author : 개인 대화 참여자
publisher : 심심이
date : 20210901
topic : 일과 직업

# SPEAKER_INFO
id : 1
age : 20대
occupation : 학생
sex : 여성
birthplace : 경북
principal_residence : 경북
current_residence : 서울
device : 스마트폰
keyboard : 2벌식(쿼티)

id : 2
age : 20대
occupation : 학생
sex : 여성
birthplace : 경북
principal_residence : 경북
current_residence : 부산
device : 스마트폰
keyboard : 천지인

# SETTING
relation  :  학교/학원>동기/동창/동급생
intimacy  :  5
contact_frequency  :  주 3회 이상

P0 	: &name1&이에용
P1 	: 안녕 안녕
P0 	: 안녕~
P1 	: &name1& 너 아르바이트는 할 생각 없댔지
P0 	: 아 아파요
P0 	: 아니 근데 할 생각은 있는데 시간이 없어
P1 	: 하긴 &name1& 요즘 바쁘니까
P1 	: 나도 올해는 불가능일 듯
P1 	: 내년에 바리스타 자격증 따서 카페 알바라도 도전해볼까봐
P0 	: 내년에 휴학하면 알바
P0 	: 하려고?
P0 	: 멋져
P0 	: 나는 부업처럼 그림 그려서 용돈 벌이
P0 	: 하는정도로 만족하려고
P1 	: 멋져 멋져
P1 	: 나도 이번주에 바쁜 거 다 해결하면
P1 	: 너 하는 것처럼 용돈 벌이 하려고
P0 	: 좋지
P0 	: 돈 벌면 뭐하고싶어?
P0 	: 요즘 알바 자리 없긴하지만
P0 	: 만약에 알바하거나 내가 하는 것처럼 용돈 벌면
P1 	: 돈 벌면 일단 맛있는 걸 많이 사먹고 싶어
P1 	: 그러고 책 사야지
P0 	: 아~~ 나도 먹을거 사고 싶어
P1 	: 그치 요즘 시국 때문에 알바 자리 없긴 해
P0 	: 그리고 나는 그림 그리니까
P1 	: 나도 나도
P0 	: 3D모델링
P0 	: 사고싶어...
P1 	: 좋네
P1 	: 나는 살짝
P1 	: 작법서 같은 거 사고 싶어
P0 	: 헐~
P0 	: 멋있다
P0 	: 이제와 물어보는거 웃긴데
P0 	: 장래희망이 뭐야?
P1 	: 웃기다 나 일단은 공무원
P1 	: 일이 좀 반복적이고 안정적이잖아
P0 	: 반복적인 일이 좋아??
P0 	: 비꼬는거 아님
P0 	: 궁금한거임
P1 	: 좋진 않지...
P1 	: 근데 막 회사보단 비교적
P1 	: 뭐라고 해야 하지
P1 	: 돌발적인 업무? 가 없다고 해야 하나
P0 	: 아~~
P0 	: 뭔지 알겠다
P0 	: 그럼 너도 공시...
P0 	: 쳐야겠네
P1 	: 내가 좀 너무 예상치 못한 업무를 받아버리면
P1 	: 스트레스를 많이 받아서
P1 	: 그치...
P0 	: 맞아 너는 그런거 엄청
P0 	: 힘들어하더라
P0 	: 차라리 규칙적이고 큰 변화없는 업무가 낫긴하겠다
P1 	: 맞어 어차피 지금 뭐...
P1 	: 진로 생각해봤자
P1 	: 공무원 아님 회사쪽이라서
P1 	: 그렇게 놓고 보면 차라리 공무원이 나을 것 같아
P1 	: 내 기준!
P0 	: 그래도 멋져 확실한 주관으로 정했구나
P1 	: 너무 꿈과 희망이 없는 느낌이긴 한데
P0 	: 어른이니까 적당히 없어도 괜찮아
P1 	: 멋진 말이다
P0 	: ㅋㅋㅋㅋㅋㅋ
P0 	: 너무 허황된 것보다야 낫다고 생각해
