# FILE DATA
ID : MDRW2100021105
category :  온라인 대화 > 2인 대화

# DOCUMENT DATA
title : 온라인 대화
author : 개인 대화 참여자
publisher : 심심이
date : 20210828
topic : 식음료

# SPEAKER_INFO
id : 1
age : 20대
occupation : 학생
sex : 여성
birthplace : 인천
principal_residence : 인천
current_residence : 인천
device : 스마트폰
keyboard : 2벌식(쿼티)

id : 2
age : 20대
occupation : 학생
sex : 여성
birthplace : 서울
principal_residence : 인천
current_residence : 인천
device : 스마트폰
keyboard : 2벌식(쿼티)

# SETTING
relation  :  지역>고향 및 이전 거주지 지인
intimacy  :  4
contact_frequency  :  주 1회 미만

P1 	: 왜왜?
P0 	: 만드는과정도보면
P0 	: 손많이가고
P0 	: 김치만해도그렇고
P0 	: 다른나라는
P0 	: 메인메뉴하나만있는데
P0 	: 한식은반찬줄줄이있잖아
P1 	: 아 그렇긴 함
P1 	: 다른 나라는 많아봤자 2~3가지 사이드 메뉴 꺼내놓는데
P1 	: 한식은 n찬 밥상으로 또 나뉘니까
P0 	: ㅇㅇㅇ그니까
P0 	: n찬밥상은
P0 	: 진짜
P0 	: 만든사람
P0 	: 휴
P0 	: 지가차려먹지
P0 	: 지한테그렇게차려달라고하는거잖아
P0 	: 짜증남
P1 	: 아 ㅇㅈ 촉법 소년 이상인 사람은 알아서 차려먹어라
P0 	: ㅇㅇㅇㅇ밥안차려주면
P0 	: 못먹는애들은
P0 	: 진짜굶겨야됨
P1 	: 아 ㅇㅈ 손이 없어 발이없어
P0 	: 요즘은
P0 	: 손톱발톱도
P0 	: 혼자
P0 	: 못깎는대
P1 	: 아 ㅇㅈ 나 그거 보고 어이없었잖아
P1 	: 교관한테 잘라달라고 해야하냐고
P1 	: 야 얼차려 받고 싶어서 안달난거냐
P1 	: 뭐야 진짜
P0 	: 그러니까
P0 	: 자기가먹은거설거지안하는것도
P0 	: 짜증남
P1 	: 아 ㅇㅈ
P1 	: 차려줬으면 넣고 설거지라도 해야지 뮤ㅓ하눈거임
P0 	: 그러니까
P0 	: 밥차려주면
P0 	: 딱먹기만하는거
P0 	: 짜증남
P1 	: ㅇㅈ
P0 	: 롯데리아
P0 	: 더블핫크리스피맛있었는데
P0 	: 없어짐
