# FILE DATA
ID : MDRW2100028177
category :  온라인 대화 > 2인 대화

# DOCUMENT DATA
title : 온라인 대화
author : 개인 대화 참여자
publisher : 심심이
date : 20210902
topic : 공연 및 관람>공연/전시회 및 관람

# SPEAKER_INFO
id : 1
age : 10대
occupation : 학생
sex : 여성
birthplace : 대전
principal_residence : 충남
current_residence : 서울
device : 스마트폰
keyboard : 천지인

id : 2
age : 20대
occupation : 무직/취업 준비생
sex : 여성
birthplace : 서울
principal_residence : 경기
current_residence : 경기
device : PC(데스크탑/노트북)
keyboard : 2벌식(쿼티)

# SETTING
relation  :  낯선 사람
intimacy  :  0
contact_frequency  :  처음 연락한다

P0 	: 안녕하세요 &name2&님!
P0 	: 혹시 공연보는거 좋아하시나요?
P1 	: 안녕하세요, &name1&님!! 꺅 저 뮤지컬 좋아하는데 요 근랜 시국이 시국인지라 관극하러 못 간지 좀 되었답니다ㅜㅜ &name1&님도 공연 좋아하시나요?
P0 	: 저도 뮤지컬 진짜 좋아해요!!!!
P0 	: 저 최근에는 레드북 관람하고 왔어요
P0 	: 맞아요 코로나시국이라 관극하기가 쉽지않죠ㅠㅠ 감염도 무섭고 자리도 적어서 잡기힘들고
P1 	: 아ㅜㅜ 맞아요!!!!! 하 최근이라기엔 좀 예전이지만 시카고 자리 잡는 거 도전이었는데 장렬하게 실패도 하고.... 헉 레드북 부러워요....
P1 	: 코로나 전엔 줄줄이 실패하더니....이젠 코로나라 위험할 것 같아서 못가고 속상하죠ㅜㅜ{emoji:…}{emoji:…}
P0 	: 시카고! 저도 시카고 보고싶었는데!! 최재림 민경아 배우 연기 궁금하더라고요
P0 	: 안그래도 레드북 관극한 날에 확진자 나와서 완전 벌벌떨었어요...
P0 	: 다행히 저랑 좌석이 멀었는지 접촉자 문자는 안왔지만요
P0 	: &name2&님은 최애극 있으신가요?
P1 	: 시카고!!!! 하{emoji:…}{emoji:…}진짜 몇 년전부터 벼르고 벼르던 극이었는데 볼 수 있을 땐 돈이 없고 보려고 하니 시국이 이렇고.... 헉 걱정 많으셨겠어요ㅜㅜ  다행이에요 다행{emoji:…}{emoji:…}{emoji:…} 휴 진짜 다들 조심해도 꼭 한 번씩 그런 일이 있어서 맘
P1 	: 저는{emoji:…}{emoji:…}최애극{emoji:…}{emoji:…}{emoji:…}하나 말하기엔 너무 많지만ㅋㅋㅋㄱ꼭 하나 말하자면 레베카를 {emoji:…}{emoji:…}몇 번 봐도 질리지 않고 본 것 같아요 ㅎㅎㅎㅎ 삼총사도 재밌게 봤었고{emoji:…}{emoji:…} 아 역시 하나 고르기 너무 힘들어요!ㅋㅋㅋㅋ &name1&님은요?!
P0 	: 제 최애극은 위키드요!! 레베카도 너무 좋죠! 저 19년말에 옥댄버스로 보고왔는데 진짜 재밌다라구요
P0 	: 전 위키드 너무 좋아서 원작 소설까지 챙겨봤아요
P0 	: 올해 위키드 두번 봤는데 옥주현배우님 손승연배우님 둘다 좋더라구요! 엘파바 그자체
P1 	: 아!!! 위키드 저도 좋아해요 88)) 하{emoji:…}{emoji:…} 왜 그걸 잊고 있었지 저는 손승연배우님꺼 봤었어요 엘파바..짱.....
P1 	: 헉 위키드도 원작소설 있었군요?! 전 레베카랑 두도시 이야기만 원작소설 읽었는데 위키드도 읽어봐야겠어요ㅜㅜ!!!! 하...무대장치도 너무 쩔잖아요...
P0 	: 무대장치 정말 자본의 맛이랄까... 이래서 대극장 보는구나 싶죠
P0 	: 위키드 원작 생각보다 어둡고 피폐했어요
P0 	: 뮤지컬 각색을 잘했더라구요
P0 	: 또 보고싶은 극 있으신가요? 전 하데스타운 노리고있어요
P1 	: ㅋㅋㅋ맞아요 전 웃는 남자도 봤었는데 그것도 무대장치가....자본의 맛. 헉 원작은 그런 느낌이군요 (흠) 헉 하데스타운! 저도 관심있지만 전 아마 코로나 종결까진 못볼 것 같아서...(고위험군과의 생활..조심스러움) 습...종
P0 	: 아쉽네요... 이번에 왓챠인가? 연뮤 공연 영상 도입된다고 들었어요. 왓챠나 넷플은 안보시나요?
P0 	: 왠지 영화보는 것도 좋아하실 것 같아요
P1 	: 헉 진짜요?!?!? 알아봐야겠어요ㅜㅜ 저 지금 넷플 보고 있어요!!!! 영화도 좋아해요 
P0 	: 저도 영화보는거 좋아해요!
