# FILE DATA
ID : MDRW2100038439
category :  온라인 대화 > 2인 대화

# DOCUMENT DATA
title : 온라인 대화
author : 개인 대화 참여자
publisher : 심심이
date : 20210902
topic : 가사 및 가족

# SPEAKER_INFO
id : 1
age : 20대
occupation : 학생
sex : 여성
birthplace : 인천
principal_residence : 인천
current_residence : 인천
device : 스마트폰
keyboard : 2벌식(쿼티)

id : 2
age : 20대
occupation : 학생
sex : 여성
birthplace : 서울
principal_residence : 인천
current_residence : 인천
device : 스마트폰
keyboard : 2벌식(쿼티)

# SETTING
relation  :  지역>고향 및 이전 거주지 지인
intimacy  :  4
contact_frequency  :  주 1회 미만

P1 	: 나 그거 보고 놀라ㅛ잖아
P0 	: 뭐?
P1 	: 홍진경 동생이 부모도 안그러는데
P0 	: ㅇㅇ엉ㅇ
P0 	: 왜?
P1 	: 지혼자만 계속 누나 어딨는지 뭐하는지 확인하고 보고 받으려고 했대
P1 	: 지가 뭔데 그 난리임 진짜
P0 	: 아
P0 	: 소름돋아
P0 	: 너무싫어
P1 	: 어디 동생이 누나한테 난리임
P0 	: 자기보다낮게
P0 	: 보려고
P0 	: 그동안여자애들낙태
P1 	: ㄱㄴㄲ 아니 부모도 안그러는데 어딜 기어올라
P0 	: 몇십년동안
P0 	: 했으면서
P0 	: 남자애들으
P0 	: 왜멋함
P0 	: 그냥남자면낙태래
P0 	: 사회를위해서
P1 	: ㅋㅋㅋㅌㅋㅋㅋㅌㅌㅌㅋㅋㅋㅋㅋㅋ
P0 	: 남자는진짜신기한게
P0 	: 아무리여자가자기보다
P0 	: 훨씬잘란게보여도
P0 	: 어떻게든자기아래로
P0 	: 편입
P0 	: 난리침
P1 	: ㅇㅈㅇㅈ 교수한테도 난리잖아
P0 	: 맞아
P1 	: 아니 얼마나 연구를 많이 한 사람인데
P0 	: 정작여자는아무생각이없는데
P0 	: 그냥
P1 	: 지가 뭐라고
P1 	: ㅇㅈㅇㅈ
