# FILE DATA
ID : MDRW2100038809
category :  온라인 대화 > 2인 대화

# DOCUMENT DATA
title : 온라인 대화
author : 개인 대화 참여자
publisher : 심심이
date : 20210903
topic : 쇼핑과 상품

# SPEAKER_INFO
id : 1
age : 20대
occupation : 학생
sex : 여성
birthplace : 서울
principal_residence : 서울
current_residence : 경기
device : 스마트폰
keyboard : 2벌식(쿼티)

id : 2
age : 20대
occupation : 무직/취업 준비생
sex : 여성
birthplace : 경남
principal_residence : 경남
current_residence : 경남
device : 스마트폰
keyboard : 2벌식(쿼티)

# SETTING
relation  :  낯선 사람
intimacy  :  0
contact_frequency  :  처음 연락한다

P0 	: &name2&님~~~
P0 	: &name2&님은 뭐 장만하고싶은거 있으세요?!
P1 	: 아이고 오늘넘바빠가지고ㅜㅜ
P1 	: 저 플립3넘사고싶어요
P0 	: 헉 일찍 일어나셨네요!!!
P0 	: 플립 인기 완전 많죠....
P1 	: ㅋㅋㅋ저때잤답니다...ㅎㅎ...
P1 	: 네 전 크림색사고싶어요
P0 	: 사실 저도
P0 	: 저거 보내놓고 다시 잠들었어욬ㅋㅋㅋㅋㅋㅋ
P0 	: 12시에 일어났답니다  ....
P0 	: 오오 크림색!!!
P0 	: 플립은 폰케이스도 예쁘더라구요...
P1 	: 근데 폰바꾼지 얼마안돼서.
P1 	: ㅜㅜㅜ보기만하고있어요
P0 	: 앗 그러시구나 사실 저도...
P0 	: 핸드폰 언제 바꾸셨어요?
P1 	: 이번년도 초에 바꿨어요ㅜ 약정이아직많이남았습니다...ㅜㅜㅜ
P0 	: 아 저돈데...!!!!
P0 	: 저 올해 2월에 바꿨어요 ㅋㅋㅋㅋㅋ
P0 	: 근데 그렇게 좋은 폰도 아니예요
P1 	: 헉 갤럭시사샸나여
P1 	: 저도그때쯤 21샀어요
P0 	: 네!!!! ㅋㅋㅋㅋㅋㅋ
P0 	: 근데 s20 FE예요 ㅋㅋㅋㅋ
P0 	: 그래서 폰케이스 예쁜 것도 없구....
P1 	: 이번건  너무 귀엽더라구요 케이크도 넘 귀엽고..
P1 	: 사진찍기도 편해보여서 넘 사고싶어요ㅜㅜ
P0 	: 케이크도 있어요?!
P0 	: 신기하네요!!!!
