# FILE DATA
ID : MDRW2100042410
category :  온라인 대화 > 2인 대화

# DOCUMENT DATA
title : 온라인 대화
author : 개인 대화 참여자
publisher : 심심이
date : 20210906
topic : 미용과 건강

# SPEAKER_INFO
id : 1
age : 10대
occupation : 학생
sex : 여성
birthplace : 부산
principal_residence : 부산
current_residence : 부산
device : 스마트폰
keyboard : 2벌식(쿼티)

id : 2
age : 20대
occupation : 학생
sex : 여성
birthplace : 부산
principal_residence : 부산
current_residence : 부산
device : 스마트폰
keyboard : 2벌식(쿼티)

# SETTING
relation  :  학교/학원>동기/동창/동급생
intimacy  :  5
contact_frequency  :  주 3회 이상

P1 	: 응
P0 	: 난.. 자.세.가.이.상.한.가?
P0 	: 별로 안아프네
P1 	: 왜오ㅑ
P1 	: 어디하고 있는데??
P0 	: 목
P1 	: 목?
P0 	: ㅈ응응
P1 	: 그 폼롤러 울퉁불퉁 한거야??
P0 	: 도리도리 끄덕끄덕중
P0 	: ㄴㄴㄴㄴ
P0 	: 그냥 ㅁ매끈한 스티로폼
P1 	: 아 난 울퉁불퉁 한걸로 해서 그런가보다
P1 	: 다음에 우리집 와서 해봐
P1 	: 진짜...
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅇㅋㅇㅋ
P0 	: 해보고 만ㄹ이아프면
P0 	: 사야겠다
P0 	: 아 그
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 응응
P0 	: 너 요가링 해봤어?
P0 	: 종아리에 끼우는거
P1 	: 아 그 종아리에 하는거?
P1 	: 아니 해보진 않았어
P0 	: ㅇㅇㄹㄹ
P0 	: ㅇㅇㅇㅇ
P0 	: 아그래?
P1 	: 고등학교때 애들 많이 하고 다녔는데
P1 	: 왜??
P0 	: 아니 난 많이 앉아있으니까
P0 	: 앉아있을때 끼고있으면 좋을거같아서
