# FILE DATA
ID : MDRW2100031842
category :  온라인 대화 > 2인 대화

# DOCUMENT DATA
title : 온라인 대화
author : 개인 대화 참여자
publisher : 심심이
date : 20210905
topic : 기타 사회 생활 및 활동>온라인 커뮤니티

# SPEAKER_INFO
id : 1
age : 20대
occupation : 학생
sex : 여성
birthplace : 서울
principal_residence : 서울
current_residence : 경기
device : 스마트폰
keyboard : 2벌식(쿼티)

id : 2
age : 20대
occupation : 학생
sex : 여성
birthplace : 울산
principal_residence : 경기
current_residence : 경기
device : 스마트폰
keyboard : 2벌식(쿼티)

# SETTING
relation  :  낯선 사람
intimacy  :  0
contact_frequency  :  처음 연락한다

P1 	: &name1&
P1 	: 님이신가요
P0 	: 아주
P0 	: 맞습니다.
P1 	: 쿠악 ㅋㅋㅋ 서이추드릴게요
P0 	: 감사합니다...{emoji:♡}
P0 	: 바로 승낙해야지
P1 	: 히히 드렸어요
P0 	: 노트북아 일해라~~~!
P0 	: 아 너무 재밌네요
P1 	: 너무 신기해요
P0 	: 오 인팁이시구나!!!!
P1 	: 인연이참
P1 	: 헉 넵 맞아요
P0 	: 대박 저 인팁 친구들 많아요
P1 	: 허걱 안힘드신가요
P0 	: 저는 뭘거같아요?
P1 	: 제친구들은 다 저를 뇌에힘풀고 대하는느낌이라
P0 	: 저 인팁들이 좋아하던데 (후비적
P1 	: estj이신가요
P0 	: 히익
P1 	: estp거나
P0 	: 제가요?!
P0 	: 제..제가요?!
P1 	: 엫?!
P1 	: 아아아아아니신가요
P0 	: &name2&님 친구분들이
P1 	: i이신가요
P0 	: 그런 유형이 많으신아요?!
P0 	: 아낰ㅋㅋㅋㅌㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 그냥 말씀드릴게요
P0 	: enfp입미다
P1 	: 엣아뇨 제친구들 다 infp인간들많아요
P0 	: 근데 j랑 p랑 반반이에요!
P1 	: 허거거거ㅓㄱ
P1 	: enfj면
P1 	: 너무멋지신
P0 	: 대박대박
P0 	: 저도 그러고싶은데 가끔
P1 	: 전 사실 j인간을 동경하고있어요
P0 	: J인 이웃님들 보면
P1 	: 계획적인인간..
P0 	: 와 이 정도는 되어야
P0 	: J가 되는구나. 하면서
P1 	: 와
P0 	: 혹시나 누군가가 저한테 기대할까봐
P1 	: 그쵸...그래서 제가 p인거죠..
P0 	: 그냥 엔프피라고 말하고 다녀요
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 이얔ㅋㅋㅋㅋ
P1 	: 재밌네요ㅜㅜㅜㅋ큐ㅠㅠㅠ
P0 	: 그니까요
P1 	: 아 너무웃기다...
