# FILE DATA
ID : MDRW2100020170
category :  온라인 대화 > 2인 대화

# DOCUMENT DATA
title : 온라인 대화
author : 개인 대화 참여자
publisher : 심심이
date : 20210828
topic : 반려동물

# SPEAKER_INFO
id : 1
age : 20대
occupation : 사무 종사자
sex : 여성
birthplace : 경기
principal_residence : 경기
current_residence : 경기
device : PC(데스크탑/노트북)
keyboard : 2벌식(쿼티)

id : 2
age : 20대
occupation : 사무 종사자
sex : 남성
birthplace : 서울
principal_residence : 경기
current_residence : 경기
device : 스마트폰
keyboard : 천지인

# SETTING
relation  :  낯선 사람
intimacy  :  0
contact_frequency  :  처음 연락한다

P0 	: &name3& 언제보러가시나요
P1 	: 글쎄요
P1 	: 아까 영통했는데 보곱
P1 	: &name4& 모해요
P0 	: 안봐도 알것같지않나요
P0 	: 누워있을걸요?
P1 	: ㅋㅋㅋㄲ
P1 	: 같이 없어요?
P0 	: 저는 방에있고 &name4& 거실에있어여
P1 	: 오늘 산책했나요
P1 	: 비도안왔는데
P0 	: 그럼요
P0 	: 오늘산책당번저임
P0 	: 밤에갓다왓는데
P0 	: 습한거없이 날씨가 좋더라구요
P1 	: ㅋㅋㅋ오늘 날씨좋더라고요
P1 	: &name4& 안 귀찮아했음요?
P0 	: 출퇴근길엔 어땠나여
P0 	: &name4& 나가기싫어서
P0 	: 버티는거 보고 엄마가 엉덩이 밀어서
P0 	: 산책갔다온거임 ㅋㅋㅋㅋ
P1 	: ㅋㅋㅋㅋㅋ역시 &name4&
P1 	: 출퇴근길
P1 	: 전 널널했는데
P1 	: &name5&은 죽을라함
P0 	: 둘이 거의 비슷한열차 타지않나요
P0 	: 저희 &name4&도 회사 데려가고싶네요
P1 	: 데려와도 되지않나요
P1 	: 옆사무실도 냥이 잇는데
P0 	: 그 좁아터진 출근길에
P0 	: &name4&를 어떻게 데려가요
P1 	: 흠
P1 	: &name4& 가방없죠?
P0 	: 네 글고 개무거워요!
P0 	: 그냥8키로도 아니고 움직이는8키로잖아요
P1 	: ㅋㅋㅋㅋㅋㅋ
P1 	: 가방에 있음 얌전하겠조
P1 	: 이참에 하나사욥
P0 	: 근데 강아지 가방도 무거운거 하시죠
P0 	: 아마 출퇴근이 고달파질것같은데
P1 	: 그럼 어쩔수없죠
P1 	: &name4& 실물 언제 봄ㅋㅋ
P0 	: 나중에 판교오세요
P0 	: 판교역까지는 데리고 나갈수있으니까
