# FILE DATA
ID : MDRW2100032515
category :  온라인 대화 > 2인 대화

# DOCUMENT DATA
title : 온라인 대화
author : 개인 대화 참여자
publisher : 심심이
date : 20210905
topic : 미용과 건강

# SPEAKER_INFO
id : 1
age : 20대
occupation : 학생
sex : 여성
birthplace : 울산
principal_residence : 경기
current_residence : 경기
device : 스마트폰
keyboard : 2벌식(쿼티)

id : 2
age : 10대
occupation : 학생
sex : 남성
birthplace : 대구
principal_residence : 대구
current_residence : 대구
device : 스마트폰
keyboard : 천지인

# SETTING
relation  :  학교/학원>동기/동창/동급생
intimacy  :  3
contact_frequency  :  주 1회 미만

P1 	: 좋아하지
P1 	: 근데 나도 예전에 바다에서 성개 밟은 이후로
P1 	: 바다는 좀 무서워졌어 ㅋㅋㅋ
P0 	: 에바다
P0 	: 성개밟으면
P0 	: 아프겠지
P0 	: 피났어?!
P1 	: 피는 안 나고
P1 	: 조그마한 가시가 많이 박히는...
P1 	: 식초 같은거 부어주면서
P1 	: 발에 무리 안 가게 하래
P0 	: 흐어어어억
P0 	: 에바다
P0 	: 엄청아팠겠다
P1 	: 며칠 지나면 저절로 나아진다고...
P1 	: 아프다기보단
P0 	: 조그만가시가많이박혔데ㅠ
P0 	: 헐랭
P1 	: 발에 검은 점이 막 나니까
P0 	: 헐
P1 	: 무서웠지
P0 	: 에바아니냐
P0 	: 걸어다닐수는있었어?
P1 	: 걸어다닐 수 있긴 한데
P1 	: 좀 아프지...
P1 	: &name1&는 어디 다친 적 없어??
P0 	: 흐앙
P0 	: 나는
P0 	: 초딩때
P0 	: 태권도했었는데
P0 	: 그때 신호등 게임이라고
P0 	: 초록불하면 가고 노란불하면 제자리에서돌고 빨간불하면 멈추는
P0 	: 그런게임있었는데
P0 	: 초록불에서 급발진하다가
P0 	: 냅다 발가락 삐어서
P0 	: 금갔었던...
P0 	: 기브스2주했었을거야
P0 	: 껄껄...
P1 	: 아니 ㅋㅋㅋㅋㅋ
P1 	: 그게 뭔 게임이야 ㅋㅋㅋ
P1 	: 나는 기브스를 해 본 적이 한번도 없네...
P0 	: 그게좋은겨..
P0 	: 겅강한게좋은겨.....
P0 	: 아 주제잘못
